Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Zach Wood (40143340),Zach Wood,40143340,TE/FLEX,2500,NO@BUF 09/28/2025 01:00PM ET,NO,0
TE,Jackson Hawes (40143342),Jackson Hawes,40143342,TE/FLEX,2500,NO@BUF 09/28/2025 01:00PM ET,BUF,4.3
TE,Keleki Latu (40143344),Keleki Latu,40143344,TE/FLEX,2500,NO@BUF 09/28/2025 01:00PM ET,BUF,0
TE,Shane Zylstra (40143320),Shane Zylstra,40143320,TE/FLEX,2500,CLE@DET 09/28/2025 01:00PM ET,DET,0
TE,Kenny Yeboah (40143322),Kenny Yeboah,40143322,TE/FLEX,2500,CLE@DET 09/28/2025 01:00PM ET,DET,0
TE,Zach Horton (40143324),Zach Horton,40143324,TE/FLEX,2500,CLE@DET 09/28/2025 01:00PM ET,DET,0
TE,Ross Dwelley (40143326),Ross Dwelley,40143326,TE/FLEX,2500,CLE@DET 09/28/2025 01:00PM ET,DET,0
TE,Blake Whiteheart (40143328),Blake Whiteheart,40143328,TE/FLEX,2500,CLE@DET 09/28/2025 01:00PM ET,CLE,0
TE,Sal Cannella (40143330),Sal Cannella,40143330,TE/FLEX,2500,CLE@DET 09/28/2025 01:00PM ET,CLE,0
TE,David Martin-Robinson (40143300),David Martin-Robinson,40143300,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,TEN,0
TE,Thomas Odukoya (40143302),Thomas Odukoya,40143302,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,TEN,0
TE,Joel Wilson (40143304),Joel Wilson,40143304,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,TEN,0
TE,Harrison Bryant (40143306),Harrison Bryant,40143306,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
TE,Brenden Bates (40143308),Brenden Bates,40143308,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
TE,Cade Stover (40143310),Cade Stover,40143310,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,HOU,6.2
TE,Brevin Jordan (40143312),Brevin Jordan,40143312,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
TE,Irv Smith Jr. (40143314),Irv Smith Jr.,40143314,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
TE,Luke Lachey (40143316),Luke Lachey,40143316,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
TE,Jakob Johnson (40143318),Jakob Johnson,40143318,TE/FLEX,2500,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
TE,Mitchell Evans (40143292),Mitchell Evans,40143292,TE/FLEX,2500,CAR@NE 09/28/2025 01:00PM ET,CAR,1.27
TE,James Mitchell (40143294),James Mitchell,40143294,TE/FLEX,2500,CAR@NE 09/28/2025 01:00PM ET,CAR,0
TE,Bryce Pierre (40143296),Bryce Pierre,40143296,TE/FLEX,2500,CAR@NE 09/28/2025 01:00PM ET,CAR,0
TE,CJ Dippre (40143298),CJ Dippre,40143298,TE/FLEX,2500,CAR@NE 09/28/2025 01:00PM ET,NE,0
DST,Panthers  (40143382),Panthers ,40143382,DST,2500,CAR@NE 09/28/2025 01:00PM ET,CAR,9
TE,Tucker Fisk (40143282),Tucker Fisk,40143282,TE/FLEX,2500,LAC@NYG 09/28/2025 01:00PM ET,LAC,0
TE,Thomas Yassmin (40143284),Thomas Yassmin,40143284,TE/FLEX,2500,LAC@NYG 09/28/2025 01:00PM ET,LAC,0
TE,Daniel Bellinger (40143286),Daniel Bellinger,40143286,TE/FLEX,2500,LAC@NYG 09/28/2025 01:00PM ET,NYG,1.33
TE,Chris Manhertz (40143288),Chris Manhertz,40143288,TE/FLEX,2500,LAC@NYG 09/28/2025 01:00PM ET,NYG,0.57
TE,Thomas Fidone II (40143290),Thomas Fidone II,40143290,TE/FLEX,2500,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
TE,Grant Calcaterra (40143208),Grant Calcaterra,40143208,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,PHI,0.53
TE,Payne Durham (40143210),Payne Durham,40143210,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,TB,0
TE,Ko Kieft (40143268),Ko Kieft,40143268,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,TB,0
TE,Devin Culp (40143270),Devin Culp,40143270,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,TB,0
TE,Tanner Taula (40143272),Tanner Taula,40143272,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,TB,0
TE,Evan Deckers (40143274),Evan Deckers,40143274,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,TB,0
TE,Kylen Granson (40143276),Kylen Granson,40143276,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,PHI,0.87
TE,Cameron Latu (40143278),Cameron Latu,40143278,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,PHI,0
TE,E.J. Jenkins (40143280),E.J. Jenkins,40143280,TE/FLEX,2500,PHI@TB 09/28/2025 01:00PM ET,PHI,0
TE,Davis Allen (40143206),Davis Allen,40143206,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,LAR,5.8
TE,Colby Parkinson (40143252),Colby Parkinson,40143252,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,LAR,0.2
TE,Terrance Ferguson (40143254),Terrance Ferguson,40143254,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,LAR,0
TE,Mark Redman (40143256),Mark Redman,40143256,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,LAR,0
TE,Mo Alie-Cox (40143258),Mo Alie-Cox,40143258,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,1.6
TE,Drew Ogletree (40143260),Drew Ogletree,40143260,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,0
TE,Will Mallory (40143262),Will Mallory,40143262,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,0
TE,Sean McKeon (40143264),Sean McKeon,40143264,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,0
TE,Maximilian Mang (40143266),Maximilian Mang,40143266,TE/FLEX,2500,IND@LAR 09/28/2025 04:05PM ET,IND,0
TE,Johnny Mundt (40143238),Johnny Mundt,40143238,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,0.57
TE,Hunter Long (40143240),Hunter Long,40143240,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,3.6
TE,Quintin Morris (40143242),Quintin Morris,40143242,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,0
TE,Patrick Herbert (40143244),Patrick Herbert,40143244,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,0
TE,Brayden Willis (40143246),Brayden Willis,40143246,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,SF,0
TE,George Kittle (40143248),George Kittle,40143248,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,SF,12.5
TE,Messiah Swinson (40143250),Messiah Swinson,40143250,TE/FLEX,2500,JAX@SF 09/28/2025 04:05PM ET,SF,0
DST,Jaguars  (40143383),Jaguars ,40143383,DST,2500,JAX@SF 09/28/2025 04:05PM ET,JAX,10.33
TE,Zaire Mitchell-Paden (40143226),Zaire Mitchell-Paden,40143226,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,BAL,0
TE,Robert Tonyan (40143228),Robert Tonyan,40143228,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0
TE,Jared Wiley (40143230),Jared Wiley,40143230,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0
TE,Jake Briningstool (40143232),Jake Briningstool,40143232,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0
TE,Tre Watson (40143234),Tre Watson,40143234,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0
TE,James Winchester (40143236),James Winchester,40143236,TE/FLEX,2500,BAL@KC 09/28/2025 04:25PM ET,KC,0
TE,Ian Thomas (40143214),Ian Thomas,40143214,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,LV,0
TE,Albert Okwuegbunam Jr. (40143216),Albert Okwuegbunam Jr.,40143216,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,LV,0
TE,Carter Runyon (40143218),Carter Runyon,40143218,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,LV,0
TE,Durham Smythe (40143220),Durham Smythe,40143220,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,CHI,0
TE,Stephen Carlson (40143222),Stephen Carlson,40143222,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,CHI,0
TE,Nikola Kalinic (40143224),Nikola Kalinic,40143224,TE/FLEX,2500,CHI@LV 09/28/2025 04:25PM ET,CHI,0
DST,Giants  (40143384),Giants ,40143384,DST,2400,LAC@NYG 09/28/2025 01:00PM ET,NYG,2
DST,Titans  (40143385),Titans ,40143385,DST,2300,TEN@HOU 09/28/2025 01:00PM ET,TEN,3.33
DST,Browns  (40143386),Browns ,40143386,DST,2200,CLE@DET 09/28/2025 01:00PM ET,CLE,5.33
DST,Saints  (40143387),Saints ,40143387,DST,2000,NO@BUF 09/28/2025 01:00PM ET,NO,3.67
