position,name + id,name,id,roster position,salary,game info,teamabbrev,avgpointspergame,team,projpts,projown
RB,Quinshon Judkins (40142502),Quinshon Judkins,40142502,RB/FLEX,5500,CLE@DET 09/28/2025 01:00PM ET,CLE,13.3,Browns,13.1,3.9
QB,Drake Maye (40142406),Drake Maye,40142406,QB,5500,CAR@NE 09/28/2025 01:00PM ET,NE,21.43,Patriots,21.1,7.9
RB,Cam Skattebo (40142504),Cam Skattebo,40142504,RB/FLEX,5500,LAC@NYG 09/28/2025 01:00PM ET,NYG,13.63,Giants,14.8,14.1
WR,Quentin Johnston (40142760),Quentin Johnston,40142760,WR/FLEX,5500,LAC@NYG 09/28/2025 01:00PM ET,LAC,18.57,Chargers,13.9,7.8
WR,DeVonta Smith (40142764),DeVonta Smith,40142764,WR/FLEX,5400,PHI@TB 09/28/2025 01:00PM ET,PHI,11.3,Eagles,13.6,5.5
QB,Geno Smith (40142407),Geno Smith,40142407,QB,5400,CHI@LV 09/28/2025 04:25PM ET,LV,17.91,Raiders,19.8,12.4
RB,D'Andre Swift (40142506),D'Andre Swift,40142506,RB/FLEX,5400,CHI@LV 09/28/2025 04:25PM ET,CHI,11.73,Bears,12.0,7.6
WR,Jakobi Meyers (40142762),Jakobi Meyers,40142762,WR/FLEX,5400,CHI@LV 09/28/2025 04:25PM ET,LV,13.27,Raiders,15.6,23.4
RB,Jacory Croskey-Merritt (40142508),Jacory Croskey-Merritt,40142508,RB/FLEX,5300,WAS@ATL 09/28/2025 01:00PM ET,WAS,8.67,Commanders,9.9,0.4
WR,Khalil Shakir (40142766),Khalil Shakir,40142766,WR/FLEX,5300,NO@BUF 09/28/2025 01:00PM ET,BUF,9.7,Bills,12.2,2.3
QB,C.J. Stroud (40142408),C.J. Stroud,40142408,QB,5300,TEN@HOU 09/28/2025 01:00PM ET,HOU,12.35,Texans,15.9,2.6
WR,Keenan Allen (40142768),Keenan Allen,40142768,WR/FLEX,5300,LAC@NYG 09/28/2025 01:00PM ET,LAC,18.8,Chargers,14.3,9.7
RB,TreVeyon Henderson (40142510),TreVeyon Henderson,40142510,RB/FLEX,5200,CAR@NE 09/28/2025 01:00PM ET,NE,8.27,Patriots,12.6,5.5
QB,Trevor Lawrence (40142409),Trevor Lawrence,40142409,QB,5200,JAX@SF 09/28/2025 04:05PM ET,JAX,13.78,Jaguars,14.8,2.9
WR,Hollywood Brown (40142770),Hollywood Brown,40142770,WR/FLEX,5200,BAL@KC 09/28/2025 04:25PM ET,KC,12.03,Chiefs,10.6,2.7
QB,Michael Penix Jr. (40142411),Michael Penix Jr.,40142411,QB,5100,WAS@ATL 09/28/2025 01:00PM ET,ATL,11.7,Falcons,14.9,1.8
WR,Chris Olave (40142772),Chris Olave,40142772,WR/FLEX,5100,NO@BUF 09/28/2025 01:00PM ET,NO,13.17,Saints,14.2,18.5
RB,Nick Chubb (40142512),Nick Chubb,40142512,RB/FLEX,5100,TEN@HOU 09/28/2025 01:00PM ET,HOU,9.4,Texans,11.5,3.5
RB,Rhamondre Stevenson (40142514),Rhamondre Stevenson,40142514,RB/FLEX,5100,CAR@NE 09/28/2025 01:00PM ET,NE,10.83,Patriots,11.4,0.9
WR,Michael Pittman Jr. (40142774),Michael Pittman Jr.,40142774,WR/FLEX,5100,IND@LAR 09/28/2025 04:05PM ET,IND,15.77,Colts,13.5,7.5
QB,Mac Jones (40142410),Mac Jones,40142410,QB,5100,JAX@SF 09/28/2025 04:05PM ET,SF,18.51,49ers,7.6,0.0
QB,Marcus Mariota (40142413),Marcus Mariota,40142413,QB,5000,WAS@ATL 09/28/2025 01:00PM ET,WAS,21.28,Commanders,15.4,6.5
QB,Russell Wilson (40142412),Russell Wilson,40142412,QB,5000,LAC@NYG 09/28/2025 01:00PM ET,NYG,17.51,Giants,3.1,0.0
RB,Tyrone Tracy Jr. (40142518),Tyrone Tracy Jr.,40142518,RB/FLEX,5000,LAC@NYG 09/28/2025 01:00PM ET,NYG,6.73,Giants,0.0,0.0
WR,Wan'Dale Robinson (40142778),Wan'Dale Robinson,40142778,WR/FLEX,5000,LAC@NYG 09/28/2025 01:00PM ET,NYG,15.43,Giants,10.9,3.0
WR,Jauan Jennings (40142776),Jauan Jennings,40142776,WR/FLEX,5000,JAX@SF 09/28/2025 04:05PM ET,SF,11.75,49ers,11.0,7.8
RB,Isiah Pacheco (40142516),Isiah Pacheco,40142516,RB/FLEX,5000,BAL@KC 09/28/2025 04:25PM ET,KC,4.83,Chiefs,11.1,1.2
RB,Jeremy McNichols (40142520),Jeremy McNichols,40142520,RB/FLEX,4900,WAS@ATL 09/28/2025 01:00PM ET,WAS,5.43,Commanders,7.8,0.1
WR,Jerry Jeudy (40142780),Jerry Jeudy,40142780,WR/FLEX,4900,CLE@DET 09/28/2025 01:00PM ET,CLE,7.8,Browns,11.2,3.9
WR,Calvin Ridley (40142782),Calvin Ridley,40142782,WR/FLEX,4900,TEN@HOU 09/28/2025 01:00PM ET,TEN,6.37,Titans,10.8,2.6
QB,Bryce Young (40142414),Bryce Young,40142414,QB,4900,CAR@NE 09/28/2025 01:00PM ET,CAR,16.37,Panthers,14.3,1.1
RB,Rachaad White (40142522),Rachaad White,40142522,RB/FLEX,4900,PHI@TB 09/28/2025 01:00PM ET,TB,6.53,Buccaneers,9.5,0.2
QB,Cam Ward (40142415),Cam Ward,40142415,QB,4800,TEN@HOU 09/28/2025 01:00PM ET,TEN,9.08,Titans,13.7,0.5
RB,Bhayshul Tuten (40142524),Bhayshul Tuten,40142524,RB/FLEX,4800,JAX@SF 09/28/2025 04:05PM ET,JAX,8.2,Jaguars,9.8,0.2
RB,Kareem Hunt (40142526),Kareem Hunt,40142526,RB/FLEX,4800,BAL@KC 09/28/2025 04:25PM ET,KC,6.8,Chiefs,10.5,0.5
WR,Rashod Bateman (40142784),Rashod Bateman,40142784,WR/FLEX,4800,BAL@KC 09/28/2025 04:25PM ET,BAL,7.93,Ravens,9.0,1.0
TE,Travis Kelce (40143136),Travis Kelce,40143136,TE/FLEX,4800,BAL@KC 09/28/2025 04:25PM ET,KC,9.8,Chiefs,11.3,2.3
RB,Tyler Allgeier (40142530),Tyler Allgeier,40142530,RB/FLEX,4700,WAS@ATL 09/28/2025 01:00PM ET,ATL,6.27,Falcons,9.6,0.6
WR,Darnell Mooney (40142786),Darnell Mooney,40142786,WR/FLEX,4700,WAS@ATL 09/28/2025 01:00PM ET,ATL,6.2,Falcons,10.4,2.8
QB,Spencer Rattler (40142416),Spencer Rattler,40142416,QB,4700,NO@BUF 09/28/2025 01:00PM ET,NO,15.29,Saints,13.8,1.8
QB,Joe Flacco (40142417),Joe Flacco,40142417,QB,4700,CLE@DET 09/28/2025 01:00PM ET,CLE,9.88,Browns,14.3,1.0
RB,Justice Hill (40142528),Justice Hill,40142528,RB/FLEX,4700,BAL@KC 09/28/2025 04:25PM ET,BAL,4.3,Ravens,9.4,0.4
WR,Luther Burden III (40142788),Luther Burden III,40142788,WR/FLEX,4700,CHI@LV 09/28/2025 04:25PM ET,CHI,8.33,Bears,8.2,0.1
QB,Kirk Cousins (40142418),Kirk Cousins,40142418,QB,4600,WAS@ATL 09/28/2025 01:00PM ET,ATL,1.16,Falcons,1.3,0.0
WR,Rashid Shaheed (40142792),Rashid Shaheed,40142792,WR/FLEX,4600,NO@BUF 09/28/2025 01:00PM ET,NO,10.9,Saints,9.3,1.5
RB,Jerome Ford (40142534),Jerome Ford,40142534,RB/FLEX,4600,CLE@DET 09/28/2025 01:00PM ET,CLE,5.63,Browns,7.9,0.1
RB,Antonio Gibson (40142532),Antonio Gibson,40142532,RB/FLEX,4600,CAR@NE 09/28/2025 01:00PM ET,NE,3.97,Patriots,7.7,0.0
TE,Tyler Warren (40143138),Tyler Warren,40143138,TE/FLEX,4600,IND@LAR 09/28/2025 04:05PM ET,IND,11.2,Colts,11.7,14.0
WR,Travis Hunter (40142790),Travis Hunter,40142790,WR/FLEX,4600,JAX@SF 09/28/2025 04:05PM ET,JAX,5.87,Jaguars,9.7,0.8
TE,Dalton Kincaid (40143140),Dalton Kincaid,40143140,TE/FLEX,4500,NO@BUF 09/28/2025 01:00PM ET,BUF,13.37,Bills,11.3,3.7
RB,Rico Dowdle (40142538),Rico Dowdle,40142538,RB/FLEX,4500,CAR@NE 09/28/2025 01:00PM ET,CAR,5.77,Panthers,8.9,0.3
WR,Stefon Diggs (40142796),Stefon Diggs,40142796,WR/FLEX,4500,CAR@NE 09/28/2025 01:00PM ET,NE,8.07,Patriots,10.1,2.7
QB,Jaxson Dart (40142419),Jaxson Dart,40142419,QB,4500,LAC@NYG 09/28/2025 01:00PM ET,NYG,0.0,Giants,15.9,5.0
RB,Devin Singletary (40142540),Devin Singletary,40142540,RB/FLEX,4500,LAC@NYG 09/28/2025 01:00PM ET,NYG,1.0,Giants,7.6,0.3
RB,Brian Robinson Jr. (40142536),Brian Robinson Jr.,40142536,RB/FLEX,4500,JAX@SF 09/28/2025 04:05PM ET,SF,3.27,49ers,8.1,0.1
WR,DeAndre Hopkins (40142794),DeAndre Hopkins,40142794,WR/FLEX,4500,BAL@KC 09/28/2025 04:25PM ET,BAL,9.4,Ravens,7.9,0.1
QB,Kyle Allen (40142420),Kyle Allen,40142420,QB,4400,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,0.0,0.0
TE,Sam LaPorta (40143142),Sam LaPorta,40143142,TE/FLEX,4400,CLE@DET 09/28/2025 01:00PM ET,DET,8.93,Lions,11.2,4.0
RB,Woody Marks (40142542),Woody Marks,40142542,RB/FLEX,4400,TEN@HOU 09/28/2025 01:00PM ET,HOU,3.67,Texans,10.8,0.8
WR,Christian Kirk (40142800),Christian Kirk,40142800,WR/FLEX,4400,TEN@HOU 09/28/2025 01:00PM ET,HOU,5.5,Texans,10.1,3.3
QB,Andy Dalton (40142421),Andy Dalton,40142421,QB,4400,CAR@NE 09/28/2025 01:00PM ET,CAR,-0.1,Panthers,0.0,0.0
RB,Hassan Haskins (40142544),Hassan Haskins,40142544,RB/FLEX,4400,LAC@NYG 09/28/2025 01:00PM ET,LAC,0.0,Chargers,5.7,0.0
QB,Jimmy Garoppolo (40142422),Jimmy Garoppolo,40142422,QB,4400,IND@LAR 09/28/2025 04:05PM ET,LAR,0.0,Rams,2.0,0.0
WR,Alec Pierce (40142798),Alec Pierce,40142798,WR/FLEX,4400,IND@LAR 09/28/2025 04:05PM ET,IND,8.7,Colts,0.0,0.0
RB,Kyle Monangai (40142712),Kyle Monangai,40142712,RB/FLEX,4400,CHI@LV 09/28/2025 04:25PM ET,CHI,3.23,Bears,8.0,0.2
WR,Joshua Palmer (40142804),Joshua Palmer,40142804,WR/FLEX,4300,NO@BUF 09/28/2025 01:00PM ET,BUF,6.43,Bills,8.3,1.0
WR,Kayshon Boutte (40142802),Kayshon Boutte,40142802,WR/FLEX,4300,CAR@NE 09/28/2025 01:00PM ET,NE,10.9,Patriots,9.2,0.9
RB,Najee Harris (40142562),Najee Harris,40142562,RB/FLEX,4300,LAC@NYG 09/28/2025 01:00PM ET,LAC,3.87,Chargers,0.0,0.0
RB,Will Shipley (40142546),Will Shipley,40142546,RB/FLEX,4300,PHI@TB 09/28/2025 01:00PM ET,PHI,2.6,Eagles,6.1,0.0
RB,Blake Corum (40142548),Blake Corum,40142548,RB/FLEX,4300,IND@LAR 09/28/2025 04:05PM ET,LAR,6.1,Rams,8.8,0.1
QB,Cooper Rush (40142423),Cooper Rush,40142423,QB,4300,BAL@KC 09/28/2025 04:25PM ET,BAL,-0.4,Ravens,0.6,0.0
QB,Tyler Huntley (40142424),Tyler Huntley,40142424,QB,4300,BAL@KC 09/28/2025 04:25PM ET,BAL,0.0,Ravens,0.0,0.0
TE,Mark Andrews (40143144),Mark Andrews,40143144,TE/FLEX,4300,BAL@KC 09/28/2025 04:25PM ET,BAL,10.0,Ravens,9.7,3.2
RB,Chris Rodriguez Jr. (40142552),Chris Rodriguez Jr.,40142552,RB/FLEX,4200,WAS@ATL 09/28/2025 01:00PM ET,WAS,3.9,Commanders,8.9,0.6
QB,Tyler Shough (40142425),Tyler Shough,40142425,QB,4200,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,4.3,0.0
TE,Juwan Johnson (40143146),Juwan Johnson,40143146,TE/FLEX,4200,NO@BUF 09/28/2025 01:00PM ET,NO,14.2,Saints,11.2,7.1
QB,Dillon Gabriel (40142426),Dillon Gabriel,40142426,QB,4200,CLE@DET 09/28/2025 01:00PM ET,CLE,4.76,Browns,2.5,0.0
QB,Shedeur Sanders (40142427),Shedeur Sanders,40142427,QB,4200,CLE@DET 09/28/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
RB,Dylan Sampson (40142550),Dylan Sampson,40142550,RB/FLEX,4200,CLE@DET 09/28/2025 01:00PM ET,CLE,9.47,Browns,6.3,0.0
WR,Cedric Tillman (40142806),Cedric Tillman,40142806,WR/FLEX,4200,CLE@DET 09/28/2025 01:00PM ET,CLE,10.67,Browns,10.4,2.1
RB,Keaton Mitchell (40142554),Keaton Mitchell,40142554,RB/FLEX,4200,BAL@KC 09/28/2025 04:25PM ET,BAL,0.0,Ravens,3.6,0.0
WR,Tre Tucker (40142808),Tre Tucker,40142808,WR/FLEX,4200,CHI@LV 09/28/2025 04:25PM ET,LV,20.73,Raiders,10.6,14.6
TE,Zach Ertz (40143148),Zach Ertz,40143148,TE/FLEX,4100,WAS@ATL 09/28/2025 01:00PM ET,WAS,12.27,Commanders,9.7,6.0
RB,Kendre Miller (40142560),Kendre Miller,40142560,RB/FLEX,4100,NO@BUF 09/28/2025 01:00PM ET,NO,3.33,Saints,7.1,0.0
RB,Tank Bigsby (40142558),Tank Bigsby,40142558,RB/FLEX,4100,PHI@TB 09/28/2025 01:00PM ET,PHI,0.4,Eagles,3.6,0.0
QB,Anthony Richardson Sr. (40142428),Anthony Richardson Sr.,40142428,QB,4100,IND@LAR 09/28/2025 04:05PM ET,IND,-0.1,Colts,2.3,0.0
WR,Josh Downs (40142812),Josh Downs,40142812,WR/FLEX,4100,IND@LAR 09/28/2025 04:05PM ET,IND,6.57,Colts,10.4,5.5
WR,Dyami Brown (40142810),Dyami Brown,40142810,WR/FLEX,4100,JAX@SF 09/28/2025 04:05PM ET,JAX,9.7,Jaguars,7.0,1.5
RB,Zamir White (40142556),Zamir White,40142556,RB/FLEX,4100,CHI@LV 09/28/2025 04:25PM ET,LV,2.47,Raiders,6.9,0.0
QB,Josh Johnson (40142466),Josh Johnson,40142466,QB,4000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0.0,Commanders,0.0,0.0
QB,Sam Hartman (40142467),Sam Hartman,40142467,QB,4000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0.0,Commanders,0.0,0.0
QB,Emory Jones (40142468),Emory Jones,40142468,QB,4000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
QB,Easton Stick (40142469),Easton Stick,40142469,QB,4000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
RB,Austin Ekeler (40142702),Austin Ekeler,40142702,RB/FLEX,4000,WAS@ATL 09/28/2025 01:00PM ET,WAS,6.55,Commanders,0.0,0.0
RB,Chase Edmonds (40142704),Chase Edmonds,40142704,RB/FLEX,4000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0.0,Commanders,0.0,0.0
RB,Donovan Edwards (40142706),Donovan Edwards,40142706,RB/FLEX,4000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0.0,Commanders,3.7,0.0
RB,Nathan Carter (40142708),Nathan Carter,40142708,RB/FLEX,4000,WAS@ATL 09/28/2025 01:00PM ET,ATL,1.8,Falcons,0.0,0.0
RB,Carlos Washington Jr. (40142710),Carlos Washington Jr.,40142710,RB/FLEX,4000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.0,Falcons,3.8,0.0
QB,Hunter Dekkers (40142462),Hunter Dekkers,40142462,QB,4000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,0.0,0.0
QB,Jake Haener (40142463),Jake Haener,40142463,QB,4000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,0.0,0.0
QB,Mitchell Trubisky (40142464),Mitchell Trubisky,40142464,QB,4000,NO@BUF 09/28/2025 01:00PM ET,BUF,0.98,Bills,2.8,0.0
QB,Shane Buechele (40142465),Shane Buechele,40142465,QB,4000,NO@BUF 09/28/2025 01:00PM ET,BUF,0.0,Bills,0.0,0.0
RB,Ray Davis (40142568),Ray Davis,40142568,RB/FLEX,4000,NO@BUF 09/28/2025 01:00PM ET,BUF,1.17,Bills,7.6,0.1
RB,Devin Neal (40142692),Devin Neal,40142692,RB/FLEX,4000,NO@BUF 09/28/2025 01:00PM ET,NO,0.9,Saints,3.9,0.0
RB,Velus Jones Jr. (40142694),Velus Jones Jr.,40142694,RB/FLEX,4000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,2.7,0.0
RB,Ty Johnson (40142696),Ty Johnson,40142696,RB/FLEX,4000,NO@BUF 09/28/2025 01:00PM ET,BUF,2.03,Bills,7.7,0.2
RB,Reggie Gilliam (40142698),Reggie Gilliam,40142698,RB/FLEX,4000,NO@BUF 09/28/2025 01:00PM ET,BUF,0.0,Bills,3.9,0.0
RB,Frank Gore Jr. (40142700),Frank Gore Jr.,40142700,RB/FLEX,4000,NO@BUF 09/28/2025 01:00PM ET,BUF,0.0,Bills,0.0,0.0
QB,C.J. Beathard (40142459),C.J. Beathard,40142459,QB,4000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,0.0,0.0
QB,Deshaun Watson (40142460),Deshaun Watson,40142460,QB,4000,CLE@DET 09/28/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
QB,Bailey Zappe (40142461),Bailey Zappe,40142461,QB,4000,CLE@DET 09/28/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
RB,Craig Reynolds (40142680),Craig Reynolds,40142680,RB/FLEX,4000,CLE@DET 09/28/2025 01:00PM ET,DET,0.2,Lions,3.8,0.0
RB,Sione Vaki (40142682),Sione Vaki,40142682,RB/FLEX,4000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,3.8,0.0
RB,Jacob Saylors (40142684),Jacob Saylors,40142684,RB/FLEX,4000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,3.8,0.0
RB,Kye Robichaux (40142686),Kye Robichaux,40142686,RB/FLEX,4000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,0.0,0.0
RB,Raheim Sanders (40142688),Raheim Sanders,40142688,RB/FLEX,4000,CLE@DET 09/28/2025 01:00PM ET,CLE,6.3,Browns,3.8,0.0
RB,Ahmani Marshall (40142690),Ahmani Marshall,40142690,RB/FLEX,4000,CLE@DET 09/28/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
QB,Davis Mills (40142431),Davis Mills,40142431,QB,4000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0.0,Texans,0.0,0.0
QB,Brandon Allen (40142455),Brandon Allen,40142455,QB,4000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0.0,Titans,0.0,0.0
QB,Will Levis (40142456),Will Levis,40142456,QB,4000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0.0,Titans,0.0,0.0
