position,name + id,name,id,roster position,salary,game info,teamabbrev,avgpointspergame,team,projpts,projown
QB,Trevor Siemian (40142457),Trevor Siemian,40142457,QB,4000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0.0,Titans,0.0,0.0
QB,Graham Mertz (40142458),Graham Mertz,40142458,QB,4000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0.0,Texans,0.0,0.0
RB,Dameon Pierce (40142564),Dameon Pierce,40142564,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0.5,Texans,3.6,0.0
RB,Julius Chestnut (40142664),Julius Chestnut,40142664,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0.93,Titans,4.9,0.0
RB,Kalel Mullings (40142666),Kalel Mullings,40142666,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0.0,Titans,0.0,0.0
RB,Tyjae Spears (40142668),Tyjae Spears,40142668,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0.0,Titans,0.0,0.0
RB,Jordan Mims (40142670),Jordan Mims,40142670,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0.0,Titans,4.4,0.0
RB,Dare Ogunbowale (40142672),Dare Ogunbowale,40142672,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,HOU,1.2,Texans,5.1,0.0
RB,British Brooks (40142674),British Brooks,40142674,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0.0,Texans,0.0,0.0
RB,Joe Mixon (40142676),Joe Mixon,40142676,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0.0,Texans,0.0,0.0
RB,Jawhar Jordan (40142678),Jawhar Jordan,40142678,RB/FLEX,4000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0.0,Texans,0.0,0.0
QB,Hendon Hooker (40142452),Hendon Hooker,40142452,QB,4000,CAR@NE 09/28/2025 01:00PM ET,CAR,0.0,Panthers,0.0,0.0
QB,Joshua Dobbs (40142453),Joshua Dobbs,40142453,QB,4000,CAR@NE 09/28/2025 01:00PM ET,NE,0.0,Patriots,1.7,0.0
QB,Tommy DeVito (40142454),Tommy DeVito,40142454,QB,4000,CAR@NE 09/28/2025 01:00PM ET,NE,0.0,Patriots,0.0,0.0
RB,Trevor Etienne (40142648),Trevor Etienne,40142648,RB/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,CAR,0.2,Panthers,4.3,0.0
RB,Jonathon Brooks (40142650),Jonathon Brooks,40142650,RB/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,CAR,0.0,Panthers,0.0,0.0
RB,DeeJay Dallas (40142652),DeeJay Dallas,40142652,RB/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,CAR,0.0,Panthers,0.0,0.0
RB,Lan Larison (40142654),Lan Larison,40142654,RB/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,NE,0.0,Patriots,0.0,0.0
RB,Deneric Prince (40142656),Deneric Prince,40142656,RB/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,NE,0.0,Patriots,0.0,0.0
RB,Jack Westover (40142658),Jack Westover,40142658,RB/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,NE,0.0,Patriots,3.5,0.0
RB,Terrell Jennings (40142660),Terrell Jennings,40142660,RB/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,NE,0.0,Patriots,0.0,0.0
RB,Brock Lampe (40142662),Brock Lampe,40142662,RB/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,NE,0.0,Patriots,0.0,0.0
TE,Hunter Henry (40143150),Hunter Henry,40143150,TE/FLEX,4000,CAR@NE 09/28/2025 01:00PM ET,NE,13.83,Patriots,12.1,14.3
QB,Jameis Winston (40142430),Jameis Winston,40142430,QB,4000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0.0,Giants,0.0,0.0
QB,Trey Lance (40142432),Trey Lance,40142432,QB,4000,LAC@NYG 09/28/2025 01:00PM ET,LAC,0.0,Chargers,0.0,0.0
QB,DJ Uiagalelei (40142451),DJ Uiagalelei,40142451,QB,4000,LAC@NYG 09/28/2025 01:00PM ET,LAC,0.0,Chargers,0.0,0.0
RB,Kimani Vidal (40142638),Kimani Vidal,40142638,RB/FLEX,4000,LAC@NYG 09/28/2025 01:00PM ET,LAC,0.0,Chargers,4.9,0.0
RB,Amar Johnson (40142640),Amar Johnson,40142640,RB/FLEX,4000,LAC@NYG 09/28/2025 01:00PM ET,LAC,0.0,Chargers,0.0,0.0
RB,Scott Matlock (40142642),Scott Matlock,40142642,RB/FLEX,4000,LAC@NYG 09/28/2025 01:00PM ET,LAC,0.0,Chargers,0.0,0.0
RB,Eric Gray (40142644),Eric Gray,40142644,RB/FLEX,4000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0.0,Giants,0.0,0.0
RB,Dante Miller (40142646),Dante Miller,40142646,RB/FLEX,4000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0.0,Giants,3.8,0.0
QB,Teddy Bridgewater (40142433),Teddy Bridgewater,40142433,QB,4000,PHI@TB 09/28/2025 01:00PM ET,TB,0.0,Buccaneers,0.0,0.0
QB,Connor Bazelak (40142447),Connor Bazelak,40142447,QB,4000,PHI@TB 09/28/2025 01:00PM ET,TB,0.0,Buccaneers,0.0,0.0
QB,Tanner McKee (40142448),Tanner McKee,40142448,QB,4000,PHI@TB 09/28/2025 01:00PM ET,PHI,0.0,Eagles,0.0,0.0
QB,Sam Howell (40142449),Sam Howell,40142449,QB,4000,PHI@TB 09/28/2025 01:00PM ET,PHI,0.0,Eagles,0.0,0.0
QB,Kyle McCord (40142450),Kyle McCord,40142450,QB,4000,PHI@TB 09/28/2025 01:00PM ET,PHI,0.0,Eagles,0.0,0.0
RB,Sean Tucker (40142628),Sean Tucker,40142628,RB/FLEX,4000,PHI@TB 09/28/2025 01:00PM ET,TB,0.07,Buccaneers,3.8,0.0
RB,Josh Williams (40142630),Josh Williams,40142630,RB/FLEX,4000,PHI@TB 09/28/2025 01:00PM ET,TB,0.0,Buccaneers,0.0,0.0
RB,A.J. Dillon (40142632),A.J. Dillon,40142632,RB/FLEX,4000,PHI@TB 09/28/2025 01:00PM ET,PHI,0.97,Eagles,4.7,0.0
RB,Ben VanSumeren (40142634),Ben VanSumeren,40142634,RB/FLEX,4000,PHI@TB 09/28/2025 01:00PM ET,PHI,0.0,Eagles,0.0,0.0
RB,Audric Estime (40142636),Audric Estime,40142636,RB/FLEX,4000,PHI@TB 09/28/2025 01:00PM ET,PHI,0.0,Eagles,0.0,0.0
WR,Sterling Shepard (40142814),Sterling Shepard,40142814,WR/FLEX,4000,PHI@TB 09/28/2025 01:00PM ET,TB,8.77,Buccaneers,8.9,1.5
QB,Stetson Bennett IV (40142445),Stetson Bennett IV,40142445,QB,4000,IND@LAR 09/28/2025 04:05PM ET,LAR,0.0,Rams,0.0,0.0
QB,Riley Leonard (40142446),Riley Leonard,40142446,QB,4000,IND@LAR 09/28/2025 04:05PM ET,IND,0.0,Colts,0.0,0.0
RB,Jarquez Hunter (40142616),Jarquez Hunter,40142616,RB/FLEX,4000,IND@LAR 09/28/2025 04:05PM ET,LAR,0.0,Rams,3.8,0.0
RB,Ronnie Rivers (40142618),Ronnie Rivers,40142618,RB/FLEX,4000,IND@LAR 09/28/2025 04:05PM ET,LAR,0.0,Rams,0.0,0.0
RB,Tyler Goodson (40142620),Tyler Goodson,40142620,RB/FLEX,4000,IND@LAR 09/28/2025 04:05PM ET,IND,0.6,Colts,4.6,0.0
RB,Salvon Ahmed (40142622),Salvon Ahmed,40142622,RB/FLEX,4000,IND@LAR 09/28/2025 04:05PM ET,IND,0.0,Colts,0.0,0.0
RB,Ulysses Bentley IV (40142624),Ulysses Bentley IV,40142624,RB/FLEX,4000,IND@LAR 09/28/2025 04:05PM ET,IND,0.0,Colts,0.0,0.0
RB,Ameer Abdullah (40142626),Ameer Abdullah,40142626,RB/FLEX,4000,IND@LAR 09/28/2025 04:05PM ET,IND,0.0,Colts,0.0,0.0
RB,DJ Giddens (40142714),DJ Giddens,40142714,RB/FLEX,4000,IND@LAR 09/28/2025 04:05PM ET,IND,1.47,Colts,5.7,0.0
QB,Nick Mullens (40142441),Nick Mullens,40142441,QB,4000,JAX@SF 09/28/2025 04:05PM ET,JAX,0.0,Jaguars,0.0,0.0
QB,Seth Henigan (40142442),Seth Henigan,40142442,QB,4000,JAX@SF 09/28/2025 04:05PM ET,JAX,0.0,Jaguars,0.0,0.0
QB,Adrian Martinez (40142443),Adrian Martinez,40142443,QB,4000,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,0.0,0.0
QB,Kurtis Rourke (40142444),Kurtis Rourke,40142444,QB,4000,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,0.0,0.0
RB,LeQuint Allen Jr. (40142600),LeQuint Allen Jr.,40142600,RB/FLEX,4000,JAX@SF 09/28/2025 04:05PM ET,JAX,1.77,Jaguars,6.2,0.0
RB,Cody Schrader (40142602),Cody Schrader,40142602,RB/FLEX,4000,JAX@SF 09/28/2025 04:05PM ET,JAX,0.0,Jaguars,0.0,0.0
RB,Ja'Quinden Jackson (40142604),Ja'Quinden Jackson,40142604,RB/FLEX,4000,JAX@SF 09/28/2025 04:05PM ET,JAX,0.0,Jaguars,0.0,0.0
RB,Isaac Guerendo (40142606),Isaac Guerendo,40142606,RB/FLEX,4000,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,3.9,0.0
RB,Jordan James (40142608),Jordan James,40142608,RB/FLEX,4000,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,0.0,0.0
RB,Patrick Taylor Jr. (40142610),Patrick Taylor Jr.,40142610,RB/FLEX,4000,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,0.0,0.0
RB,Kyle Juszczyk (40142612),Kyle Juszczyk,40142612,RB/FLEX,4000,JAX@SF 09/28/2025 04:05PM ET,SF,4.6,49ers,5.3,0.0
RB,Sincere McCormick (40142614),Sincere McCormick,40142614,RB/FLEX,4000,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,3.9,0.0
QB,Gardner Minshew II (40142439),Gardner Minshew II,40142439,QB,4000,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
QB,Chris Oladokun (40142440),Chris Oladokun,40142440,QB,4000,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
RB,Rasheen Ali (40142582),Rasheen Ali,40142582,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,BAL,0.17,Ravens,4.0,0.0
RB,D'Ernest Johnson (40142584),D'Ernest Johnson,40142584,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,BAL,0.0,Ravens,0.0,0.0
RB,Lucas Scott (40142586),Lucas Scott,40142586,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,BAL,0.0,Ravens,0.0,0.0
RB,Patrick Ricard (40142588),Patrick Ricard,40142588,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,BAL,0.0,Ravens,0.0,0.0
RB,Brashard Smith (40142590),Brashard Smith,40142590,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,KC,0.5,Chiefs,6.0,0.0
RB,Elijah Mitchell (40142592),Elijah Mitchell,40142592,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
RB,Keaontay Ingram (40142594),Keaontay Ingram,40142594,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
RB,Clyde Edwards-Helaire (40142596),Clyde Edwards-Helaire,40142596,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
RB,Carson Steele (40142598),Carson Steele,40142598,RB/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,0.0,0.0
WR,Tyquan Thornton (40142816),Tyquan Thornton,40142816,WR/FLEX,4000,BAL@KC 09/28/2025 04:25PM ET,KC,12.7,Chiefs,9.0,1.0
QB,Kenny Pickett (40142429),Kenny Pickett,40142429,QB,4000,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,0.0,0.0
QB,Aidan O'Connell (40142434),Aidan O'Connell,40142434,QB,4000,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,0.0,0.0
QB,Cam Miller (40142435),Cam Miller,40142435,QB,4000,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,0.0,0.0
QB,Jeff Driskel (40142436),Jeff Driskel,40142436,QB,4000,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,0.0,0.0
QB,Tyson Bagent (40142437),Tyson Bagent,40142437,QB,4000,CHI@LV 09/28/2025 04:25PM ET,CHI,1.78,Bears,1.1,0.0
QB,Case Keenum (40142438),Case Keenum,40142438,QB,4000,CHI@LV 09/28/2025 04:25PM ET,CHI,0.0,Bears,0.0,0.0
RB,Raheem Mostert (40142566),Raheem Mostert,40142566,RB/FLEX,4000,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,0.0,0.0
RB,Dylan Laube (40142570),Dylan Laube,40142570,RB/FLEX,4000,CHI@LV 09/28/2025 04:25PM ET,LV,1.3,Raiders,4.9,0.0
RB,Chris Collier (40142572),Chris Collier,40142572,RB/FLEX,4000,CHI@LV 09/28/2025 04:25PM ET,LV,0.0,Raiders,0.0,0.0
RB,Roschon Johnson (40142574),Roschon Johnson,40142574,RB/FLEX,4000,CHI@LV 09/28/2025 04:25PM ET,CHI,0.0,Bears,4.1,0.0
RB,Travis Homer (40142576),Travis Homer,40142576,RB/FLEX,4000,CHI@LV 09/28/2025 04:25PM ET,CHI,0.0,Bears,0.0,0.0
RB,Deion Hankins (40142578),Deion Hankins,40142578,RB/FLEX,4000,CHI@LV 09/28/2025 04:25PM ET,CHI,0.0,Bears,0.0,0.0
RB,Brittain Brown (40142580),Brittain Brown,40142580,RB/FLEX,4000,CHI@LV 09/28/2025 04:25PM ET,CHI,0.0,Bears,0.0,0.0
WR,Elic Ayomanor (40142820),Elic Ayomanor,40142820,WR/FLEX,3900,TEN@HOU 09/28/2025 01:00PM ET,TEN,10.9,Titans,9.4,1.5
WR,Jayden Higgins (40142822),Jayden Higgins,40142822,WR/FLEX,3900,TEN@HOU 09/28/2025 01:00PM ET,HOU,3.5,Texans,7.1,0.1
TE,Dallas Goedert (40143152),Dallas Goedert,40143152,TE/FLEX,3900,PHI@TB 09/28/2025 01:00PM ET,PHI,10.85,Eagles,9.9,2.6
WR,Dont'e Thornton Jr. (40142818),Dont'e Thornton Jr.,40142818,WR/FLEX,3900,CHI@LV 09/28/2025 04:25PM ET,LV,4.8,Raiders,8.1,0.7
TE,David Njoku (40143154),David Njoku,40143154,TE/FLEX,3800,CLE@DET 09/28/2025 01:00PM ET,CLE,7.9,Browns,9.6,4.6
WR,DeMario Douglas (40142824),DeMario Douglas,40142824,WR/FLEX,3800,CAR@NE 09/28/2025 01:00PM ET,NE,4.23,Patriots,8.5,0.5
WR,Hunter Renfrow (40142826),Hunter Renfrow,40142826,WR/FLEX,3800,CAR@NE 09/28/2025 01:00PM ET,CAR,9.83,Panthers,9.1,1.5
WR,JuJu Smith-Schuster (40142828),JuJu Smith-Schuster,40142828,WR/FLEX,3800,BAL@KC 09/28/2025 04:25PM ET,KC,7.17,Chiefs,7.7,0.3
WR,Ray-Ray McCloud III (40142832),Ray-Ray McCloud III,40142832,WR/FLEX,3700,WAS@ATL 09/28/2025 01:00PM ET,ATL,4.03,Falcons,7.4,0.4
DST,Bills  (40143366),Bills ,40143366,DST,3700,NO@BUF 09/28/2025 01:00PM ET,BUF,4.0,Bills,9.3,6.8
TE,Harold Fannin Jr. (40143156),Harold Fannin Jr.,40143156,TE/FLEX,3700,CLE@DET 09/28/2025 01:00PM ET,CLE,9.63,Browns,8.6,1.3
WR,Darius Slayton (40142834),Darius Slayton,40142834,WR/FLEX,3700,LAC@NYG 09/28/2025 01:00PM ET,NYG,5.03,Giants,7.5,0.4
WR,Kendrick Bourne (40142830),Kendrick Bourne,40142830,WR/FLEX,3700,JAX@SF 09/28/2025 04:05PM ET,SF,7.0,49ers,7.9,0.4
WR,Parker Washington (40142836),Parker Washington,40142836,WR/FLEX,3700,JAX@SF 09/28/2025 04:05PM ET,JAX,6.67,Jaguars,8.4,0.6
TE,Kyle Pitts Sr. (40143158),Kyle Pitts Sr.,40143158,TE/FLEX,3600,WAS@ATL 09/28/2025 01:00PM ET,ATL,9.5,Falcons,10.1,5.5
WR,Elijah Moore (40142840),Elijah Moore,40142840,WR/FLEX,3600,NO@BUF 09/28/2025 01:00PM ET,BUF,6.3,Bills,7.1,0.1
WR,Brandin Cooks (40142842),Brandin Cooks,40142842,WR/FLEX,3600,NO@BUF 09/28/2025 01:00PM ET,NO,5.2,Saints,7.0,0.1
WR,Jack Bech (40142838),Jack Bech,40142838,WR/FLEX,3600,CHI@LV 09/28/2025 04:25PM ET,LV,1.77,Raiders,4.7,0.0
WR,Olamide Zaccheaus (40142844),Olamide Zaccheaus,40142844,WR/FLEX,3600,CHI@LV 09/28/2025 04:25PM ET,CHI,6.3,Bears,8.3,0.8
WR,Isaac TeSlaa (40142850),Isaac TeSlaa,40142850,WR/FLEX,3500,CLE@DET 09/28/2025 01:00PM ET,DET,4.07,Lions,6.9,0.1
DST,Lions  (40143367),Lions ,40143367,DST,3500,CLE@DET 09/28/2025 01:00PM ET,DET,5.33,Lions,9.1,8.3
WR,Tyler Lockett (40142852),Tyler Lockett,40142852,WR/FLEX,3500,TEN@HOU 09/28/2025 01:00PM ET,TEN,3.53,Titans,5.2,0.0
TE,Chig Okonkwo (40143160),Chig Okonkwo,40143160,TE/FLEX,3500,TEN@HOU 09/28/2025 01:00PM ET,TEN,8.0,Titans,7.5,3.7
WR,Xavier Legette (40142846),Xavier Legette,40142846,WR/FLEX,3500,CAR@NE 09/28/2025 01:00PM ET,CAR,2.4,Panthers,0.0,0.0
WR,Demarcus Robinson (40142848),Demarcus Robinson,40142848,WR/FLEX,3500,JAX@SF 09/28/2025 04:05PM ET,SF,0.0,49ers,5.1,0.2
WR,Luke McCaffrey (40142860),Luke McCaffrey,40142860,WR/FLEX,3400,WAS@ATL 09/28/2025 01:00PM ET,WAS,6.5,Commanders,7.6,0.5
WR,Xavier Hutchinson (40142858),Xavier Hutchinson,40142858,WR/FLEX,3400,TEN@HOU 09/28/2025 01:00PM ET,HOU,5.0,Texans,5.8,0.2
DST,Texans  (40143368),Texans ,40143368,DST,3400,TEN@HOU 09/28/2025 01:00PM ET,HOU,6.0,Texans,8.7,14.0
WR,Jahan Dotson (40142854),Jahan Dotson,40142854,WR/FLEX,3400,PHI@TB 09/28/2025 01:00PM ET,PHI,4.0,Eagles,6.4,0.1
TE,Cade Otton (40143162),Cade Otton,40143162,TE/FLEX,3400,PHI@TB 09/28/2025 01:00PM ET,TB,1.83,Buccaneers,7.1,1.6
WR,Devontez Walker (40142856),Devontez Walker,40142856,WR/FLEX,3400,BAL@KC 09/28/2025 04:25PM ET,BAL,7.0,Ravens,5.1,0.0
WR,Jaylin Lane (40142868),Jaylin Lane,40142868,WR/FLEX,3300,WAS@ATL 09/28/2025 01:00PM ET,WAS,3.37,Commanders,7.7,0.6
TE,Dalton Schultz (40143166),Dalton Schultz,40143166,TE/FLEX,3300,TEN@HOU 09/28/2025 01:00PM ET,HOU,6.87,Texans,8.4,2.6
WR,Mack Hollins (40142862),Mack Hollins,40142862,WR/FLEX,3300,CAR@NE 09/28/2025 01:00PM ET,NE,5.27,Patriots,6.6,0.4
DST,Chargers  (40143369),Chargers ,40143369,DST,3300,LAC@NYG 09/28/2025 01:00PM ET,LAC,6.0,Chargers,8.3,4.9
WR,Marquez Valdes-Scantling (40142864),Marquez Valdes-Scantling,40142864,WR/FLEX,3300,JAX@SF 09/28/2025 04:05PM ET,SF,0.63,49ers,4.3,0.0
WR,Jalen Royals (40142866),Jalen Royals,40142866,WR/FLEX,3300,BAL@KC 09/28/2025 04:25PM ET,KC,0.0,Chiefs,4.3,0.0
TE,Isaiah Likely (40143164),Isaiah Likely,40143164,TE/FLEX,3300,BAL@KC 09/28/2025 04:25PM ET,BAL,0.0,Ravens,4.7,0.0
WR,Curtis Samuel (40142872),Curtis Samuel,40142872,WR/FLEX,3200,NO@BUF 09/28/2025 01:00PM ET,BUF,0.0,Bills,0.0,0.0
WR,Kalif Raymond (40142874),Kalif Raymond,40142874,WR/FLEX,3200,CLE@DET 09/28/2025 01:00PM ET,DET,2.77,Lions,5.5,0.0
TE,Ja'Tavion Sanders (40143170),Ja'Tavion Sanders,40143170,TE/FLEX,3200,CAR@NE 09/28/2025 01:00PM ET,CAR,6.73,Panthers,0.0,0.0
WR,Tez Johnson (40142870),Tez Johnson,40142870,WR/FLEX,3200,PHI@TB 09/28/2025 01:00PM ET,TB,0.0,Buccaneers,5.0,0.1
TE,Brenton Strange (40143168),Brenton Strange,40143168,TE/FLEX,3200,JAX@SF 09/28/2025 04:05PM ET,JAX,8.9,Jaguars,9.4,4.3
DST,49ers  (40143370),49ers ,40143370,DST,3200,JAX@SF 09/28/2025 04:05PM ET,SF,6.33,49ers,7.2,2.0
WR,Tylan Wallace (40142876),Tylan Wallace,40142876,WR/FLEX,3200,BAL@KC 09/28/2025 04:25PM ET,BAL,3.5,Ravens,5.0,0.1
WR,Devaughn Vele (40142882),Devaughn Vele,40142882,WR/FLEX,3100,NO@BUF 09/28/2025 01:00PM ET,NO,4.8,Saints,4.3,0.0
WR,Isaiah Bond (40142884),Isaiah Bond,40142884,WR/FLEX,3100,CLE@DET 09/28/2025 01:00PM ET,CLE,2.53,Browns,7.0,0.2
DST,Patriots  (40143371),Patriots ,40143371,DST,3100,CAR@NE 09/28/2025 01:00PM ET,NE,7.33,Patriots,7.7,6.5
WR,Ryan Miller (40142880),Ryan Miller,40142880,WR/FLEX,3100,PHI@TB 09/28/2025 01:00PM ET,TB,3.0,Buccaneers,4.4,0.1
WR,Adonai Mitchell (40142878),Adonai Mitchell,40142878,WR/FLEX,3100,IND@LAR 09/28/2025 04:05PM ET,IND,2.7,Colts,8.5,8.9
TE,Jake Tonges (40143174),Jake Tonges,40143174,TE/FLEX,3100,JAX@SF 09/28/2025 04:05PM ET,SF,7.23,49ers,7.7,2.2
TE,Colston Loveland (40143172),Colston Loveland,40143172,TE/FLEX,3100,CHI@LV 09/28/2025 04:25PM ET,CHI,2.43,Bears,4.5,0.5
WR,Noah Brown (40143110),Noah Brown,40143110,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,3.3,Commanders,0.0,0.0
WR,Chris Moore (40143112),Chris Moore,40143112,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,4.45,Commanders,6.6,1.3
WR,Tay Martin (40143114),Tay Martin,40143114,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0.0,Commanders,3.1,0.0
WR,Ja'Corey Brooks (40143116),Ja'Corey Brooks,40143116,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0.0,Commanders,0.0,0.0
WR,Jacoby Jones (40143118),Jacoby Jones,40143118,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0.0,Commanders,0.0,0.0
WR,Casey Washington (40143120),Casey Washington,40143120,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,6.3,Falcons,4.2,0.0
WR,KhaDarel Hodge (40143122),KhaDarel Hodge,40143122,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
WR,Jamal Agnew (40143124),Jamal Agnew,40143124,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.0,Falcons,2.6,0.0
WR,David Sills V (40143126),David Sills V,40143126,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.63,Falcons,0.0,0.0
WR,Chris Blair (40143128),Chris Blair,40143128,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
WR,Dylan Drummond (40143130),Dylan Drummond,40143130,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
WR,Nick Nash (40143132),Nick Nash,40143132,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
DST,Commanders  (40143372),Commanders ,40143372,DST,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,7.33,Commanders,7.0,1.9
WR,Mason Tipton (40143092),Mason Tipton,40143092,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,3.7,0.0
WR,Trey Palmer (40143094),Trey Palmer,40143094,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,2.6,0.0
WR,Kevin Austin Jr. (40143096),Kevin Austin Jr.,40143096,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,3.5,0.0
WR,Ja'Lynn Polk (40143098),Ja'Lynn Polk,40143098,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,0.0,0.0
WR,Bub Means (40143100),Bub Means,40143100,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,0.0,0.0
WR,Tommy Mellott (40143102),Tommy Mellott,40143102,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0.0,Saints,0.0,0.0
WR,Tyrell Shavers (40143104),Tyrell Shavers,40143104,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,BUF,1.47,Bills,4.6,0.0
WR,Stephen Gosnell (40143106),Stephen Gosnell,40143106,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,BUF,0.0,Bills,0.0,0.0
WR,Kristian Wilkerson (40143108),Kristian Wilkerson,40143108,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,BUF,0.0,Bills,0.0,0.0
WR,Dominic Lovett (40143068),Dominic Lovett,40143068,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,2.5,0.0
WR,Malik Cunningham (40143070),Malik Cunningham,40143070,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,0.0,0.0
WR,Tom Kennedy (40143072),Tom Kennedy,40143072,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,0.0,0.0
WR,Jackson Meeks (40143074),Jackson Meeks,40143074,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,2.6,0.0
WR,Ronnie Bell (40143076),Ronnie Bell,40143076,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0.0,Lions,0.0,0.0
WR,Jamari Thrash (40143078),Jamari Thrash,40143078,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,1.93,Browns,4.6,0.0
WR,DeAndre Carter (40143080),DeAndre Carter,40143080,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0.0,Browns,3.4,0.0
WR,Kaden Davis (40143082),Kaden Davis,40143082,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
WR,David Bell (40143084),David Bell,40143084,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
