Id,Name,Position,Team,ProjPts,ProjOwn
40142508,Jacory Croskey-Merritt,RB,Commanders,9.90,0.40
40142904,JP Richardson,WR,Bears,0.00,0.00
40143106,Stephen Gosnell,WR,Bills,0.00,0.00
40143344,Keleki Latu,TE,Bills,0.00,0.00
40142451,DJ Uiagalelei,QB,Chargers,0.00,0.00
40142447,Connor Bazelak,QB,Buccaneers,0.00,0.00
40142630,Josh Williams,RB,Buccaneers,0.00,0.00
40142980,Garrett Greene,WR,Buccaneers,0.00,0.00
40142690,Ahmani Marshall,RB,Browns,0.00,0.00
40143002,Luke Grimm,WR,Chargers,0.00,0.00
40143232,Jake Briningstool,TE,Chiefs,0.00,0.00
40142624,Ulysses Bentley IV,RB,Colts,0.00,0.00
40142972,Coleman Owen,WR,Colts,0.00,0.00
40142688,Raheim Sanders,RB,Browns,3.80,0.00
40143066,Josh Kelly,WR,Texans,0.00,0.00
40143132,Nick Nash,WR,Falcons,0.00,0.00
40143364,Joshua Simon,TE,Falcons,0.00,0.00
40142708,Nathan Carter,RB,Falcons,0.00,0.00
40143008,Beaux Collins,WR,Giants,3.40,0.00
40143020,Dalen Cambre,WR,Giants,0.00,0.00
40143014,Da'Quan Felton,WR,Giants,0.00,0.00
40143244,Patrick Herbert,TE,Jaguars,0.00,0.00
40142442,Seth Henigan,QB,Jaguars,0.00,0.00
40142932,Chandler Brayboy,WR,Jaguars,0.00,0.00
40142604,Ja'Quinden Jackson,RB,Jaguars,0.00,0.00
40142706,Donovan Edwards,RB,Commanders,3.70,0.00
40143074,Jackson Meeks,WR,Lions,2.60,0.00
40142640,Amar Johnson,RB,Chargers,0.00,0.00
40142686,Kye Robichaux,RB,Lions,0.00,0.00
40143296,Bryce Pierre,TE,Panthers,0.00,0.00
40142654,Lan Larison,RB,Patriots,0.00,0.00
40142662,Brock Lampe,RB,Patriots,0.00,0.00
40143298,CJ Dippre,TE,Patriots,0.00,0.00
40143036,Efton Chism III,WR,Patriots,0.00,0.00
40142958,Tru Edwards,WR,Rams,0.00,0.00
40142960,Brennan Presley,WR,Rams,0.00,0.00
40143256,Mark Redman,TE,Rams,0.00,0.00
40143052,Xavier Restrepo,WR,Titans,3.20,0.00
40142900,Jahdae Walker,WR,Bears,2.80,0.00
40142578,Deion Hankins,RB,Bears,0.00,0.00
40143088,Gage Larvadain,WR,Browns,0.00,0.00
40143324,Zach Horton,TE,Lions,0.00,0.00
40143218,Carter Runyon,TE,Raiders,3.90,0.00
40143118,Jacoby Jones,WR,Commanders,0.00,0.00
40143038,Jeremiah Webb,WR,Patriots,0.00,0.00
40142984,Darius Cooper,WR,Eagles,2.60,0.00
40143116,Ja'Corey Brooks,WR,Commanders,0.00,0.00
40142924,Jimmy Holiday,WR,Chiefs,0.00,0.00
40143032,Ja'seem Reed,WR,Panthers,0.00,0.00
40143028,Dalevon Campbell,WR,Panthers,3.40,0.00
40143086,Cade McDonald,WR,Browns,0.00,0.00
40142586,Lucas Scott,RB,Ravens,0.00,0.00
40142462,Hunter Dekkers,QB,Saints,0.00,0.00
40142978,Jaden Smith,WR,Buccaneers,0.00,0.00
40142884,Isaiah Bond,WR,Browns,7.00,0.20
