position,name + id,name,id,roster position,salary,game info,teamabbrev,avgpointspergame,team,projpts,projown
RB,Christian McCaffrey (40058244),Christian McCaffrey,40058244,RB/FLEX,8200,ARI@SF 09/21/2025 04:25PM ET,SF,22.95,49ers,23.4,28.2
WR,Ja'Marr Chase (40058534),Ja'Marr Chase,40058534,WR/FLEX,8100,CIN@MIN 09/21/2025 01:00PM ET,CIN,22.05,Bengals,16.5,7.5
WR,CeeDee Lamb (40058536),CeeDee Lamb,40058536,WR/FLEX,8000,DAL@CHI 09/21/2025 04:25PM ET,DAL,22.1,Cowboys,21.5,21.7
RB,Bijan Robinson (40058246),Bijan Robinson,40058246,RB/FLEX,7900,ATL@CAR 09/21/2025 01:00PM ET,ATL,25.1,Falcons,23.4,21.8
RB,Saquon Barkley (40058248),Saquon Barkley,40058248,RB/FLEX,7800,LAR@PHI 09/21/2025 01:00PM ET,PHI,17.9,Eagles,17.7,11.9
WR,Puka Nacua (40058538),Puka Nacua,40058538,WR/FLEX,7700,LAR@PHI 09/21/2025 01:00PM ET,LAR,26.85,Rams,19.9,16.9
WR,Justin Jefferson (40058540),Justin Jefferson,40058540,WR/FLEX,7500,CIN@MIN 09/21/2025 01:00PM ET,MIN,12.95,Vikings,16.5,10.9
WR,Nico Collins (40058542),Nico Collins,40058542,WR/FLEX,7300,HOU@JAX 09/21/2025 01:00PM ET,HOU,9.85,Texans,16.4,6.3
RB,Jonathan Taylor (40058250),Jonathan Taylor,40058250,RB/FLEX,7200,IND@TEN 09/21/2025 01:00PM ET,IND,22.65,Colts,17.0,18.2
RB,Bucky Irving (40058252),Bucky Irving,40058252,RB/FLEX,7100,NYJ@TB 09/21/2025 01:00PM ET,TB,16.3,Buccaneers,17.7,10.3
RB,Josh Jacobs (40058254),Josh Jacobs,40058254,RB/FLEX,7000,GB@CLE 09/21/2025 01:00PM ET,GB,14.2,Packers,15.0,7.6
QB,Jayden Daniels (40058154),Jayden Daniels,40058154,QB,7000,LV@WAS 09/21/2025 01:00PM ET,WAS,19.91,Commanders,0.0,0.0
RB,Chase Brown (40058256),Chase Brown,40058256,RB/FLEX,6900,CIN@MIN 09/21/2025 01:00PM ET,CIN,10.8,Bengals,15.1,6.9
QB,Jalen Hurts (40058155),Jalen Hurts,40058155,QB,6800,LAR@PHI 09/21/2025 01:00PM ET,PHI,17.91,Eagles,22.6,4.7
WR,Ladd McConkey (40058544),Ladd McConkey,40058544,WR/FLEX,6800,DEN@LAC 09/21/2025 04:05PM ET,LAC,11.6,Chargers,15.6,10.6
RB,Ashton Jeanty (40058258),Ashton Jeanty,40058258,RB/FLEX,6700,LV@WAS 09/21/2025 01:00PM ET,LV,9.7,Raiders,14.8,3.0
QB,Baker Mayfield (40058156),Baker Mayfield,40058156,QB,6600,NYJ@TB 09/21/2025 01:00PM ET,TB,21.24,Buccaneers,21.6,2.5
WR,Mike Evans (40058546),Mike Evans,40058546,WR/FLEX,6600,NYJ@TB 09/21/2025 01:00PM ET,TB,10.35,Buccaneers,15.3,9.2
QB,Joe Burrow (40058157),Joe Burrow,40058157,QB,6500,CIN@MIN 09/21/2025 01:00PM ET,CIN,7.93,Bengals,0.0,0.0
WR,Jaxon Smith-Njigba (40058548),Jaxon Smith-Njigba,40058548,WR/FLEX,6500,NO@SEA 09/21/2025 04:05PM ET,SEA,22.35,Seahawks,17.5,22.5
RB,James Conner (40058260),James Conner,40058260,RB/FLEX,6500,ARI@SF 09/21/2025 04:25PM ET,ARI,13.3,Cardinals,13.6,2.9
WR,Brian Thomas Jr. (40058550),Brian Thomas Jr.,40058550,WR/FLEX,6400,HOU@JAX 09/21/2025 01:00PM ET,JAX,8.95,Jaguars,15.4,7.3
RB,Kyren Williams (40058262),Kyren Williams,40058262,RB/FLEX,6400,LAR@PHI 09/21/2025 01:00PM ET,LAR,11.95,Rams,13.2,2.4
QB,Jordan Love (40058158),Jordan Love,40058158,QB,6300,GB@CLE 09/21/2025 01:00PM ET,GB,18.4,Packers,17.3,0.9
WR,A.J. Brown (40058552),A.J. Brown,40058552,WR/FLEX,6300,LAR@PHI 09/21/2025 01:00PM ET,PHI,4.75,Eagles,15.5,6.5
WR,Emeka Egbuka (40058554),Emeka Egbuka,40058554,WR/FLEX,6300,NYJ@TB 09/21/2025 01:00PM ET,TB,18.25,Buccaneers,14.0,2.3
RB,Alvin Kamara (40058264),Alvin Kamara,40058264,RB/FLEX,6300,NO@SEA 09/21/2025 04:05PM ET,NO,15.35,Saints,15.6,6.4
RB,Chuba Hubbard (40058266),Chuba Hubbard,40058266,RB/FLEX,6200,ATL@CAR 09/21/2025 01:00PM ET,CAR,18.3,Panthers,13.1,3.8
WR,Davante Adams (40058556),Davante Adams,40058556,WR/FLEX,6200,LAR@PHI 09/21/2025 01:00PM ET,LAR,17.35,Rams,15.6,12.5
WR,Garrett Wilson (40058558),Garrett Wilson,40058558,WR/FLEX,6200,NYJ@TB 09/21/2025 01:00PM ET,NYJ,15.75,Jets,16.0,10.6
QB,Justin Herbert (40058159),Justin Herbert,40058159,QB,6200,DEN@LAC 09/21/2025 04:05PM ET,LAC,25.35,Chargers,21.8,9.1
WR,Tee Higgins (40058566),Tee Higgins,40058566,WR/FLEX,6100,CIN@MIN 09/21/2025 01:00PM ET,CIN,10.45,Bengals,12.5,3.4
WR,Deebo Samuel Sr. (40058560),Deebo Samuel Sr.,40058560,WR/FLEX,6100,LV@WAS 09/21/2025 01:00PM ET,WAS,20.0,Commanders,14.2,4.9
RB,Javonte Williams (40058268),Javonte Williams,40058268,RB/FLEX,6100,DAL@CHI 09/21/2025 04:25PM ET,DAL,22.7,Cowboys,17.1,13.0
QB,Kyler Murray (40058160),Kyler Murray,40058160,QB,6100,ARI@SF 09/21/2025 04:25PM ET,ARI,16.66,Cardinals,17.9,3.9
WR,Drake London (40058564),Drake London,40058564,WR/FLEX,6000,ATL@CAR 09/21/2025 01:00PM ET,ATL,10.2,Falcons,16.8,11.6
RB,Breece Hall (40058270),Breece Hall,40058270,RB/FLEX,6000,NYJ@TB 09/21/2025 01:00PM ET,NYJ,12.65,Jets,14.9,5.6
TE,Brock Bowers (40059020),Brock Bowers,40059020,TE/FLEX,6000,LV@WAS 09/21/2025 01:00PM ET,LV,13.55,Raiders,14.1,7.4
WR,Courtland Sutton (40058562),Courtland Sutton,40058562,WR/FLEX,6000,DEN@LAC 09/21/2025 04:05PM ET,DEN,9.85,Broncos,13.8,6.4
QB,Brock Purdy (40058161),Brock Purdy,40058161,QB,6000,ARI@SF 09/21/2025 04:25PM ET,SF,18.78,49ers,2.9,0.0
WR,Tetairoa McMillan (40058570),Tetairoa McMillan,40058570,WR/FLEX,5900,ATL@CAR 09/21/2025 01:00PM ET,CAR,15.4,Panthers,14.9,7.1
RB,Travis Etienne Jr. (40058272),Travis Etienne Jr.,40058272,RB/FLEX,5900,HOU@JAX 09/21/2025 01:00PM ET,JAX,19.25,Jaguars,15.4,3.9
QB,Dak Prescott (40058162),Dak Prescott,40058162,QB,5900,DAL@CHI 09/21/2025 04:25PM ET,DAL,16.98,Cowboys,25.2,9.9
WR,George Pickens (40058568),George Pickens,40058568,WR/FLEX,5900,DAL@CHI 09/21/2025 04:25PM ET,DAL,11.9,Cowboys,14.1,10.2
WR,Terry McLaurin (40058572),Terry McLaurin,40058572,WR/FLEX,5800,LV@WAS 09/21/2025 01:00PM ET,WAS,7.25,Commanders,13.2,3.9
QB,Bo Nix (40058163),Bo Nix,40058163,QB,5800,DEN@LAC 09/21/2025 04:05PM ET,DEN,15.54,Broncos,19.7,2.8
RB,Kenneth Walker III (40058274),Kenneth Walker III,40058274,RB/FLEX,5800,NO@SEA 09/21/2025 04:05PM ET,SEA,13.6,Seahawks,16.4,38.5
WR,DK Metcalf (40058574),DK Metcalf,40058574,WR/FLEX,5700,PIT@NE 09/21/2025 01:00PM ET,PIT,11.65,Steelers,14.9,6.6
QB,Matthew Stafford (40058164),Matthew Stafford,40058164,QB,5700,LAR@PHI 09/21/2025 01:00PM ET,LAR,15.96,Rams,14.1,1.4
RB,Tony Pollard (40058278),Tony Pollard,40058278,RB/FLEX,5700,IND@TEN 09/21/2025 01:00PM ET,TEN,9.05,Titans,14.8,11.4
RB,J.K. Dobbins (40058276),J.K. Dobbins,40058276,RB/FLEX,5700,DEN@LAC 09/21/2025 04:05PM ET,DEN,15.15,Broncos,12.4,1.3
TE,Trey McBride (40059022),Trey McBride,40059022,TE/FLEX,5700,ARI@SF 09/21/2025 04:25PM ET,ARI,12.95,Cardinals,16.0,19.4
QB,Michael Penix Jr. (40058166),Michael Penix Jr.,40058166,QB,5600,ATL@CAR 09/21/2025 01:00PM ET,ATL,14.66,Falcons,17.5,2.4
WR,Jakobi Meyers (40058578),Jakobi Meyers,40058578,WR/FLEX,5600,LV@WAS 09/21/2025 01:00PM ET,LV,15.25,Raiders,15.0,11.9
RB,Omarion Hampton (40058280),Omarion Hampton,40058280,RB/FLEX,5600,DEN@LAC 09/21/2025 04:05PM ET,LAC,5.8,Chargers,12.2,1.3
QB,Caleb Williams (40058165),Caleb Williams,40058165,QB,5600,DAL@CHI 09/21/2025 04:25PM ET,CHI,21.09,Bears,21.3,13.4
RB,D'Andre Swift (40058282),D'Andre Swift,40058282,RB/FLEX,5600,DAL@CHI 09/21/2025 04:25PM ET,CHI,12.2,Bears,12.6,6.6
WR,Marvin Harrison Jr. (40058576),Marvin Harrison Jr.,40058576,WR/FLEX,5600,ARI@SF 09/21/2025 04:25PM ET,ARI,11.4,Cardinals,13.4,4.2
QB,C.J. Stroud (40058168),C.J. Stroud,40058168,QB,5500,HOU@JAX 09/21/2025 01:00PM ET,HOU,12.35,Texans,15.9,2.1
QB,Jake Browning (40058167),Jake Browning,40058167,QB,5500,CIN@MIN 09/21/2025 01:00PM ET,CIN,20.74,Bengals,14.8,1.9
RB,Jaylen Warren (40058284),Jaylen Warren,40058284,RB/FLEX,5500,PIT@NE 09/21/2025 01:00PM ET,PIT,15.65,Steelers,15.2,9.8
WR,Chris Godwin Jr. (40058580),Chris Godwin Jr.,40058580,WR/FLEX,5500,NYJ@TB 09/21/2025 01:00PM ET,TB,0.0,Buccaneers,0.0,0.0
RB,Jacory Croskey-Merritt (40058286),Jacory Croskey-Merritt,40058286,RB/FLEX,5500,LV@WAS 09/21/2025 01:00PM ET,WAS,7.95,Commanders,12.2,1.9
WR,Ricky Pearsall (40058582),Ricky Pearsall,40058582,WR/FLEX,5500,ARI@SF 09/21/2025 04:25PM ET,SF,13.5,49ers,12.7,8.1
QB,Trevor Lawrence (40058170),Trevor Lawrence,40058170,QB,5400,HOU@JAX 09/21/2025 01:00PM ET,JAX,16.28,Jaguars,16.1,2.2
RB,Jordan Mason (40058288),Jordan Mason,40058288,RB/FLEX,5400,CIN@MIN 09/21/2025 01:00PM ET,MIN,7.15,Vikings,14.9,31.6
RB,TreVeyon Henderson (40058290),TreVeyon Henderson,40058290,RB/FLEX,5400,PIT@NE 09/21/2025 01:00PM ET,NE,8.55,Patriots,11.0,0.5
QB,Daniel Jones (40058169),Daniel Jones,40058169,QB,5400,IND@TEN 09/21/2025 01:00PM ET,IND,27.66,Colts,21.1,6.8
WR,Quentin Johnston (40058584),Quentin Johnston,40058584,WR/FLEX,5400,DEN@LAC 09/21/2025 04:05PM ET,LAC,20.4,Chargers,10.6,2.5
WR,DJ Moore (40058586),DJ Moore,40058586,WR/FLEX,5400,DAL@CHI 09/21/2025 04:25PM ET,CHI,9.6,Bears,14.0,12.0
RB,Aaron Jones Sr. (40058292),Aaron Jones Sr.,40058292,RB/FLEX,5300,CIN@MIN 09/21/2025 01:00PM ET,MIN,9.0,Vikings,0.0,0.0
QB,Drake Maye (40058171),Drake Maye,40058171,QB,5300,PIT@NE 09/21/2025 01:00PM ET,NE,21.54,Patriots,20.7,3.3
RB,Rhamondre Stevenson (40058294),Rhamondre Stevenson,40058294,RB/FLEX,5300,PIT@NE 09/21/2025 01:00PM ET,NE,12.95,Patriots,11.8,1.8
WR,DeVonta Smith (40058590),DeVonta Smith,40058590,WR/FLEX,5300,LAR@PHI 09/21/2025 01:00PM ET,PHI,6.95,Eagles,12.6,3.2
QB,Justin Fields (40058172),Justin Fields,40058172,QB,5300,NYJ@TB 09/21/2025 01:00PM ET,NYJ,17.25,Jets,0.0,0.0
WR,Rome Odunze (40058588),Rome Odunze,40058588,WR/FLEX,5300,DAL@CHI 09/21/2025 04:25PM ET,CHI,25.25,Bears,16.5,20.5
RB,Dylan Sampson (40058298),Dylan Sampson,40058298,RB/FLEX,5200,GB@CLE 09/21/2025 01:00PM ET,CLE,14.1,Browns,8.7,0.1
WR,Jerry Jeudy (40058592),Jerry Jeudy,40058592,WR/FLEX,5200,GB@CLE 09/21/2025 01:00PM ET,CLE,10.35,Browns,10.4,1.9
RB,Nick Chubb (40058296),Nick Chubb,40058296,RB/FLEX,5200,HOU@JAX 09/21/2025 01:00PM ET,HOU,10.6,Texans,11.4,1.6
QB,Aaron Rodgers (40058173),Aaron Rodgers,40058173,QB,5200,PIT@NE 09/21/2025 01:00PM ET,PIT,19.04,Steelers,14.6,1.5
QB,Geno Smith (40058174),Geno Smith,40058174,QB,5200,LV@WAS 09/21/2025 01:00PM ET,LV,13.84,Raiders,15.9,2.9
WR,Chris Olave (40058594),Chris Olave,40058594,WR/FLEX,5200,NO@SEA 09/21/2025 04:05PM ET,NO,11.9,Saints,11.7,7.5
WR,Matthew Golden (40058598),Matthew Golden,40058598,WR/FLEX,5100,GB@CLE 09/21/2025 01:00PM ET,GB,2.55,Packers,9.5,0.9
QB,J.J. McCarthy (40058175),J.J. McCarthy,40058175,QB,5100,CIN@MIN 09/21/2025 01:00PM ET,MIN,14.52,Vikings,0.0,0.0
RB,Rachaad White (40058302),Rachaad White,40058302,RB/FLEX,5100,NYJ@TB 09/21/2025 01:00PM ET,TB,8.6,Buccaneers,9.9,0.4
WR,Calvin Ridley (40058596),Calvin Ridley,40058596,WR/FLEX,5100,IND@TEN 09/21/2025 01:00PM ET,TEN,7.7,Titans,11.2,4.0
RB,Najee Harris (40058300),Najee Harris,40058300,RB/FLEX,5100,DEN@LAC 09/21/2025 04:05PM ET,LAC,4.4,Chargers,9.5,0.4
QB,Sam Darnold (40058176),Sam Darnold,40058176,QB,5100,NO@SEA 09/21/2025 04:05PM ET,SEA,12.1,Seahawks,15.1,3.3
QB,Bryce Young (40058178),Bryce Young,40058178,QB,5000,ATL@CAR 09/21/2025 01:00PM ET,CAR,18.74,Panthers,14.3,1.6
RB,Quinshon Judkins (40058304),Quinshon Judkins,40058304,RB/FLEX,5000,GB@CLE 09/21/2025 01:00PM ET,CLE,10.1,Browns,10.8,0.6
RB,Braelon Allen (40058306),Braelon Allen,40058306,RB/FLEX,5000,NYJ@TB 09/21/2025 01:00PM ET,NYJ,4.0,Jets,8.0,0.0
WR,Cooper Kupp (40058602),Cooper Kupp,40058602,WR/FLEX,5000,NO@SEA 09/21/2025 04:05PM ET,SEA,9.75,Seahawks,10.3,2.1
QB,Mac Jones (40058177),Mac Jones,40058177,QB,5000,ARI@SF 09/21/2025 04:25PM ET,SF,22.76,49ers,17.3,2.6
WR,Jauan Jennings (40058600),Jauan Jennings,40058600,WR/FLEX,5000,ARI@SF 09/21/2025 04:25PM ET,SF,11.75,49ers,10.8,2.4
RB,Bhayshul Tuten (40058310),Bhayshul Tuten,40058310,RB/FLEX,4900,HOU@JAX 09/21/2025 01:00PM ET,JAX,8.25,Jaguars,11.0,0.2
WR,Travis Hunter (40058604),Travis Hunter,40058604,WR/FLEX,4900,HOU@JAX 09/21/2025 01:00PM ET,JAX,7.25,Jaguars,10.3,1.4
QB,Cam Ward (40058180),Cam Ward,40058180,QB,4900,IND@TEN 09/21/2025 01:00PM ET,TEN,7.14,Titans,13.8,1.2
WR,Michael Pittman Jr. (40058606),Michael Pittman Jr.,40058606,WR/FLEX,4900,IND@TEN 09/21/2025 01:00PM ET,IND,14.0,Colts,12.6,3.7
RB,Raheem Mostert (40058308),Raheem Mostert,40058308,RB/FLEX,4900,LV@WAS 09/21/2025 01:00PM ET,LV,0.0,Raiders,3.5,0.0
QB,Spencer Rattler (40058179),Spencer Rattler,40058179,QB,4900,NO@SEA 09/21/2025 04:05PM ET,NO,16.57,Saints,13.7,1.2
QB,Joe Flacco (40058182),Joe Flacco,40058182,QB,4800,GB@CLE 09/21/2025 01:00PM ET,CLE,12.48,Browns,14.1,0.6
WR,Romeo Doubs (40058610),Romeo Doubs,40058610,WR/FLEX,4800,GB@CLE 09/21/2025 01:00PM ET,GB,10.3,Packers,10.3,1.5
WR,Stefon Diggs (40058608),Stefon Diggs,40058608,WR/FLEX,4800,PIT@NE 09/21/2025 01:00PM ET,NE,9.45,Patriots,10.5,1.6
QB,Tyrod Taylor (40058181),Tyrod Taylor,40058181,QB,4800,NYJ@TB 09/21/2025 01:00PM ET,NYJ,8.34,Jets,13.5,1.2
RB,Zach Charbonnet (40058312),Zach Charbonnet,40058312,RB/FLEX,4800,NO@SEA 09/21/2025 04:05PM ET,SEA,5.85,Seahawks,4.0,0.0
RB,Brian Robinson Jr. (40058314),Brian Robinson Jr.,40058314,RB/FLEX,4800,ARI@SF 09/21/2025 04:25PM ET,SF,3.8,49ers,9.2,0.2
RB,Rico Dowdle (40058318),Rico Dowdle,40058318,RB/FLEX,4700,ATL@CAR 09/21/2025 01:00PM ET,CAR,3.25,Panthers,8.7,0.2
RB,Tyler Allgeier (40058320),Tyler Allgeier,40058320,RB/FLEX,4700,ATL@CAR 09/21/2025 01:00PM ET,ATL,8.7,Falcons,10.5,0.4
TE,Tucker Kraft (40059024),Tucker Kraft,40059024,TE/FLEX,4700,GB@CLE 09/21/2025 01:00PM ET,GB,18.65,Packers,11.3,1.4
WR,Christian Kirk (40058614),Christian Kirk,40058614,WR/FLEX,4700,HOU@JAX 09/21/2025 01:00PM ET,HOU,0.0,Texans,8.8,0.7
QB,Kenny Pickett (40058183),Kenny Pickett,40058183,QB,4700,LV@WAS 09/21/2025 01:00PM ET,LV,0.0,Raiders,1.7,0.0
QB,Trey Lance (40058184),Trey Lance,40058184,QB,4700,DEN@LAC 09/21/2025 04:05PM ET,LAC,0.0,Chargers,0.0,0.0
RB,RJ Harvey (40058316),RJ Harvey,40058316,RB/FLEX,4700,DEN@LAC 09/21/2025 04:05PM ET,DEN,5.65,Broncos,9.2,0.3
WR,Keenan Allen (40058612),Keenan Allen,40058612,WR/FLEX,4700,DEN@LAC 09/21/2025 04:05PM ET,LAC,18.45,Chargers,13.9,17.4
QB,Kirk Cousins (40058185),Kirk Cousins,40058185,QB,4600,ATL@CAR 09/21/2025 01:00PM ET,ATL,0.0,Falcons,2.6,0.0
RB,Jerome Ford (40058324),Jerome Ford,40058324,RB/FLEX,4600,GB@CLE 09/21/2025 01:00PM ET,CLE,5.95,Browns,9.1,0.3
RB,Dameon Pierce (40058326),Dameon Pierce,40058326,RB/FLEX,4600,HOU@JAX 09/21/2025 01:00PM ET,HOU,0.5,Texans,3.8,0.0
RB,Antonio Gibson (40058322),Antonio Gibson,40058322,RB/FLEX,4600,PIT@NE 09/21/2025 01:00PM ET,NE,5.05,Patriots,7.2,0.0
WR,Kayshon Boutte (40058618),Kayshon Boutte,40058618,WR/FLEX,4600,PIT@NE 09/21/2025 01:00PM ET,NE,13.95,Patriots,9.8,1.0
QB,Teddy Bridgewater (40058186),Teddy Bridgewater,40058186,QB,4600,NYJ@TB 09/21/2025 01:00PM ET,TB,0.0,Buccaneers,0.0,0.0
WR,Rashid Shaheed (40058616),Rashid Shaheed,40058616,WR/FLEX,4600,NO@SEA 09/21/2025 04:05PM ET,NO,12.25,Saints,9.7,1.3
QB,Andy Dalton (40058193),Andy Dalton,40058193,QB,4500,ATL@CAR 09/21/2025 01:00PM ET,CAR,0.0,Panthers,0.0,0.0
WR,Darnell Mooney (40058620),Darnell Mooney,40058620,WR/FLEX,4500,ATL@CAR 09/21/2025 01:00PM ET,ATL,4.0,Falcons,9.9,1.2
WR,Cedric Tillman (40058622),Cedric Tillman,40058622,WR/FLEX,4500,GB@CLE 09/21/2025 01:00PM ET,CLE,13.2,Browns,10.0,0.8
QB,Davis Mills (40058187),Davis Mills,40058187,QB,4500,HOU@JAX 09/21/2025 01:00PM ET,HOU,0.0,Texans,0.0,0.0
RB,Kenneth Gainwell (40058328),Kenneth Gainwell,40058328,RB/FLEX,4500,PIT@NE 09/21/2025 01:00PM ET,PIT,5.95,Steelers,10.4,0.5
RB,Miles Sanders (40058332),Miles Sanders,40058332,RB/FLEX,4500,DAL@CHI 09/21/2025 04:25PM ET,DAL,7.45,Cowboys,8.7,0.0
RB,Trey Benson (40058330),Trey Benson,40058330,RB/FLEX,4500,ARI@SF 09/21/2025 04:25PM ET,ARI,8.45,Cardinals,10.6,0.4
RB,Woody Marks (40058334),Woody Marks,40058334,RB/FLEX,4400,HOU@JAX 09/21/2025 01:00PM ET,HOU,3.2,Texans,7.7,0.1
WR,Dyami Brown (40058626),Dyami Brown,40058626,WR/FLEX,4400,HOU@JAX 09/21/2025 01:00PM ET,JAX,13.2,Jaguars,9.3,0.7
RB,Kaleb Johnson (40058338),Kaleb Johnson,40058338,RB/FLEX,4400,PIT@NE 09/21/2025 01:00PM ET,PIT,-0.05,Steelers,5.4,0.0
QB,Anthony Richardson Sr. (40058189),Anthony Richardson Sr.,40058189,QB,4400,IND@TEN 09/21/2025 01:00PM ET,IND,0.0,Colts,4.3,0.0
WR,Josh Downs (40058624),Josh Downs,40058624,WR/FLEX,4400,IND@TEN 09/21/2025 01:00PM ET,IND,7.15,Colts,10.0,0.9
TE,Tyler Warren (40059026),Tyler Warren,40059026,TE/FLEX,4400,IND@TEN 09/21/2025 01:00PM ET,IND,13.4,Colts,13.7,13.0
RB,Jeremy McNichols (40058336),Jeremy McNichols,40058336,RB/FLEX,4400,LV@WAS 09/21/2025 01:00PM ET,WAS,1.25,Commanders,7.5,0.2
QB,Tyler Shough (40058188),Tyler Shough,40058188,QB,4400,NO@SEA 09/21/2025 04:05PM ET,NO,0.0,Saints,2.7,0.0
QB,Shedeur Sanders (40058190),Shedeur Sanders,40058190,QB,4300,GB@CLE 09/21/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
QB,Dillon Gabriel (40058191),Dillon Gabriel,40058191,QB,4300,GB@CLE 09/21/2025 01:00PM ET,CLE,4.76,Browns,2.1,0.0
WR,Adam Thielen (40058628),Adam Thielen,40058628,WR/FLEX,4300,CIN@MIN 09/21/2025 01:00PM ET,MIN,3.3,Vikings,8.6,0.4
RB,Will Shipley (40058342),Will Shipley,40058342,RB/FLEX,4300,LAR@PHI 09/21/2025 01:00PM ET,PHI,2.6,Eagles,0.0,0.0
RB,Tank Bigsby (40058344),Tank Bigsby,40058344,RB/FLEX,4300,LAR@PHI 09/21/2025 01:00PM ET,PHI,0.6,Eagles,4.5,0.0
WR,Alec Pierce (40058630),Alec Pierce,40058630,WR/FLEX,4300,IND@TEN 09/21/2025 01:00PM ET,IND,7.7,Colts,7.6,1.2
RB,Jaydon Blue (40058340),Jaydon Blue,40058340,RB/FLEX,4300,DAL@CHI 09/21/2025 04:25PM ET,DAL,0.0,Cowboys,0.0,0.0
WR,Jayden Higgins (40058634),Jayden Higgins,40058634,WR/FLEX,4200,HOU@JAX 09/21/2025 01:00PM ET,HOU,4.5,Texans,7.7,0.1
QB,Jimmy Garoppolo (40058192),Jimmy Garoppolo,40058192,QB,4200,LAR@PHI 09/21/2025 01:00PM ET,LAR,0.0,Rams,3.4,0.0
RB,Blake Corum (40058350),Blake Corum,40058350,RB/FLEX,4200,LAR@PHI 09/21/2025 01:00PM ET,LAR,6.5,Rams,7.3,0.1
RB,DJ Giddens (40058348),DJ Giddens,40058348,RB/FLEX,4200,IND@TEN 09/21/2025 01:00PM ET,IND,2.05,Colts,5.7,0.0
RB,Zamir White (40058346),Zamir White,40058346,RB/FLEX,4200,LV@WAS 09/21/2025 01:00PM ET,LV,2.05,Raiders,6.4,0.0
TE,Zach Ertz (40059028),Zach Ertz,40059028,TE/FLEX,4200,LV@WAS 09/21/2025 01:00PM ET,WAS,15.0,Commanders,11.2,4.0
WR,Luther Burden III (40058632),Luther Burden III,40058632,WR/FLEX,4200,DAL@CHI 09/21/2025 04:25PM ET,CHI,1.1,Bears,6.7,0.0
TE,David Njoku (40059030),David Njoku,40059030,TE/FLEX,4100,GB@CLE 09/21/2025 01:00PM ET,CLE,7.35,Browns,9.8,1.8
WR,DeMario Douglas (40058636),DeMario Douglas,40058636,WR/FLEX,4100,PIT@NE 09/21/2025 01:00PM ET,NE,5.0,Patriots,8.5,0.3
RB,Chris Rodriguez Jr. (40058352),Chris Rodriguez Jr.,40058352,RB/FLEX,4100,LV@WAS 09/21/2025 01:00PM ET,WAS,0.0,Commanders,6.5,0.0
WR,Dont'e Thornton Jr. (40058638),Dont'e Thornton Jr.,40058638,WR/FLEX,4100,LV@WAS 09/21/2025 01:00PM ET,LV,4.75,Raiders,7.6,0.6
RB,Kyle Monangai (40058354),Kyle Monangai,40058354,RB/FLEX,4100,DAL@CHI 09/21/2025 04:25PM ET,CHI,3.35,Bears,7.5,0.1
QB,Hendon Hooker (40058241),Hendon Hooker,40058241,QB,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0.0,Panthers,0.0,0.0
QB,Emory Jones (40058242),Emory Jones,40058242,QB,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
QB,Easton Stick (40058243),Easton Stick,40058243,QB,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
RB,Trevor Etienne (40058516),Trevor Etienne,40058516,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0.8,Panthers,4.7,0.0
RB,Jonathon Brooks (40058518),Jonathon Brooks,40058518,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0.0,Panthers,0.0,0.0
RB,DeeJay Dallas (40058520),DeeJay Dallas,40058520,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,CAR,0.0,Panthers,0.0,0.0
RB,Nathan Carter (40058522),Nathan Carter,40058522,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0.0,Falcons,3.7,0.0
RB,Carlos Washington Jr. (40058524),Carlos Washington Jr.,40058524,RB/FLEX,4000,ATL@CAR 09/21/2025 01:00PM ET,ATL,0.0,Falcons,0.0,0.0
QB,Malik Willis (40058237),Malik Willis,40058237,QB,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0.0,Packers,0.0,0.0
QB,Clayton Tune (40058238),Clayton Tune,40058238,QB,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0.0,Packers,0.0,0.0
QB,Deshaun Watson (40058239),Deshaun Watson,40058239,QB,4000,GB@CLE 09/21/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
QB,Bailey Zappe (40058240),Bailey Zappe,40058240,QB,4000,GB@CLE 09/21/2025 01:00PM ET,CLE,0.0,Browns,0.0,0.0
RB,Raheim Sanders (40058360),Raheim Sanders,40058360,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,CLE,6.3,Browns,3.7,0.0
RB,Chris Brooks (40058508),Chris Brooks,40058508,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,GB,3.5,Packers,7.1,0.0
RB,MarShawn Lloyd (40058510),MarShawn Lloyd,40058510,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0.0,Packers,0.0,0.0
RB,Pierre Strong Jr. (40058512),Pierre Strong Jr.,40058512,RB/FLEX,4000,GB@CLE 09/21/2025 01:00PM ET,GB,0.0,Packers,0.0,0.0
