Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
6434,4861822259,Rhalttam,0,103.71999,DST Cardinals  FLEX Josh Jacobs QB Caleb Williams RB Bucky Irving RB Alvin Kamara TE Ja'Tavion Sanders WR Ladd McConkey WR Jakobi Meyers WR Rome Odunze,,,
6434,4862730113,BB2760,0,103.71999,DST Falcons  FLEX Jordan Mason QB Daniel Jones RB Alvin Kamara RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR DK Metcalf WR Rome Odunze,,,
6437,4861851230,scottkurowski,0,103.54001,DST Falcons  FLEX Keenan Allen QB Dak Prescott RB Bucky Irving RB Javonte Williams TE Tyler Warren WR Mike Evans WR Drake London WR Jakobi Meyers,,,
6438,4865720344,dzp396,0,103.44001,DST Jets  FLEX Tucker Kraft QB Matthew Stafford RB Bucky Irving RB Josh Jacobs TE Trey McBride WR Puka Nacua WR Deebo Samuel Sr. WR Marvin Mims Jr.,,,
6438,4857788573,BSylvester3,0,103.44,DST Packers  FLEX Jake Ferguson QB Dak Prescott RB Alvin Kamara RB Kenneth Walker III TE Tucker Kraft WR CeeDee Lamb WR Emeka Egbuka WR Rome Odunze,,,
6438,4864522569,whitmosm,0,103.44,DST Packers  FLEX Ja'Marr Chase QB Dak Prescott RB Kenneth Walker III RB Jordan Mason TE Dalton Schultz WR CeeDee Lamb WR Rome Odunze WR Troy Franklin,,,
6441,4865555533,Nickl14,0,103.42,DST Buccaneers  FLEX Tyler Warren QB Carson Wentz RB Bijan Robinson RB Kenneth Walker III TE Harold Fannin Jr. WR CeeDee Lamb WR Justin Jefferson WR Rome Odunze,,,
6441,4865709836,mnsammie,0,103.42,DST Browns  FLEX Alvin Kamara QB Baker Mayfield RB James Conner RB Brian Robinson Jr. TE Jake Ferguson WR Ladd McConkey WR Mike Evans WR Davante Adams,,,
6443,4864563358,Sub-Par15,0,103.36001,DST Packers  FLEX CeeDee Lamb QB Aaron Rodgers RB Christian McCaffrey RB Jordan Mason TE Brock Bowers WR DJ Moore WR Josh Downs WR Dontayvion Wicks,,,
6443,4865724883,ctuppl0,0,103.35999,DST Falcons  FLEX Juwan Johnson QB Aaron Rodgers RB Bucky Irving RB Javonte Williams TE Kyle Pitts Sr. WR CeeDee Lamb WR Nico Collins WR Rome Odunze,,,
6445,4865658505,rwderner86,0,103.32,DST Falcons  FLEX Romeo Doubs QB Baker Mayfield RB Christian McCaffrey RB Jordan Mason TE Kyle Pitts Sr. WR Deebo Samuel Sr. WR Tee Higgins WR DK Metcalf,,,
6446,4861574143,chrisfa,0,103.24,DST Patriots  FLEX Cade Otton QB Dak Prescott RB Bijan Robinson RB Jonathan Taylor TE Kyle Pitts Sr. WR CeeDee Lamb WR DK Metcalf WR Rome Odunze,,,
6447,4863409785,bighank33,0,103.18,DST Raiders  FLEX Christian McCaffrey QB Marcus Mariota RB Bijan Robinson RB Kenneth Walker III TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Troy Franklin,,,
6447,4864467717,Trollzz,0,103.18,DST Raiders  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Bijan Robinson TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Troy Franklin,,,
6449,4865075940,stebby,0,103.14,DST Patriots  FLEX Kyren Williams QB Jalen Hurts RB Chase Brown RB Ashton Jeanty TE Pat Freiermuth WR Justin Jefferson WR DeVonta Smith WR Christian Kirk,,,
6450,4863666556,bullet1964,0,103.04001,DST Cowboys  FLEX Kenneth Walker III QB Dak Prescott RB Jonathan Taylor RB Chuba Hubbard TE Dallas Goedert WR CeeDee Lamb WR Brian Thomas Jr. WR KaVontae Turpin,,,
6451,4865140357,bproc145,0,102.94,DST Patriots  FLEX Jordan Mason QB Dak Prescott RB Christian McCaffrey RB Kenneth Walker III TE Tyler Warren WR CeeDee Lamb WR Marvin Harrison Jr. WR Dontayvion Wicks,,,
6451,4859218572,Leviizzy,0,102.939995,DST Falcons  FLEX Puka Nacua QB Dak Prescott RB Javonte Williams RB Kenneth Walker III TE Zach Ertz WR CeeDee Lamb WR Keenan Allen WR Hunter Renfrow,,,
6453,4865635450,masserm,0,102.92,DST Colts  FLEX Jonathan Taylor QB Daniel Jones RB Bijan Robinson RB Saquon Barkley TE Ja'Tavion Sanders WR CeeDee Lamb WR Dontayvion Wicks WR Brycen Tremayne,,,
6454,4865476140,dnobes19,0,102.82,DST 49ers  FLEX David Njoku QB Baker Mayfield RB Jonathan Taylor RB Ashton Jeanty TE Tyler Warren WR CeeDee Lamb WR Jerry Jeudy WR Keenan Allen,,,
6454,4865614551,aGiantGinger,0,102.82,DST Falcons  FLEX Kenneth Walker III QB Jordan Love RB Jacory Croskey-Merritt RB Jordan Mason TE Dallas Goedert WR CeeDee Lamb WR Brian Thomas Jr. WR Rome Odunze,,,
6456,4865711032,Dripdrop4,0,102.78,DST Seahawks  FLEX Calvin Ridley QB Michael Penix Jr. RB Bucky Irving RB Jacory Croskey-Merritt TE Juwan Johnson WR Mike Evans WR Garrett Wilson WR Romeo Doubs,,,
6457,4858785532,mbava00,0,102.73999,DST Chargers  FLEX Romeo Doubs QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR DK Metcalf WR Rome Odunze,,,
6458,4861825412,3arths3nding,0,102.72,DST Raiders  FLEX Elic Ayomanor QB Carson Wentz RB Bijan Robinson RB Alvin Kamara TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Jaxon Smith-Njigba,,,
6459,4864477359,TMNT39,0,102.62,DST Patriots  FLEX Rome Odunze QB Caleb Williams RB Bucky Irving RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR Mike Evans WR Kayshon Boutte,,,
6460,4864342560,douglascochran,0,102.53999,DST Bengals  FLEX Jordan Mason QB Dak Prescott RB Bijan Robinson RB Kenneth Walker III TE Ja'Tavion Sanders WR CeeDee Lamb WR Drake London WR Rome Odunze,,,
6460,4865319055,Zoomer334,0,102.53999,DST Titans  FLEX Chris Olave QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Tetairoa McMillan WR Rome Odunze,,,
6462,4865636954,Jerry860,0,102.439995,DST Cowboys  FLEX Rome Odunze QB Dak Prescott RB Javonte Williams RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Justin Jefferson WR George Pickens,,,
6463,4865110473,s-bradl7,0,102.420006,DST Bengals  FLEX Adam Thielen QB Caleb Williams RB Chuba Hubbard RB Tony Pollard TE Juwan Johnson WR CeeDee Lamb WR Nico Collins WR Mike Evans,,,
6463,4865692040,tsnider1,0,102.42,DST Steelers  FLEX Ladd McConkey QB Jordan Love RB Chase Brown RB James Conner TE Juwan Johnson WR Davante Adams WR Ricky Pearsall WR Cooper Kupp,,,
6465,4865532218,GriffTheStiff,0,102.36001,DST Packers  FLEX Jaylen Warren QB Aaron Rodgers RB Christian McCaffrey RB Jordan Mason TE Jonnu Smith WR CeeDee Lamb WR Marvin Harrison Jr. WR Stefon Diggs,,,
6466,4865625351,lyssajen,0,102.34001,DST Steelers  FLEX Travis Etienne Jr. QB Dak Prescott RB Chase Brown RB Javonte Williams TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
6467,4865195807,nate25cross,0,102.32,DST Raiders  FLEX Bijan Robinson QB Daniel Jones RB Breece Hall RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Jakobi Meyers WR Rome Odunze,,,
6468,4860121311,Fuzzyredtop,0,102.3,DST Buccaneers  FLEX Tony Pollard QB Jake Browning RB Javonte Williams RB Breece Hall TE Kyle Pitts Sr. WR Ja'Marr Chase WR Justin Jefferson WR Elic Ayomanor,,,
6468,4864330987,RaiDaRDaTank,0,102.299995,DST Raiders  FLEX Jonathan Taylor QB Justin Herbert RB Javonte Williams RB Kenneth Walker III TE Jake Tonges WR CeeDee Lamb WR Ladd McConkey WR Christian Kirk,,,
6470,4861735282,rickey420,0,102.24,DST Falcons  FLEX Tony Pollard QB Dak Prescott RB Jordan Mason RB Bhayshul Tuten TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Deebo Samuel Sr.,,,
6470,4865724180,joesig93401,0,102.24,DST Texans  FLEX Alec Pierce QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Tetairoa McMillan WR Rome Odunze,,,
6472,4865713010,slick2180,0,102.22,DST Patriots  FLEX Christian McCaffrey QB Carson Wentz RB Travis Etienne Jr. RB TreVeyon Henderson TE Zach Ertz WR Justin Jefferson WR Emeka Egbuka WR Tetairoa McMillan,,,
6472,4861728617,djferny76,0,102.21999,DST Falcons  FLEX Alvin Kamara QB Drake Maye RB Bucky Irving RB Javonte Williams TE Kyle Pitts Sr. WR Deebo Samuel Sr. WR DK Metcalf WR Michael Pittman Jr.,,,
6474,4865725247,oHeard,0,102.16,DST Broncos  FLEX Bucky Irving QB Geno Smith RB Ashton Jeanty RB Javonte Williams TE David Njoku WR Deebo Samuel Sr. WR Drake London WR Jakobi Meyers,,,
6475,4861138830,nickbesmart616,0,102.14001,DST Browns  FLEX Bijan Robinson QB Dak Prescott RB Javonte Williams RB Kenneth Walker III TE Tyler Warren WR Ladd McConkey WR Tetairoa McMillan WR Cooper Kupp,,,
6475,4865697500,lpatterson33,0,102.14,DST Rams  FLEX Javonte Williams QB Dak Prescott RB Bijan Robinson RB Kenneth Walker III TE Juwan Johnson WR Deebo Samuel Sr. WR Drake London WR Jakobi Meyers,,,
6475,4865701492,jfiore2,0,102.14,DST Raiders  FLEX Harold Fannin Jr. QB Dak Prescott RB Bijan Robinson RB Kenneth Walker III TE Kyle Pitts Sr. WR CeeDee Lamb WR Nico Collins WR Rome Odunze,,,
6478,4862007685,vtieu,0,102.12,DST Cowboys  FLEX Ladd McConkey QB Jordan Love RB Josh Jacobs RB Chase Brown TE Dalton Schultz WR Courtland Sutton WR Jakobi Meyers WR Keenan Allen,,,
6478,4865682060,bourbonat100ft,0,102.12,DST Falcons  FLEX Rome Odunze QB Baker Mayfield RB Bucky Irving RB Alvin Kamara TE Tyler Warren WR Emeka Egbuka WR Deebo Samuel Sr. WR Keenan Allen,,,
6478,4865702546,bloodstrxp,0,102.119995,DST Raiders  FLEX Bijan Robinson QB Baker Mayfield RB Saquon Barkley RB Bucky Irving TE Jake Ferguson WR DK Metcalf WR Cooper Kupp WR Parker Washington,,,
6481,4865726992,boyblue09,0,102.060005,DST Patriots  FLEX Sterling Shepard QB C.J. Stroud RB Chase Brown RB Javonte Williams TE Brock Bowers WR Nico Collins WR Brian Thomas Jr. WR DJ Moore,,,
6482,4865622716,imcwaters,0,102.039986,DST Packers  FLEX Rome Odunze QB Dak Prescott RB Alvin Kamara RB Jordan Mason TE Pat Freiermuth WR CeeDee Lamb WR George Pickens WR DK Metcalf,,,
6483,4865623133,jasonimp77,0,101.939995,DST Falcons  FLEX Courtland Sutton QB Dak Prescott RB Travis Etienne Jr. RB J.K. Dobbins TE Juwan Johnson WR CeeDee Lamb WR Deebo Samuel Sr. WR Rome Odunze,,,
6484,4865550825,ewag12,0,101.82,DST Falcons  FLEX CeeDee Lamb QB Drake Maye RB Bucky Irving RB Javonte Williams TE Juwan Johnson WR Deebo Samuel Sr. WR Rome Odunze WR Michael Pittman Jr.,,,
6485,4865595797,AtlFunGuy71_4822,0,101.740005,DST Falcons  FLEX Ray-Ray McCloud III QB Jalen Hurts RB Bijan Robinson RB Josh Jacobs TE Cade Otton WR Mike Evans WR Emeka Egbuka WR Darnell Mooney,,,
6485,4865110174,Ace072995,0,101.74,DST Jets  FLEX Bijan Robinson QB Dak Prescott RB Christian McCaffrey RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Josh Downs WR Dontayvion Wicks,,,
6487,4865452187,Mateen513,0,101.62,DST Bengals  FLEX Travis Etienne Jr. QB Daniel Jones RB Bijan Robinson RB Javonte Williams TE Juwan Johnson WR Emeka Egbuka WR Tee Higgins WR George Pickens,,,
6487,4860258148,kcjonesmc,0,101.619995,DST Patriots  FLEX Keenan Allen QB Drake Maye RB Bijan Robinson RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Deebo Samuel Sr. WR Rome Odunze,,,
6489,4860395864,seachickens79,0,101.58,DST Titans  FLEX George Pickens QB Trevor Lawrence RB Kyren Williams RB Alvin Kamara TE Tyler Warren WR Puka Nacua WR Tetairoa McMillan WR DJ Moore,,,
6489,4862856856,pennylane1989,0,101.58,DST Packers  FLEX Tyler Warren QB Marcus Mariota RB Christian McCaffrey RB Jaylen Warren TE Juwan Johnson WR Ja'Marr Chase WR Deebo Samuel Sr. WR Tee Higgins,,,
6491,4865193519,DrChester,0,101.560005,DST Falcons  FLEX Jordan Mason QB Mac Jones RB Bijan Robinson RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Puka Nacua WR Hunter Renfrow,,,
6492,4865701547,mck34,0,101.54,DST Raiders  FLEX Jake Ferguson QB Dak Prescott RB Bijan Robinson RB Bucky Irving TE Chig Okonkwo WR CeeDee Lamb WR Drake London WR Rome Odunze,,,
6493,4865696963,nmolin28,0,101.52,DST Steelers  FLEX Alvin Kamara QB Baker Mayfield RB Saquon Barkley RB Javonte Williams TE Dallas Goedert WR Mike Evans WR DK Metcalf WR Dyami Brown,,,
6494,4865270861,more_cowbell,0,101.380005,DST Broncos  FLEX Ricky Pearsall QB Michael Penix Jr. RB Bucky Irving RB Quinshon Judkins TE Tyler Warren WR Justin Jefferson WR Drake London WR Calvin Ridley,,,
6495,4863020193,McCJ,0,101.34,DST Raiders  FLEX Keenan Allen QB Dak Prescott RB Saquon Barkley RB Kenneth Walker III TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
6496,4863567469,poolsharkette,0,101.32,DST Bears  FLEX Kyren Williams QB Jordan Love RB Bucky Irving RB Breece Hall TE Harold Fannin Jr. WR Justin Jefferson WR DJ Moore WR Cooper Kupp,,,
6496,4865664665,echad252,0,101.32,DST Packers  FLEX Alvin Kamara QB Jordan Love RB Saquon Barkley RB Jonathan Taylor TE Tucker Kraft WR Matthew Golden WR Romeo Doubs WR KaVontae Turpin,,,
6498,4863124517,baylor8386,0,101.240005,DST Falcons  FLEX Jonathan Taylor QB Dak Prescott RB Travis Etienne Jr. RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Deebo Samuel Sr. WR Troy Franklin,,,
6498,4865725308,Dbldn1,0,101.24,DST Rams  FLEX Christian Kirk QB Dak Prescott RB Alvin Kamara RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR Rome Odunze,,,
6498,4865725595,buckeyenelly,0,101.24,DST Falcons  FLEX Chris Olave QB Dak Prescott RB Javonte Williams RB Quinshon Judkins TE Tyler Warren WR CeeDee Lamb WR Justin Jefferson WR Keenan Allen,,,
6501,4862012564,rprue1124,0,101.14,DST Bengals  FLEX Zach Ertz QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR George Pickens WR Rome Odunze,,,
6501,4865463247,coachpea20,0,101.14,DST Packers  FLEX Javonte Williams QB Dak Prescott RB Bijan Robinson RB Breece Hall TE Pat Freiermuth WR Emeka Egbuka WR Jakobi Meyers WR Rome Odunze,,,
6503,4860221888,madkilla3212,0,101.08,DST Falcons  FLEX Bucky Irving QB Michael Penix Jr. RB Bijan Robinson RB D'Andre Swift TE Tyler Warren WR George Pickens WR Marvin Harrison Jr. WR Keenan Allen,,,
6504,4865560556,Pottomi,0,101.03999,DST Cowboys  FLEX Jaylen Warren QB Dak Prescott RB Travis Etienne Jr. RB Jordan Mason TE Jake Ferguson WR Ja'Marr Chase WR CeeDee Lamb WR Cedric Tillman,,,
6504,4865698419,FinesseMama,0,101.03999,DST Falcons  FLEX Jordan Mason QB Dak Prescott RB Bijan Robinson RB Travis Etienne Jr. TE David Njoku WR Brian Thomas Jr. WR Drake London WR Jerry Jeudy,,,
6506,4863919288,steves41,0,101.020004,DST Raiders  FLEX Chuba Hubbard QB Jordan Love RB Christian McCaffrey RB Javonte Williams TE Tucker Kraft WR DK Metcalf WR Quentin Johnston WR Matthew Golden,,,
6507,4859274950,djohjr,0,100.920006,DST Bengals  FLEX Kenneth Walker III QB Drake Maye RB Bijan Robinson RB Bucky Irving TE Juwan Johnson WR CeeDee Lamb WR Tetairoa McMillan WR Elic Ayomanor,,,
6507,4865696626,boosco,0,100.92,DST Titans  FLEX CeeDee Lamb QB Caleb Williams RB Bijan Robinson RB Saquon Barkley TE Colston Loveland WR Courtland Sutton WR Rome Odunze WR Dontayvion Wicks,,,
6509,4862919063,RDrugley,0,100.82,DST Falcons  FLEX DJ Moore QB Jordan Love RB Bijan Robinson RB Jordan Mason TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Dontayvion Wicks,,,
6509,4865047669,emtpd,0,100.82,DST Colts  FLEX Adam Thielen QB Jordan Love RB Saquon Barkley RB Breece Hall TE Kyle Pitts Sr. WR Garrett Wilson WR Deebo Samuel Sr. WR George Pickens,,,
6509,4865696187,texas10504,0,100.82,DST Raiders  FLEX Christian Kirk QB Daniel Jones RB Christian McCaffrey RB Bijan Robinson TE Tyler Warren WR Mike Evans WR Rome Odunze WR Cooper Kupp,,,
6512,4864618091,piffy1957,0,100.74,DST Falcons  FLEX Jake Ferguson QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR Jakobi Meyers WR DJ Moore,,,
6512,4865668155,bbendfeldt,0,100.74,DST Falcons  FLEX CeeDee Lamb QB Dak Prescott RB Alvin Kamara RB Kenneth Walker III TE Kyle Pitts Sr. WR A.J. Brown WR Rome Odunze WR Matthew Golden,,,
6514,4865543830,YoungerOne,0,100.72,DST Raiders  FLEX Drake London QB Carson Wentz RB Christian McCaffrey RB Bijan Robinson TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Elic Ayomanor,,,
6514,4865639322,redshirt_junior,0,100.72,DST Packers  FLEX Breece Hall QB Drake Maye RB Alvin Kamara RB Kenneth Walker III TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Chris Olave,,,
6514,4865654443,KevinHH,0,100.72,DST Commanders  FLEX Adam Thielen QB Jordan Love RB Saquon Barkley RB Jonathan Taylor TE Tyler Warren WR Justin Jefferson WR Terry McLaurin WR Hunter Renfrow,,,
6517,4865666723,slimli-sonofsloin,0,100.64,DST Packers  FLEX DK Metcalf QB Bryce Young RB Bijan Robinson RB Kenneth Walker III TE Tyler Warren WR Deebo Samuel Sr. WR Tetairoa McMillan WR Rome Odunze,,,
6518,4865664560,noburris,0,100.62,DST Falcons  FLEX Travis Etienne Jr. QB Daniel Jones RB Bijan Robinson RB Javonte Williams TE Tucker Kraft WR Deebo Samuel Sr. WR Quentin Johnston WR Rome Odunze,,,
6518,4865704186,edestes,0,100.62,DST Packers  FLEX Keenan Allen QB Jordan Love RB Saquon Barkley RB Bhayshul Tuten TE David Njoku WR Nico Collins WR Deebo Samuel Sr. WR Travis Hunter,,,
6520,4865700579,Dad_Bod03,0,100.54,DST Falcons  FLEX Bucky Irving QB Dak Prescott RB Jonathan Taylor RB Javonte Williams TE David Njoku WR CeeDee Lamb WR Troy Franklin WR KaVontae Turpin,,,
6520,4860467875,ple12,0,100.53999,DST Raiders  FLEX Jaylen Warren QB Dak Prescott RB Alvin Kamara RB Jacory Croskey-Merritt TE Jake Ferguson WR CeeDee Lamb WR Nico Collins WR Matthew Golden,,,
6520,4865659240,tidunhamjr,0,100.53999,DST Titans  FLEX TreVeyon Henderson QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR Ja'Marr Chase WR Justin Jefferson WR Olamide Zaccheaus,,,
6523,4865675850,CaptBeamTeam,0,100.52,DST Bengals  FLEX Bijan Robinson QB Baker Mayfield RB Bucky Irving RB Javonte Williams TE Juwan Johnson WR Emeka Egbuka WR DK Metcalf WR Troy Franklin,,,
6524,4862810665,tdjohnson07,0,100.44,DST Packers  FLEX Troy Franklin QB Dak Prescott RB Bijan Robinson RB Kenneth Walker III TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
6524,4865431357,autumn01,0,100.44,DST Jets  FLEX Princeton Fant QB Matthew Stafford RB Bijan Robinson RB Jacory Croskey-Merritt TE Tyler Warren WR CeeDee Lamb WR Puka Nacua WR George Pickens,,,
6524,4863415802,Sermjam24,0,100.439995,DST Seahawks  FLEX Ladd McConkey QB Dak Prescott RB Javonte Williams RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Rome Odunze WR Kayshon Boutte,,,
6527,4865697313,aliciaj617,0,100.42,DST Vikings  FLEX Ladd McConkey QB Daniel Jones RB Alvin Kamara RB Antonio Gibson TE Juwan Johnson WR Ja'Marr Chase WR Tetairoa McMillan WR Jakobi Meyers,,,
6527,4862528487,bron33,0,100.41999,DST Browns  FLEX Rhamondre Stevenson QB Carson Wentz RB Bijan Robinson RB Javonte Williams TE Mike Gesicki WR Ja'Marr Chase WR Justin Jefferson WR DK Metcalf,,,
6529,4865690797,ncullen17,0,100.340004,DST Broncos  FLEX Brock Bowers QB Matthew Stafford RB Alvin Kamara RB Javonte Williams TE Tyler Warren WR Mike Evans WR Davante Adams WR DK Metcalf,,,
6529,4864495535,PhatKids,0,100.34,DST Texans  FLEX Rome Odunze QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Tetairoa McMillan WR Romeo Doubs,,,
6531,4865347405,breckc2323,0,100.299995,DST Jets  FLEX Jaylen Warren QB Jake Browning RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR Ja'Marr Chase WR CeeDee Lamb WR Olamide Zaccheaus,,,
6532,4862707622,krampus1916,0,100.24,DST Raiders  FLEX Jonathan Taylor QB Dak Prescott RB Bucky Irving RB Jaylen Warren TE Juwan Johnson WR CeeDee Lamb WR Drake London WR Troy Franklin,,,
6532,4865685388,phy6uva,0,100.24,DST Falcons  FLEX Rome Odunze QB Dak Prescott RB Javonte Williams RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Deebo Samuel Sr. WR DK Metcalf,,,
6534,4858987108,giaco417,0,100.22,DST Jaguars  FLEX Alvin Kamara QB Drake Maye RB Chase Brown RB Jordan Mason TE Brock Bowers WR CeeDee Lamb WR Rome Odunze WR Troy Franklin,,,
6535,4865313152,goirishmk,0,100.14,DST Texans  FLEX James Conner QB Dak Prescott RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Tetairoa McMillan WR Rome Odunze,,,
6536,4861855578,IBackTheBirds,0,100.12,DST Falcons  FLEX Breece Hall QB Caleb Williams RB Chase Brown RB Kenneth Walker III TE T.J. Hockenson WR CeeDee Lamb WR Rome Odunze WR Calvin Ridley,,,
6536,4865692765,taylor_stolen,0,100.12,DST Packers  FLEX Alvin Kamara QB Drake Maye RB Chase Brown RB Jordan Mason TE Tyler Warren WR Deebo Samuel Sr. WR Tetairoa McMillan WR DK Metcalf,,,
6538,4865445844,chadquelle,0,100.04001,DST Falcons  FLEX Ricky Pearsall QB Dak Prescott RB Saquon Barkley RB Kenneth Walker III TE Tyler Warren WR CeeDee Lamb WR DK Metcalf WR Elic Ayomanor,,,
6539,4865692016,Wallaby235,0,99.939995,DST Bengals  FLEX Miles Sanders QB Dak Prescott RB Bucky Irving RB Antonio Gibson TE Hunter Henry WR CeeDee Lamb WR Nico Collins WR Brian Thomas Jr.,,,
6540,4864486834,mbalsman,0,99.920006,DST Jaguars  FLEX CeeDee Lamb QB Caleb Williams RB Bijan Robinson RB Javonte Williams TE Tyler Warren WR Deebo Samuel Sr. WR Rome Odunze WR Hunter Renfrow,,,
6540,4865692262,blackboyhank,0,99.920006,DST Packers  FLEX Jaydon Blue QB Jordan Love RB Josh Jacobs RB Javonte Williams TE Brenton Strange WR A.J. Brown WR Tetairoa McMillan WR Darnell Mooney,,,
6542,4865743767,4Jamalthemarbles,0,99.86,DST Commanders  FLEX Jaxon Smith-Njigba QB Kyler Murray RB Saquon Barkley RB Tyler Allgeier TE Tucker Kraft WR George Pickens WR DK Metcalf WR Marvin Harrison Jr.,,,
6543,4865715963,Predator7879,0,99.84,DST Rams  FLEX Quinshon Judkins QB Matthew Stafford RB Bijan Robinson RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Davante Adams WR Calvin Ridley,,,
6544,4865130689,offminded,0,99.74,DST Raiders  FLEX Travis Etienne Jr. QB Dak Prescott RB Bijan Robinson RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
6545,4857755126,markd2214,0,99.72,DST Jaguars  FLEX CeeDee Lamb QB Bo Nix RB Bijan Robinson RB Bucky Irving TE Tyler Warren WR Rome Odunze WR Keenan Allen WR Troy Franklin,,,
6545,4865704339,broncostars,0,99.72,DST Cowboys  FLEX Deebo Samuel Sr. QB Carson Wentz RB Christian McCaffrey RB Bijan Robinson TE Juwan Johnson WR Tetairoa McMillan WR DK Metcalf WR Jakobi Meyers,,,
6547,4865721541,matthewshannon17,0,99.54,DST Packers  FLEX Kayshon Boutte QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Harold Fannin Jr. WR CeeDee Lamb WR Jakobi Meyers WR Rome Odunze,,,
6548,4857668696,lifesabeach8,0,99.520004,DST Bengals  FLEX Jaxon Smith-Njigba QB Daniel Jones RB Bucky Irving RB Chase Brown TE Tyler Warren WR Mike Evans WR Michael Pittman Jr. WR Kayshon Boutte,,,
6549,4862158916,Jdynamite,0,99.439995,DST Titans  FLEX Travis Etienne Jr. QB Dak Prescott RB Kenneth Walker III RB Jordan Mason TE Harold Fannin Jr. WR CeeDee Lamb WR Justin Jefferson WR Rome Odunze,,,
6549,4863453498,mSAS440,0,99.439995,DST Packers  FLEX Travis Etienne Jr. QB Dak Prescott RB Alvin Kamara RB Javonte Williams TE Juwan Johnson WR Deebo Samuel Sr. WR George Pickens WR DK Metcalf,,,
6551,4864235638,dbash12,0,99.40001,DST Bengals  FLEX Alvin Kamara QB Jake Browning RB Christian McCaffrey RB Bijan Robinson TE Tyler Warren WR Tee Higgins WR Ricky Pearsall WR Elic Ayomanor,,,
6552,4865012472,frankbr18,0,99.34,DST Commanders  FLEX Alvin Kamara QB Dak Prescott RB Breece Hall RB Jaylen Warren TE Jake Ferguson WR CeeDee Lamb WR Deebo Samuel Sr. WR Michael Pittman Jr.,,,
6552,4865565234,wooleybullys,0,99.34,DST Buccaneers  FLEX Alvin Kamara QB Dak Prescott RB Javonte Williams RB Kenneth Walker III TE Harold Fannin Jr. WR CeeDee Lamb WR DJ Moore WR Rome Odunze,,,
6552,4865637626,puddintame69,0,99.34,DST Browns  FLEX DK Metcalf QB Dak Prescott RB Alvin Kamara RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Deebo Samuel Sr. WR Rome Odunze,,,
6552,4863488852,jszwab11,0,99.33999,DST Saints  FLEX Calvin Ridley QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Davante Adams WR Rome Odunze,,,
6556,4865482525,gansettdoe,0,99.24,DST Falcons  FLEX Jake Tonges QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR Davante Adams WR Rome Odunze,,,
