Id,Name,Position,Team,ProjPts,ProjOwn
39972149,Harold Fannin Jr.,TE,Browns,9.60,13.30
39971437,Kaleb Johnson,RB,Steelers,7.30,0.00
39971372,Jalen Milroe,QB,Seahawks,4.30,0.00
39971781,Jalen Royals,WR,Chiefs,3.30,0.00
39971963,Arian Smith,WR,Jets,4.40,0.00
39971483,Bhayshul Tuten,RB,Jaguars,8.80,0.40
39971933,Chimere Dike,WR,Titans,4.30,0.00
39971813,Elic Ayomanor,WR,Titans,9.40,3.90
39972161,Gunnar Helm,TE,Titans,4.60,0.10
39971423,Dylan Sampson,RB,Browns,10.60,1.70
39971649,Trevor Etienne,RB,Panthers,4.60,0.00
39971859,Jordan Watkins,WR,49ers,3.30,0.00
39971501,Jarquez Hunter,RB,Rams,3.90,0.00
39971443,Cam Skattebo,RB,Giants,8.10,0.10
39972265,Jackson Hawes,TE,Bills,4.20,0.00
39971447,DJ Giddens,RB,Colts,7.50,0.00
39971323,Shedeur Sanders,QB,Browns,0.00,0.00
39972223,Mitchell Evans,TE,Panthers,4.30,0.00
39971515,Jordan James,RB,49ers,3.90,0.00
39971835,Tory Horton,WR,Seahawks,7.20,0.10
39971557,Robbie Ouzts,RB,Seahawks,3.60,0.00
39971441,Jaydon Blue,RB,Cowboys,4.50,0.00
39971995,Tommy Mellott,WR,Saints,0.00,0.00
39971465,Ollie Gordon II,RB,Dolphins,7.90,0.20
39971346,Riley Leonard,QB,Colts,0.00,0.00
39971549,Kalel Mullings,RB,Titans,3.80,0.00
39971629,Tahj Brooks,RB,Bengals,5.00,0.00
39972075,LaJohntay Wester,WR,Ravens,2.80,0.00
39971355,Will Howard,QB,Steelers,0.00,0.00
39971905,Jimmy Horn Jr.,WR,Panthers,2.90,0.00
39971585,Devin Neal,RB,Saints,5.00,0.00
39971343,Kyle McCord,QB,Eagles,0.00,0.00
39971495,Brashard Smith,RB,Chiefs,6.00,0.00
39971555,Damien Martinez,RB,Seahawks,3.70,0.00
39971951,Ricky White III,WR,Seahawks,0.00,0.00
39971505,Phil Mafah,RB,Cowboys,0.00,0.00
39972309,Thomas Fidone II,TE,Giants,3.70,0.00
39971481,Kyle Monangai,RB,Bears,6.90,0.00
39972015,Dominic Lovett,WR,Lions,2.60,0.00
39972217,Caleb Lohner,TE,Broncos,3.40,0.00
39971361,Quinn Ewers,QB,Dolphins,0.00,0.00
39971625,LeQuint Allen Jr.,RB,Jaguars,5.90,0.00
39972271,Moliki Matavao,TE,Saints,4.10,0.00
39971359,Kurtis Rourke,QB,49ers,0.00,0.00
39971983,Junior Bergen,WR,49ers,0.00,0.00
39971925,Konata Mumpfield,WR,Rams,3.40,0.00
39972027,JP Richardson,WR,Bears,0.00,0.00
39971975,Stephen Gosnell,WR,Bills,0.00,0.00
39972267,Keleki Latu,TE,Bills,0.00,0.00
39971947,Courtney Jackson,WR,Seahawks,0.00,0.00
39971645,Ahmani Marshall,RB,Browns,0.00,0.00
39972195,Jake Briningstool,TE,Chiefs,0.00,0.00
39971529,Ulysses Bentley IV,RB,Colts,3.70,0.00
39971887,Coleman Owen,WR,Colts,2.00,0.00
39971491,Raheim Sanders,RB,Browns,4.90,0.00
39972049,Traeshon Holden,WR,Cowboys,0.00,0.00
39972317,Rivaldo Fairweather,TE,Cowboys,3.50,0.00
39972013,Theo Wease Jr.,WR,Dolphins,0.00,0.00
39972011,AJ Henning,WR,Dolphins,0.00,0.00
39972285,Jalin Conyers,TE,Dolphins,0.00,0.00
39972035,Beaux Collins,WR,Giants,3.60,0.00
39972041,Da'Quan Felton,WR,Giants,0.00,0.00
39972323,Patrick Herbert,TE,Jaguars,0.00,0.00
39971366,Seth Henigan,QB,Jaguars,0.00,0.00
39972059,Chandler Brayboy,WR,Jaguars,0.00,0.00
39971627,Ja'Quinden Jackson,RB,Jaguars,3.40,0.00
39971967,Quentin Skinner,WR,Jets,0.00,0.00
39971356,Brady Cook,QB,Jets,0.00,0.00
39971969,Jamaal Pritchett,WR,Jets,0.00,0.00
39972017,Jackson Meeks,WR,Lions,0.00,0.00
39971609,Kye Robichaux,RB,Lions,0.00,0.00
39972257,JJ Galbreath,TE,Steelers,0.00,0.00
39972227,Bryce Pierre,TE,Panthers,0.00,0.00
39971957,Ke'Shawn Williams,WR,Steelers,0.00,0.00
39971589,Lan Larison,RB,Patriots,0.00,0.00
39971593,Brock Lampe,RB,Patriots,0.00,0.00
39972281,CJ Dippre,TE,Patriots,0.00,0.00
39971999,Efton Chism III,WR,Patriots,2.40,0.00
39971931,Tru Edwards,WR,Rams,0.00,0.00
39971929,Brennan Presley,WR,Rams,0.00,0.00
39972239,Mark Redman,TE,Rams,3.50,0.00
39971949,Tyrone Broden,WR,Seahawks,0.00,0.00
39971559,Jacardia Wright,RB,Seahawks,0.00,0.00
39971841,Xavier Restrepo,WR,Titans,4.00,0.00
39972335,William Wagner,TE,Bengals,0.00,0.00
39972025,Jahdae Walker,WR,Bears,0.00,0.00
39971613,Deion Hankins,RB,Bears,0.00,0.00
39972085,Gage Larvadain,WR,Browns,0.00,0.00
39972297,Zach Horton,TE,Lions,3.60,0.00
39972005,Jeremiah Webb,WR,Patriots,0.00,0.00
39971865,Darius Cooper,WR,Eagles,3.00,0.00
39972249,Nick Kallerup,TE,Seahawks,0.00,0.00
39971879,Jimmy Holiday,WR,Chiefs,0.00,0.00
39971911,Ja'seem Reed,WR,Panthers,0.00,0.00
39971839,Max Hurleman,WR,Steelers,0.00,0.00
39971907,Dalevon Campbell,WR,Panthers,0.00,0.00
39972243,Drake Dabney,TE,Titans,3.60,0.00
39972089,Cade McDonald,WR,Browns,0.00,0.00
39971643,Lucas Scott,RB,Ravens,3.60,0.00
39971573,Lawrance Toafili,RB,Jets,0.00,0.00
39971803,Isaiah Bond,WR,Browns,4.60,0.00
