Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
17,4854462066,BrohaMNcheese,0,188.45999,DST Rams  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Juwan Johnson WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Josh Allen,QB,13.40%,11.82
18,4852326269,Sandominator,0,188.26001,DST Cardinals  FLEX Javonte Williams QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,Lamar Jackson,QB,12.89%,26.3
19,4850435197,laces.out.dan,0,188.16,DST Colts  FLEX Elic Ayomanor QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Malik Nabers,,Ja'Marr Chase,WR,12.67%,39.5
20,4853178066,BigCheese818,0,188.06,DST Titans  FLEX De'Von Achane QB Mac Jones RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Mac Jones,QB,12.35%,22.76
21,4845989197,chalupe71,0,187.29999,DST Rams  FLEX Saquon Barkley QB Drake Maye RB Chase Brown RB Javonte Williams TE Juwan Johnson WR Amon-Ra St. Brown WR Ricky Pearsall WR Rome Odunze,,Breece Hall,RB,11.80%,5.8
22,4854433645,HKM1964,0,187.25998,DST Cardinals  FLEX Chris Olave QB Jared Goff RB Jahmyr Gibbs RB De'Von Achane TE Evan Engram WR Amon-Ra St. Brown WR Marvin Harrison Jr. WR Wan'Dale Robinson,,Garrett Wilson,WR,10.99%,9
23,4854153324,grosenberry,0,187.06001,DST Rams  FLEX CeeDee Lamb QB Mac Jones RB Kyren Williams RB Chuba Hubbard TE Jake Ferguson WR Malik Nabers WR Jaxon Smith-Njigba WR Davante Adams,,Calvin Ridley,WR,10.93%,8.7
24,4854402439,chriscook1979,0,186.64,DST 49ers  FLEX Ja'Marr Chase QB Dak Prescott RB Travis Etienne Jr. RB RJ Harvey TE Dalton Kincaid WR Amon-Ra St. Brown WR DK Metcalf WR Rome Odunze,,Saints ,DST,10.86%,5
25,4854480028,momos,0,186.14001,DST Seahawks  FLEX Ja'Marr Chase QB Joe Burrow RB James Cook RB Javonte Williams TE Jake Tonges WR Tyreek Hill WR DeVonta Smith WR Rome Odunze,,Juwan Johnson,TE,9.70%,15.9
26,4854473619,walkerg,0,185.66,DST Patriots  FLEX Dalton Kincaid QB Jared Goff RB James Conner RB Kyren Williams TE Sam LaPorta WR CeeDee Lamb WR Amon-Ra St. Brown WR Rome Odunze,,Ricky Pearsall,WR,8.92%,9.2
27,4854322113,T-Moore,0,185.56,DST Rams  FLEX Travis Etienne Jr. QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Jake Ferguson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Chris Olave,,Marvin Harrison Jr.,FLEX,8.79%,4.7
28,4846718285,rteagno,0,185.40001,DST Rams  FLEX Jaylen Warren QB Lamar Jackson RB Christian McCaffrey RB Kyren Williams TE Jake Ferguson WR Malik Nabers WR Calvin Ridley WR Rome Odunze,,Tetairoa McMillan,WR,8.18%,19
29,4852604237,GKush,0,185.36,DST Saints  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Alvin Kamara TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Tyreek Hill,,Derrick Henry,RB,7.87%,2.3
30,4848780223,providenceroad12,0,185.20001,DST Rams  FLEX Elic Ayomanor QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Malik Nabers WR Tee Higgins WR Jaxon Smith-Njigba,,Jahmyr Gibbs,RB,7.71%,19.4
31,4854442717,drumsofwar,0,184.7,DST Lions  FLEX Kenneth Walker III QB Russell Wilson RB Christian McCaffrey RB Jonathan Taylor TE Tyler Warren WR Tyreek Hill WR Davante Adams WR Michael Pittman Jr.,,DeVonta Smith,WR,7.67%,9.3
32,4854128408,tzboomer,0,184.38,DST Ravens  FLEX James Cook QB Justin Fields RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Malik Nabers WR Rome Odunze WR Kayshon Boutte,,Kayshon Boutte,WR,7.58%,8.6
33,4854200516,klarson523,0,184.28,DST Seahawks  FLEX Christian McCaffrey QB Caleb Williams RB De'Von Achane RB James Conner TE Dalton Kincaid WR Malik Nabers WR Hollywood Brown WR Rome Odunze,,Javonte Williams,FLEX,7.50%,25
34,4853883574,nuketech,0,184.16,DST Rams  FLEX Stefon Diggs QB Jared Goff RB Christian McCaffrey RB Trey Benson TE Harold Fannin Jr. WR Puka Nacua WR Amon-Ra St. Brown WR Jaxon Smith-Njigba,,Keon Coleman,WR,7.12%,5.6
35,4853567533,pfaeh,0,183.86002,DST Seahawks  FLEX Jarquez Hunter QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Jaxon Smith-Njigba,,Trey McBride,FLEX,7.08%,13.8
36,4853037654,ualong,0,183.76001,DST Saints  FLEX Amon-Ra St. Brown QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Puka Nacua WR Davante Adams WR Calvin Ridley,,Cedric Tillman,WR,7.05%,10.2
37,4851606834,RedViper,0,183.06,DST Titans  FLEX Rome Odunze QB Mac Jones RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Ja'Marr Chase WR CeeDee Lamb WR Hollywood Brown,,Tyler Warren,TE,6.95%,11.9
38,4854023192,ljuke,0,182.96,DST Patriots  FLEX Cedric Tillman QB Mac Jones RB De'Von Achane RB Kyren Williams TE Jake Ferguson WR Ja'Marr Chase WR CeeDee Lamb WR Jaxon Smith-Njigba,,Brenton Strange,TE,6.83%,4.7
39,4847784780,nbicks,0,182.90001,DST Rams  FLEX Harold Fannin Jr. QB Lamar Jackson RB Christian McCaffrey RB James Conner TE Sam LaPorta WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR Rome Odunze,,Brian Thomas Jr.,WR,6.74%,8.9
40,4853402141,bheck77,0,182.80002,DST Patriots  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Javonte Williams TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR Keon Coleman,,Hunter Henry,TE,6.69%,1.9
40,4850466101,ManilaThrilla,0,182.8,DST Seahawks  FLEX Rome Odunze QB Drake Maye RB Christian McCaffrey RB Dylan Sampson TE Trey McBride WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,,Colts ,DST,5.64%,1
42,4851163410,mikecardking,0,182.40001,DST Saints  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Malik Nabers WR Elic Ayomanor,,Rome Odunze,WR,5.44%,34.8
43,4854103777,speechboy2,0,182.22,DST Ravens  FLEX Theo Johnson QB Josh Allen RB Christian McCaffrey RB De'Von Achane TE Jake Ferguson WR Ja'Marr Chase WR Hollywood Brown WR Rome Odunze,,Joe Burrow,QB,5.41%,7.04
44,4853964673,Austermiller,0,182.1,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Malik Nabers WR Jaxon Smith-Njigba WR Rome Odunze,,Cowboys ,DST,5.41%,1
45,4847924488,ijrosa,0,182.06,DST Seahawks  FLEX Christian McCaffrey QB Mac Jones RB De'Von Achane RB Javonte Williams TE Juwan Johnson WR Puka Nacua WR Tyreek Hill WR Hollywood Brown,,Titans ,DST,5.31%,4
46,4846279709,oshkoshjeff,0,181.76,DST Saints  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Brenton Strange WR Ja'Marr Chase WR Malik Nabers WR JuJu Smith-Schuster,,DK Metcalf,WR,5.26%,11
46,4854397528,6aeten,0,181.76,DST Panthers  FLEX Ricky Pearsall QB Mac Jones RB Jonathan Taylor RB Kyren Williams TE Juwan Johnson WR Ja'Marr Chase WR Puka Nacua WR Jaxon Smith-Njigba,,Patriots ,DST,5.25%,13
48,4849518900,msperry2015,0,181.23999,DST Cowboys  FLEX Amon-Ra St. Brown QB Dak Prescott RB De'Von Achane RB Javonte Williams TE Jake Ferguson WR Tyreek Hill WR Jameson Williams WR Khalil Shakir,,Zay Flowers,WR,4.96%,14.9
49,4853621860,mlaight,0,180.88,DST Saints  FLEX Rome Odunze QB Justin Fields RB Chase Brown RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR Amon-Ra St. Brown WR Jaxon Smith-Njigba,,A.J. Brown,WR,4.93%,7.7
50,4847889716,kooks13,0,180.86,DST Rams  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Courtland Sutton,WR,4.50%,1.6
50,4849558691,Eddie1383,0,180.86,DST Rams  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Seahawks ,DST,4.25%,14
50,4850624599,milehisooner,0,180.86,DST Rams  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Dak Prescott,QB,3.73%,26.14
50,4851573457,lloydjs2000,0,180.86,DST Rams  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Jalen Hurts,QB,3.63%,11.54
50,4853161712,johnnyquad54,0,180.86,DST Rams  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Jake Ferguson,TE,3.44%,16.8
50,4853882591,tylerhartsfield,0,180.86,DST Rams  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Dalton Kincaid,TE,3.39%,7.7
50,4854435262,mmyring,0,180.86,DST Rams  FLEX Chuba Hubbard QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Cardinals ,DST,3.35%,13
57,4850918162,benoj6,0,180.34,DST Panthers  FLEX Puka Nacua QB Dak Prescott RB James Cook RB Javonte Williams TE Hunter Henry WR CeeDee Lamb WR Ricky Pearsall WR Rome Odunze,,Chuba Hubbard,RB,3.26%,18.7
58,4851322778,shadowwarrior903,0,180.06,DST Rams  FLEX CeeDee Lamb QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Tyler Warren WR Jaxon Smith-Njigba WR Ricky Pearsall WR Rome Odunze,,Amon-Ra St. Brown,WR,3.06%,42.2
59,4854365945,jimsbeef,0,179.8,DST Titans  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Rome Odunze,,Malik Nabers,WR,3.03%,40.7
60,4851695842,sbris10,0,179.76,DST Rams  FLEX Malik Nabers QB Mac Jones RB Christian McCaffrey RB D'Andre Swift TE Harold Fannin Jr. WR Amon-Ra St. Brown WR A.J. Brown WR DK Metcalf,,James Cook,RB,2.90%,29.5
61,4854479881,Ddoege,0,179.59999,DST Rams  FLEX CeeDee Lamb QB Drake Maye RB Javonte Williams RB Dylan Sampson TE Juwan Johnson WR Ja'Marr Chase WR Davante Adams WR Travis Hunter,,TreVeyon Henderson,FLEX,2.73%,6
62,4853855107,jrcross,0,179.55998,DST Rams  FLEX James Conner QB Mac Jones RB Javonte Williams RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Malik Nabers WR Zay Flowers,,D'Andre Swift,RB,2.61%,14.9
63,4848352611,cadebraden,0,179.18,DST Rams  FLEX Ja'Marr Chase QB Justin Fields RB Kyren Williams RB Javonte Williams TE Jonnu Smith WR Amon-Ra St. Brown WR Hollywood Brown WR Rome Odunze,,Steelers ,DST,2.58%,5
64,4852311871,mlong2181,0,178.8,DST Patriots  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Rome Odunze,,JuJu Smith-Schuster,WR,2.51%,1.5
65,4850561659,SunDevils21,0,178.76001,DST Rams  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR Rome Odunze,,Jerry Jeudy,WR,2.41%,9.1
66,4850089833,Bobby2shots,0,178.2,DST Jets  FLEX Tyler Warren QB Lamar Jackson RB Christian McCaffrey RB Alvin Kamara TE Brenton Strange WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Rome Odunze,,Broncos ,DST,2.35%,0
67,4853829225,jdrooks,0,178.16,DST 49ers  FLEX Amon-Ra St. Brown QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE Dalton Kincaid WR Ja'Marr Chase WR Marvin Harrison Jr. WR Kayshon Boutte,,Khalil Shakir,WR,2.32%,2.2
68,4854312043,HoosierDaddy_FU,0,178.09999,DST Colts  FLEX Ja'Marr Chase QB Drake Maye RB Christian McCaffrey RB Javonte Williams TE Tyler Warren WR Zay Flowers WR Keon Coleman WR Wan'Dale Robinson,,Alvin Kamara,RB,2.31%,17
69,4850921591,tepod2001,0,177.73999,DST Seahawks  FLEX Hollywood Brown QB Dak Prescott RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Malik Nabers WR Cedric Tillman,,Tyreek Hill,WR,2.29%,19.9
69,4854429599,bgm83,0,177.73999,DST Patriots  FLEX Malik Nabers QB Dak Prescott RB Chuba Hubbard RB Travis Etienne Jr. TE Brenton Strange WR Puka Nacua WR DK Metcalf WR Tetairoa McMillan,,Dolphins ,DST,2.26%,8
71,4852967695,Darkvayne,0,177.36,DST Rams  FLEX Travis Kelce QB Jared Goff RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR Hollywood Brown,,Jonnu Smith,TE,2.25%,6.7
71,4853848475,rushilrs,0,177.36,DST Rams  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Rome Odunze,,Saquon Barkley,RB,2.19%,17.4
73,4850546551,coreowend,0,176.99998,DST Panthers  FLEX David Montgomery QB Lamar Jackson RB Christian McCaffrey RB Javonte Williams TE Juwan Johnson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Cedric Tillman,,Elic Ayomanor,WR,2.18%,15.6
74,4850300537,TheChupe,0,176.96,DST Rams  FLEX De'Von Achane QB Mac Jones RB Christian McCaffrey RB Breece Hall TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR JuJu Smith-Schuster,,Ravens ,DST,2.12%,15
74,4853573430,Maxamilian777,0,176.95999,DST Colts  FLEX Amon-Ra St. Brown QB Mac Jones RB Christian McCaffrey RB Chuba Hubbard TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Ricky Pearsall,,Sam LaPorta,TE,2.06%,5.6
76,4851897887,WetFartsSquad,0,176.62,DST Seahawks  FLEX Rome Odunze QB Josh Allen RB Chuba Hubbard RB Javonte Williams TE Juwan Johnson WR Ja'Marr Chase WR Brian Thomas Jr. WR Hollywood Brown,,George Pickens,WR,2.03%,17.8
77,4853940919,dw1515,0,176.6,DST Saints  FLEX Elic Ayomanor QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR CeeDee Lamb WR Amon-Ra St. Brown WR Zay Flowers,,Tony Pollard,RB,1.93%,9.2
78,4854364774,griz22,0,176.56001,DST Saints  FLEX Travis Etienne Jr. QB Jared Goff RB James Conner RB Javonte Williams TE Sam LaPorta WR Amon-Ra St. Brown WR Zay Flowers WR Jaylen Waddle,,49ers ,DST,1.83%,5
78,4851048685,dw729179,0,176.56,DST Rams  FLEX Javonte Williams QB Mac Jones RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Ricky Pearsall,,Travis Kelce,TE,1.81%,10.1
80,4846850962,dm628,0,176.54001,DST Saints  FLEX Jameson Williams QB Joe Burrow RB De'Von Achane RB James Cook TE Brenton Strange WR Ja'Marr Chase WR Hollywood Brown WR Rome Odunze,,Stefon Diggs,WR,1.80%,7.2
81,4850647769,shankapotimus07,0,176.44,DST Ravens  FLEX Trey McBride QB Dak Prescott RB James Conner RB Javonte Williams TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR DK Metcalf,,Travis Hunter,WR,1.75%,5.2
82,4850809371,Shlune,0,176.36002,DST Steelers  FLEX Garrett Wilson QB Jared Goff RB James Cook RB Zach Charbonnet TE Jake Ferguson WR Amon-Ra St. Brown WR Tee Higgins WR Jaxon Smith-Njigba,,Jaylen Warren,RB,1.75%,17.4
82,4850541352,phillip89891980,0,176.36,DST Steelers  FLEX De'Von Achane QB Mac Jones RB Christian McCaffrey RB Jonathan Taylor TE Harold Fannin Jr. WR Ja'Marr Chase WR Ricky Pearsall WR Calvin Ridley,,Davante Adams,WR,1.68%,25.6
84,4854367585,dax9876,0,176.23999,DST Saints  FLEX Rome Odunze QB Dak Prescott RB James Conner RB Quinshon Judkins TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR Jaxon Smith-Njigba,,Browns ,DST,1.65%,-1
85,4854491721,jojoEmbiid,0,176.14,DST Bills  FLEX Hunter Renfrow QB Joe Burrow RB Saquon Barkley RB D'Andre Swift TE Pat Freiermuth WR Ja'Marr Chase WR Amon-Ra St. Brown WR Rashid Shaheed,,Joshua Palmer,WR,1.60%,6.7
86,4854394590,Goldenyagers,0,176.04001,DST Patriots  FLEX Rome Odunze QB Dak Prescott RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR CeeDee Lamb WR Tee Higgins WR Keon Coleman,,Panthers ,DST,1.55%,3
87,4854303834,okie0522,0,175.74,DST Colts  FLEX A.J. Brown QB Dak Prescott RB Christian McCaffrey RB Chuba Hubbard TE Brenton Strange WR Amon-Ra St. Brown WR George Pickens WR Rome Odunze,,Kyler Murray,QB,1.49%,15
88,4849531966,eescalante8,0,175.66,DST Titans  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR JuJu Smith-Schuster,,David Njoku,TE,1.42%,8
88,4850496062,moosepsu,0,175.66,DST Titans  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR JuJu Smith-Schuster,,Aaron Rodgers,QB,1.38%,12.42
88,4853710831,C.Allee,0,175.66,DST Titans  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Malik Nabers WR JuJu Smith-Schuster,,Dylan Sampson,RB,1.33%,10.9
88,4854238931,J_Gorilla,0,175.66,DST Rams  FLEX Christian McCaffrey QB Mac Jones RB James Cook RB Javonte Williams TE Harold Fannin Jr. WR Puka Nacua WR Garrett Wilson WR Jaxon Smith-Njigba,,Jonathan Taylor,RB,1.32%,32.5
92,4851647380,cbreezy62,0,175.6,DST Rams  FLEX Harold Fannin Jr. QB Lamar Jackson RB Christian McCaffrey RB Jonathan Taylor TE Chig Okonkwo WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,DJ Moore,WR,1.31%,9.6
93,4854459683,Brynlee2,0,175.44,DST Rams  FLEX James Cook QB Dak Prescott RB Javonte Williams RB TreVeyon Henderson TE Harold Fannin Jr. WR CeeDee Lamb WR Amon-Ra St. Brown WR Keon Coleman,,Trevor Lawrence,QB,1.31%,21.24
94,4849762712,Skittles194413,0,175.36,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE Juwan Johnson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,Grant Calcaterra,TE,1.31%,1.6
94,4851930809,and1jsheng,0,175.36,DST Seahawks  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Malik Nabers WR Jaxon Smith-Njigba,,Michael Pittman Jr.,WR,1.28%,8
94,4853748768,atcole21,0,175.36,DST Seahawks  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Malik Nabers WR Jaxon Smith-Njigba,,Bears ,DST,1.20%,-4
97,4850096503,hoff84,0,175.16002,DST Seahawks  FLEX Trey McBride QB Mac Jones RB Christian McCaffrey RB Tony Pollard TE Harold Fannin Jr. WR Puka Nacua WR Malik Nabers WR Tee Higgins,,Mark Andrews,FLEX,1.16%,1.4
97,4850442048,jakebeecher22,0,175.16,DST Rams  FLEX Juwan Johnson QB Mac Jones RB Christian McCaffrey RB Trey Benson TE Jake Tonges WR Ja'Marr Chase WR CeeDee Lamb WR Puka Nacua,,Patrick Mahomes,QB,1.16%,23.08
99,4854426682,pfeifferj,0,175.05998,DST Rams  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE Juwan Johnson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Chris Olave,,Jared Goff,QB,1.03%,36.96
100,4853737468,poncesd1,0,174.99998,DST Rams  FLEX Elic Ayomanor QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,,Lions ,DST,1.02%,8
101,4852482448,rockersrockers,0,174.96,DST Rams  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Rome Odunze,,Zach Charbonnet,RB,1.00%,1
102,4854368249,spw724,0,174.86,DST Rams  FLEX Marvin Harrison Jr. QB Mac Jones RB De'Von Achane RB Kyren Williams TE Jake Ferguson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Davante Adams,,Caleb Williams,QB,0.97%,17.98
103,4854124391,Cf15,0,174.36,DST Rams  FLEX Jahmyr Gibbs QB Mac Jones RB De'Von Achane RB Kyren Williams TE Jake Ferguson WR Malik Nabers WR Jaxon Smith-Njigba WR Ricky Pearsall,,Jameson Williams,FLEX,0.93%,21.8
103,4854157964,Payner66,0,174.36,DST Seahawks  FLEX CeeDee Lamb QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,,Calvin Austin III,FLEX,0.88%,3.2
105,4852105304,brigante,0,174.34001,DST Rams  FLEX Breece Hall QB Dak Prescott RB Christian McCaffrey RB De'Von Achane TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Elic Ayomanor,,Jaylen Waddle,WR,0.86%,17.8
