Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1960,4852890196,JJ-Adam33,0,143.8,DST Saints  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Jaxon Smith-Njigba,,,
1960,4853044048,FlipDip2,0,143.8,DST Saints  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Jaxon Smith-Njigba,,,
1960,4853529071,tobarzanek,0,143.8,DST Saints  FLEX Puka Nacua QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,,,
1960,4853544663,csimmons20,0,143.8,DST Saints  FLEX Jaxon Smith-Njigba QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Hollywood Brown,,,
1960,4853587468,bigschues,0,143.8,DST Saints  FLEX Jaxon Smith-Njigba QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Hollywood Brown,,,
1960,4853665200,nujsr00,0,143.8,DST Saints  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Jaxon Smith-Njigba,,,
1960,4853688196,jag1086,0,143.8,DST Saints  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Jaxon Smith-Njigba,,,
1960,4854425283,Sir_Big_Daddy,0,143.79999,DST Cowboys  FLEX Christian McCaffrey QB Drake Maye RB Javonte Williams RB Jaylen Warren TE Hunter Henry WR CeeDee Lamb WR Zay Flowers WR Chris Olave,,,
1976,4854370871,Miggz18,0,143.78,DST Cowboys  FLEX Jahmyr Gibbs QB Caleb Williams RB Christian McCaffrey RB Chase Brown TE Jake Ferguson WR Tee Higgins WR Hollywood Brown WR Rome Odunze,,,
1977,4854365777,section8rich,0,143.76001,DST Rams  FLEX Rome Odunze QB Jared Goff RB Derrick Henry RB Chuba Hubbard TE Hunter Henry WR CeeDee Lamb WR DeVonta Smith WR Kayshon Boutte,,,
1977,4853290909,bdup19,0,143.76,DST Rams  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Brenton Strange WR CeeDee Lamb WR Tetairoa McMillan WR Calvin Ridley,,,
1979,4850020455,moklovin,0,143.7,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,,,
1979,4850672858,Professional,0,143.7,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,,,
1979,4851605605,dixonyu,0,143.7,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,,,
1979,4852033468,zwack222,0,143.7,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,,,
1979,4852510977,srn828,0,143.7,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,,,
1979,4852515337,001luke,0,143.7,DST Saints  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR DeVonta Smith,,,
1979,4853272807,UTLambdas,0,143.7,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,,,
1979,4853315627,Cornell2329,0,143.7,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,,,
1979,4854031900,mrmcbossy,0,143.69998,DST Saints  FLEX Tetairoa McMillan QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Hunter Henry WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,,,
1988,4854307308,greggiffen,0,143.68001,DST Rams  FLEX Isaac TeSlaa QB Justin Fields RB Christian McCaffrey RB Jahmyr Gibbs TE Juwan Johnson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,,
1988,4851954828,valeriopat39,0,143.68,DST Cowboys  FLEX Tee Higgins QB Caleb Williams RB Derrick Henry RB Kyren Williams TE Harold Fannin Jr. WR Amon-Ra St. Brown WR DK Metcalf WR Rome Odunze,,,
1990,4849943047,nbuilta,0,143.66,DST Rams  FLEX Trey McBride QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Ricky Pearsall,,,
1990,4853090283,ALP866,0,143.66,DST Cardinals  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,,,
1992,4847822857,Igglelover,0,143.59999,DST Rams  FLEX Courtland Sutton QB Drake Maye RB Christian McCaffrey RB Breece Hall TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Kayshon Boutte,,,
1992,4848866296,Tmacchief14,0,143.59999,DST Titans  FLEX Rome Odunze QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR CeeDee Lamb WR Hollywood Brown WR Chris Olave,,,
1992,4851175002,ryand04,0,143.59999,DST Rams  FLEX Puka Nacua QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,,,
1992,4854370218,ximinez,0,143.59999,DST Dolphins  FLEX Trey McBride QB Lamar Jackson RB Kyren Williams RB Alvin Kamara TE Brenton Strange WR Amon-Ra St. Brown WR Keon Coleman WR Cooper Kupp,,,
1996,4846393926,zzjolt,0,143.56,DST Steelers  FLEX James Conner QB Jared Goff RB Jahmyr Gibbs RB David Montgomery TE Trey McBride WR Tee Higgins WR Jauan Jennings WR Kayshon Boutte,,,
1996,4849711392,Bankster17,0,143.56,DST Cowboys  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,,
1996,4850691879,jppitcher,0,143.56,DST Cowboys  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,,
1996,4854039611,westspec,0,143.56,DST Cowboys  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,,
1996,4854424875,Mrboozer,0,143.56,DST Cowboys  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2001,4848513602,dubbsbrother,0,143.5,DST Saints  FLEX Ricky Pearsall QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,,,
2001,4852001240,rrattray09,0,143.5,DST Patriots  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tetairoa McMillan WR Kayshon Boutte,,,
2003,4846698467,coachpea20,0,143.46,DST Colts  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2003,4847675063,pjc427,0,143.46,DST Colts  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2003,4847679096,satjr2179,0,143.46,DST Colts  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2003,4853879326,connorJ7,0,143.46,DST Colts  FLEX De'Von Achane QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2007,4849584858,vinbrad,0,143.42,DST Bengals  FLEX Javonte Williams QB Josh Allen RB Christian McCaffrey RB Breece Hall TE Sam LaPorta WR Jaxon Smith-Njigba WR Chris Olave WR Rome Odunze,,,
2008,4847110924,rickpersic,0,143.4,DST Titans  FLEX Jahmyr Gibbs QB Drake Maye RB James Conner RB Javonte Williams TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Khalil Shakir,,,
2009,4850250351,TravGold,0,143.37999,DST Colts  FLEX Harold Fannin Jr. QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR Jaxon Smith-Njigba,,,
2010,4852559343,sburnham87,0,143.36,DST Rams  FLEX Jaxon Smith-Njigba QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Puka Nacua WR Ricky Pearsall WR Chris Olave,,,
2010,4853942162,MacklinC,0,143.35999,DST Rams  FLEX Puka Nacua QB Mac Jones RB Kyren Williams RB Travis Etienne Jr. TE David Njoku WR CeeDee Lamb WR Jaxon Smith-Njigba WR Keon Coleman,,,
2010,4854218310,imtheflyer,0,143.35999,DST Rams  FLEX Travis Etienne Jr. QB Jared Goff RB Christian McCaffrey RB Jahmyr Gibbs TE Tyler Warren WR Jaxon Smith-Njigba WR Marvin Harrison Jr. WR JuJu Smith-Schuster,,,
2013,4851810592,voohyuggib,0,143.3,DST Rams  FLEX Jonathan Taylor QB Lamar Jackson RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Chris Olave,,,
2013,4853083498,honskmier,0,143.3,DST Saints  FLEX Tee Higgins QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Tyler Warren WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Keon Coleman,,,
2013,4854501819,kroegd1030,0,143.3,DST Saints  FLEX Jaylen Waddle QB Kyler Murray RB De'Von Achane RB Jaylen Warren TE Trey McBride WR CeeDee Lamb WR DK Metcalf WR Tyquan Thornton,,,
2016,4853896442,anthonyrod56,0,143.26,DST Rams  FLEX Puka Nacua QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2017,4854401863,Bear1221,0,143.22,DST Ravens  FLEX Rome Odunze QB Aaron Rodgers RB Derrick Henry RB Javonte Williams TE Juwan Johnson WR Puka Nacua WR Courtland Sutton WR Kayshon Boutte,,,
2017,4854257264,xt1582,0,143.21999,DST Panthers  FLEX Keon Coleman QB Josh Allen RB Derrick Henry RB J.K. Dobbins TE Jonnu Smith WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR Rome Odunze,,,
2019,4854468009,Somojenk,0,143.20001,DST Lions  FLEX Amon-Ra St. Brown QB Cam Ward RB Jahmyr Gibbs RB James Cook TE Sam LaPorta WR DK Metcalf WR Hollywood Brown WR Calvin Ridley,,,
2019,4852078834,ktg78,0,143.2,DST Patriots  FLEX Ricky Pearsall QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Hollywood Brown WR Michael Pittman Jr.,,,
2019,4852176751,squarerootz,0,143.2,DST Rams  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Chris Olave,,,
2022,4850689868,younglancey,0,143.18001,DST Colts  FLEX Christian McCaffrey QB Justin Fields RB Chase Brown RB Travis Etienne Jr. TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
2023,4853798900,kcearnal,0,143.14,DST Ravens  FLEX James Cook QB Jalen Hurts RB Kyren Williams RB Travis Etienne Jr. TE Tyler Warren WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,,,
2024,4851194707,Moss0909,0,143.12001,DST Browns  FLEX Ja'Marr Chase QB Josh Allen RB Christian McCaffrey RB Jahmyr Gibbs TE Noah Fant WR Jaxon Smith-Njigba WR Hollywood Brown WR Elic Ayomanor,,,
2025,4853530108,UW_Badger03,0,143.08,DST Rams  FLEX Jonathan Taylor QB Patrick Mahomes RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Ricky Pearsall WR Hollywood Brown,,,
2026,4845752798,Henry8384,0,143.06,DST Cowboys  FLEX Jahmyr Gibbs QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Chris Olave,,,
2026,4853691622,casey202,0,143.06,DST Saints  FLEX Calvin Ridley QB Mac Jones RB De'Von Achane RB Chase Brown TE Trey McBride WR Puka Nacua WR Jaxon Smith-Njigba WR Ricky Pearsall,,,
2028,4850494390,Charley222,0,143.01999,DST 49ers  FLEX Ja'Marr Chase QB Josh Allen RB Chase Brown RB James Cook TE Jake Ferguson WR Jameson Williams WR Kayshon Boutte WR JuJu Smith-Schuster,,,
2029,4845379882,ActionJunkie,0,143,DST Titans  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Breece Hall TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Kayshon Boutte,,,
2029,4845543200,dungey8878,0,143,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB Jahmyr Gibbs RB Breece Hall TE Tyler Warren WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Kayshon Boutte,,,
2029,4847071917,MooseRamProf,0,143,DST Rams  FLEX Jahmyr Gibbs QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,,,
2029,4850724572,kandah,0,143,DST Rams  FLEX Travis Etienne Jr. QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Puka Nacua WR Jerry Jeudy WR Hollywood Brown,,,
2033,4854083688,kleindl22,0,142.98,DST Rams  FLEX CeeDee Lamb QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Hunter Henry WR Jaxon Smith-Njigba WR Ricky Pearsall WR Rome Odunze,,,
2034,4853798436,bigboyz99,0,142.93999,DST Dolphins  FLEX Travis Kelce QB Dak Prescott RB Chase Brown RB Chuba Hubbard TE Brenton Strange WR Ja'Marr Chase WR CeeDee Lamb WR Olamide Zaccheaus,,,
2035,4854217273,kylecarter71,0,142.92,DST Broncos  FLEX Javonte Williams QB Josh Allen RB Derrick Henry RB Christian McCaffrey TE Luke Farrell WR Keon Coleman WR Rome Odunze WR Wan'Dale Robinson,,,
2036,4854416187,Gardgarr1,0,142.9,DST Dolphins  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Chris Olave WR Calvin Ridley,,,
2037,4854265159,CrazyCarl5055,0,142.88,DST Rams  FLEX Tetairoa McMillan QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Hunter Henry WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Kayshon Boutte,,,
2038,4854424159,Repmybirds,0,142.86,DST Dolphins  FLEX Chase Brown QB Jared Goff RB Alvin Kamara RB Tony Pollard TE Jonnu Smith WR Amon-Ra St. Brown WR Marvin Harrison Jr. WR DJ Moore,,,
2038,4852614540,Troveur,0,142.85999,DST Patriots  FLEX Jahmyr Gibbs QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Tee Higgins WR Jaxon Smith-Njigba WR Calvin Ridley,,,
2038,4852693105,HeartagramRy37,0,142.85999,DST Giants  FLEX CeeDee Lamb QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Tyler Warren WR Jaxon Smith-Njigba WR Ricky Pearsall WR Chris Olave,,,
2041,4846254735,Manila,0,142.84,DST 49ers  FLEX Chase Brown QB Joe Burrow RB De'Von Achane RB Chuba Hubbard TE Tyler Warren WR Ja'Marr Chase WR Marvin Mims Jr. WR Elic Ayomanor,,,
2041,4850735861,KabyRabbi123,0,142.84,DST Rams  FLEX Rome Odunze QB Trevor Lawrence RB Jahmyr Gibbs RB Chase Brown TE Theo Johnson WR Brian Thomas Jr. WR Garrett Wilson WR Davante Adams,,,
2041,4851752814,davidmontreal,0,142.84,DST Titans  FLEX Marvin Harrison Jr. QB Dak Prescott RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2041,4852841962,stevecaswell,0,142.84,DST Saints  FLEX Harold Fannin Jr. QB Joe Burrow RB D'Andre Swift RB Travis Etienne Jr. TE Trey McBride WR Ja'Marr Chase WR Tee Higgins WR Jaxon Smith-Njigba,,,
2045,4846267997,the_answer_uab,0,142.8,DST Rams  FLEX Chase Brown QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Chris Olave WR Kayshon Boutte,,,
2045,4851783244,FingerPickinGood,0,142.8,DST Rams  FLEX Tee Higgins QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Brenton Strange WR Jaxon Smith-Njigba WR DeVonta Smith WR Tetairoa McMillan,,,
2045,4854422028,djquez01,0,142.8,DST Cardinals  FLEX Malik Nabers QB Kyler Murray RB Kyren Williams RB Chuba Hubbard TE Hunter Henry WR CeeDee Lamb WR Marvin Harrison Jr. WR Elic Ayomanor,,,
2045,4845228908,Sanddog1,0,142.79999,DST Saints  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,,,
2045,4847203847,SeanBulldogs,0,142.79999,DST Saints  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,,,
2045,4850656493,Moose5454,0,142.79999,DST Saints  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,,,
2045,4851643362,jdgaub,0,142.79999,DST Saints  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,,,
2052,4853983096,Vindogg71,0,142.78,DST Rams  FLEX Puka Nacua QB Caleb Williams RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,,,
2052,4854456210,martinb23,0,142.78,DST 49ers  FLEX Amon-Ra St. Brown QB Justin Fields RB D'Andre Swift RB Dylan Sampson TE Dalton Kincaid WR Ja'Marr Chase WR Garrett Wilson WR Kayshon Boutte,,,
2054,4850661856,SweaterDog,0,142.76,DST Rams  FLEX Breece Hall QB Joe Flacco RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2054,4852267888,Mroecker,0,142.76,DST Patriots  FLEX Ja'Marr Chase QB Mac Jones RB Derrick Henry RB James Conner TE Harold Fannin Jr. WR CeeDee Lamb WR Ricky Pearsall WR Alec Pierce,,,
2054,4853616007,ryanperrybond,0,142.76,DST Rams  FLEX Harold Fannin Jr. QB Mac Jones RB Saquon Barkley RB Kyren Williams TE Hunter Henry WR CeeDee Lamb WR Malik Nabers WR Garrett Wilson,,,
2057,4849813601,Jonnysi10,0,142.72,DST Rams  FLEX Cedric Tillman QB Josh Allen RB Christian McCaffrey RB David Montgomery TE Brenton Strange WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Chris Olave,,,
2058,4845872485,dpretty1234,0,142.7,DST Rams  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR Puka Nacua WR Jaxon Smith-Njigba WR Elic Ayomanor,,,
2058,4847113786,DCLEM300,0,142.7,DST Steelers  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Kayshon Boutte,,,
2058,4850657141,seapackers,0,142.7,DST Seahawks  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Brian Thomas Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan,,,
2058,4851092395,markd2214,0,142.7,DST Rams  FLEX De'Von Achane QB Drake Maye RB James Conner RB Travis Etienne Jr. TE Tyler Warren WR Puka Nacua WR Hollywood Brown WR Keon Coleman,,,
2058,4852076813,harverad,0,142.7,DST Cowboys  FLEX Chris Olave QB Drake Maye RB Christian McCaffrey RB Tony Pollard TE Sam LaPorta WR Ja'Marr Chase WR Tetairoa McMillan WR Hollywood Brown,,,
2058,4852470163,StarFox01,0,142.7,DST Seahawks  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Brian Thomas Jr. WR Tee Higgins WR Hollywood Brown,,,
2058,4854215636,key134,0,142.7,DST Ravens  FLEX Chris Olave QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Calvin Ridley,,,
2065,4853744637,madpossum,0,142.65999,DST Broncos  FLEX Rashid Shaheed QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Ja'Marr Chase WR Brian Thomas Jr. WR Ricky Pearsall,,,
2066,4853707678,markpolsen21,0,142.64,DST Rams  FLEX Breece Hall QB Joe Burrow RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Elic Ayomanor,,,
2067,4846505835,civillobo,0,142.59999,DST Seahawks  FLEX Christian McCaffrey QB Drake Maye RB Chase Brown RB Kyren Williams TE Jake Ferguson WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,,,
2067,4846888077,strumpfadam,0,142.59999,DST Rams  FLEX Javonte Williams QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Jaxon Smith-Njigba WR Marvin Harrison Jr. WR Cedric Tillman,,,
2067,4850973320,theonlyhanch,0,142.59999,DST Panthers  FLEX Hollywood Brown QB Lamar Jackson RB De'Von Achane RB Kyren Williams TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Calvin Ridley,,,
2067,4851251283,dhoye,0,142.59999,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Jaxon Smith-Njigba WR Jerry Jeudy WR Kayshon Boutte,,,
2071,4849762638,Pjg1979,0,142.52,DST Saints  FLEX Juwan Johnson QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2071,4852558695,tjrobson,0,142.51999,DST Patriots  FLEX Hollywood Brown QB Josh Allen RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,,,
2073,4850658569,Rosso624,0,142.5,DST Dolphins  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Davante Adams WR Tetairoa McMillan,,,
2073,4851293331,CHADDIEHL,0,142.5,DST Patriots  FLEX Ja'Marr Chase QB Drake Maye RB Christian McCaffrey RB James Conner TE Brenton Strange WR DeVonta Smith WR Ricky Pearsall WR Keon Coleman,,,
2073,4852675778,acloud0707,0,142.5,DST Rams  FLEX Tee Higgins QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Zay Flowers WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2073,4849717877,stupacjmu,0,142.49998,DST Seahawks  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Calvin Ridley,,,
2073,4851674435,jhelsper,0,142.49998,DST Seahawks  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Calvin Ridley,,,
2073,4852779005,flansens,0,142.49998,DST Seahawks  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Calvin Ridley,,,
2079,4854447021,ihavefun11,0,142.47998,DST 49ers  FLEX Javonte Williams QB Justin Fields RB Saquon Barkley RB James Cook TE Tyler Warren WR Marvin Harrison Jr. WR Ricky Pearsall WR Rome Odunze,,,
2080,4854283194,Tmoffis23,0,142.44,DST Rams  FLEX Chris Olave QB Joe Burrow RB Chase Brown RB Javonte Williams TE Juwan Johnson WR Ja'Marr Chase WR DeVonta Smith WR Jaylen Waddle,,,
2081,4847110527,damageinc88,0,142.4,DST Seahawks  FLEX Cedric Tillman QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Puka Nacua WR Ricky Pearsall WR Hollywood Brown,,,
2081,4847624320,luqai,0,142.4,DST Seahawks  FLEX Cedric Tillman QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Puka Nacua WR Ricky Pearsall WR Hollywood Brown,,,
2081,4848859876,gkoclanis,0,142.4,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Tetairoa McMillan,,,
2081,4851988092,ElmoyHayes1,0,142.4,DST Saints  FLEX James Conner QB Lamar Jackson RB De'Von Achane RB Chase Brown TE Juwan Johnson WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,,,
2081,4854118181,kingcgk,0,142.4,DST Steelers  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2086,4846381382,DJmurphyg,0,142.37999,DST Cardinals  FLEX James Conner QB Caleb Williams RB Breece Hall RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,,,
2087,4854011663,nole4ever,0,142.35999,DST Ravens  FLEX Jaxon Smith-Njigba QB Mac Jones RB James Conner RB Travis Etienne Jr. TE Hunter Henry WR CeeDee Lamb WR Puka Nacua WR JuJu Smith-Schuster,,,
