Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,cash_win,lineup_rating,cash_result
3630,4853464187,gopherhockey14,0,127.42,DST Lions  FLEX Ja'Marr Chase QB Aaron Rodgers RB Jahmyr Gibbs RB Travis Etienne Jr. TE Chig Okonkwo WR DK Metcalf WR Marvin Harrison Jr. WR Michael Pittman Jr.,False,8.364388017588329,Loss
3630,4854364316,dwstarnes1405,0,127.42,DST Broncos  FLEX Chase Brown QB Josh Allen RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Hollywood Brown WR Keon Coleman WR Rome Odunze,False,17.837887303591888,Loss
3632,4851329766,Jrdelgado305,0,127.4,DST Colts  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Jaxon Smith-Njigba WR DeVonta Smith WR Cedric Tillman,False,16.588191653097798,Loss
3632,4853181872,jbrauniii,0,127.399994,DST Rams  FLEX Chris Olave QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR Puka Nacua WR Hollywood Brown WR Cedric Tillman,False,19.349615913060536,Loss
3634,4854492306,ledouski1980,0,127.32,DST Seahawks  FLEX Christian McCaffrey QB Josh Allen RB D'Andre Swift RB Travis Etienne Jr. TE Tyler Warren WR George Pickens WR DeVonta Smith WR Hollywood Brown,False,13.80661101167548,Loss
3634,4852340867,PugMahone,0,127.31999,DST Patriots  FLEX Chase Brown QB Josh Allen RB Breece Hall RB Travis Etienne Jr. TE Dalton Kincaid WR CeeDee Lamb WR Keon Coleman WR Rome Odunze,False,9.795491101218653,Loss
3636,4853939679,tndkd,0,127.3,DST Cowboys  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Calvin Ridley,False,20.095402027065074,Loss
3636,4854008986,bcann21,0,127.3,DST Cowboys  FLEX Javonte Williams QB Lamar Jackson RB De'Von Achane RB Breece Hall TE Dalton Kincaid WR Jaxon Smith-Njigba WR Marvin Harrison Jr. WR DeVonta Smith,False,9.271425183269521,Loss
3636,4854443635,dhallii,0,127.3,DST Cowboys  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Calvin Ridley,False,20.095402027065074,Loss
3636,4849904935,Mquickster,0,127.299995,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Chase Brown TE Grant Calcaterra WR Tee Higgins WR Hollywood Brown WR Chris Olave,False,20.65978070793337,Loss
3636,4851401471,FatedTitan,0,127.299995,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,False,20.337278604580057,Loss
3636,4853138521,blambeth2424,0,127.299995,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,False,20.337278604580057,Loss
3636,4854458601,cseaman,0,127.299995,DST Patriots  FLEX Zach Charbonnet QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Trey McBride WR CeeDee Lamb WR Kayshon Boutte WR Cedric Tillman,False,13.363170619564674,Loss
3643,4853464839,ASexyGentleman,0,127.26001,DST Cowboys  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,False,21.466035966316653,Loss
3643,4852204034,basolo,0,127.26,DST Rams  FLEX James Conner QB Joe Flacco RB Chase Brown RB Kyren Williams TE Sam LaPorta WR Malik Nabers WR Jaxon Smith-Njigba WR Cedric Tillman,False,13.786454630215896,Loss
3645,4853053079,imrobins,0,127.240005,DST Cowboys  FLEX Hollywood Brown QB Joe Burrow RB De'Von Achane RB Tony Pollard TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Travis Hunter,False,14.653179032977924,Loss
3645,4854427908,danjay72,0,127.23999,DST Bears  FLEX Chris Olave QB Jalen Hurts RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Kayshon Boutte,False,14.41130245546294,Loss
3647,4853939507,jdude89z,0,127.22,DST Rams  FLEX Travis Etienne Jr. QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Ricky Pearsall,False,21.788538069669965,Loss
3648,4852447841,Israelnz26,0,127.200005,DST Saints  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Chris Olave,False,19.611648872035104,Loss
3648,4852990581,mppl..2015,0,127.200005,DST Saints  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Tee Higgins WR DeVonta Smith WR Hollywood Brown,False,19.772899923711762,Loss
3650,4850394324,TdMustang56,0,127.18,DST Rams  FLEX Puka Nacua QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Jaxon Smith-Njigba WR Hollywood Brown WR Cedric Tillman,False,20.78071899669086,Loss
3650,4853486140,GDizzle33,0,127.18,DST Seahawks  FLEX Kayshon Boutte QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,False,17.837887303591884,Loss
3652,4854392667,SmashRadicals,0,127.15999,DST Rams  FLEX Derrick Henry QB Mac Jones RB Javonte Williams RB Travis Etienne Jr. TE Dalton Kincaid WR Puka Nacua WR A.J. Brown WR Ricky Pearsall,False,13.201919567888016,Loss
3653,4854405087,northpurpvike,0,127.13999,DST Saints  FLEX TreVeyon Henderson QB Joe Burrow RB De'Von Achane RB Travis Etienne Jr. TE Brenton Strange WR Ja'Marr Chase WR Tee Higgins WR Stefon Diggs,False,11.246750566308558,Loss
3654,4847245582,SavvySamurai,0,127.100006,DST Rams  FLEX Garrett Wilson QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,False,19.712430779333015,Loss
3654,4853089338,scottrfriedman,0,127.100006,DST Jets  FLEX Michael Pittman Jr. QB Lamar Jackson RB De'Von Achane RB Alvin Kamara TE Trey McBride WR Jaxon Smith-Njigba WR DK Metcalf WR Rashod Bateman,False,10.0776804416528,Loss
3654,4851771116,PS1993,0,127.1,DST Patriots  FLEX Travis Etienne Jr. QB Drake Maye RB Chase Brown RB Kyren Williams TE Tyler Warren WR CeeDee Lamb WR DeVonta Smith WR Hollywood Brown,False,14.391146074003357,Loss
3654,4854406131,lowercase11,0,127.1,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Zay Flowers WR Ricky Pearsall WR JuJu Smith-Schuster,False,20.317122223120474,Loss
3654,4854252685,Brady123456,0,127.09998,DST Cowboys  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Tony Pollard TE Dalton Kincaid WR CeeDee Lamb WR Khalil Shakir WR Kayshon Boutte,False,12.012693061772678,Loss
3659,4847214570,mddavis93,0,127.08001,DST Ravens  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Chris Olave WR Tyquan Thornton,False,18.3821096030006,Loss
3659,4852912325,flint3680,0,127.08,DST Cardinals  FLEX Juwan Johnson QB Justin Fields RB Christian McCaffrey RB James Conner TE Jonnu Smith WR CeeDee Lamb WR Puka Nacua WR Xavier Legette,False,13.504265289781749,Loss
3661,4848730525,oledrty,0,127.06,DST Titans  FLEX Tony Pollard QB Mac Jones RB Christian McCaffrey RB James Conner TE Travis Kelce WR Puka Nacua WR DeVonta Smith WR Ricky Pearsall,False,17.394446911481083,Loss
3661,4854432943,Stepusin,0,127.05999,DST Rams  FLEX Javonte Williams QB Mac Jones RB Christian McCaffrey RB Breece Hall TE Hunter Henry WR Puka Nacua WR A.J. Brown WR Keon Coleman,False,16.70912994185529,Loss
3663,4852362359,sprincess,0,127.04,DST Cowboys  FLEX Juwan Johnson QB Joe Burrow RB Chase Brown RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR Travis Hunter,False,14.471771599841684,Loss
3663,4854447410,DocBrown88,0,127.04,DST Steelers  FLEX Breece Hall QB Joe Burrow RB Travis Etienne Jr. RB Rhamondre Stevenson TE Tyler Warren WR Ja'Marr Chase WR DK Metcalf WR Calvin Ridley,False,10.762997411278588,Loss
3665,4850130274,rbcbrian,0,127.0,DST Rams  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,False,21.707912543831636,Loss
3665,4851604501,austingozzie,0,127.0,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB Chase Brown RB Javonte Williams TE Tyler Warren WR Travis Hunter WR Hollywood Brown WR Chris Olave,False,17.716949014834395,Loss
3667,4847232521,CRH11,0,126.98,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR DK Metcalf WR Calvin Ridley,False,21.707912543831643,Loss
3668,4853867548,Rickydx13,0,126.93999,DST Cowboys  FLEX CeeDee Lamb QB Bo Nix RB Javonte Williams RB Travis Etienne Jr. TE Jake Ferguson WR Brian Thomas Jr. WR Marvin Harrison Jr. WR Ricky Pearsall,False,10.178462348950712,Loss
3669,4852831559,amsmith2000,0,126.92,DST Panthers  FLEX Kayshon Boutte QB Josh Allen RB Christian McCaffrey RB Javonte Williams TE Dalton Kincaid WR Puka Nacua WR Zay Flowers WR Keon Coleman,False,12.234413257828079,Loss
3669,4854165775,judwill,0,126.92,DST Cardinals  FLEX Ja'Marr Chase QB Aaron Rodgers RB Saquon Barkley RB David Montgomery TE Tyler Warren WR DK Metcalf WR Marvin Harrison Jr. WR Isaac TeSlaa,False,5.058741458216873,Loss
3671,4849806694,GOBLUEGSI45,0,126.9,DST Rams  FLEX Travis Etienne Jr. QB Kyler Murray RB Breece Hall RB Trey Benson TE Trey McBride WR Ja'Marr Chase WR DeVonta Smith WR Cedric Tillman,False,11.44831438090438,Loss
3671,4854443741,rhavelka,0,126.9,DST Cardinals  FLEX James Cook QB Lamar Jackson RB David Montgomery RB Dylan Sampson TE David Njoku WR Garrett Wilson WR Zay Flowers WR Khalil Shakir,False,3.8896713335611164,Loss
3671,4852410082,msd6438,0,126.899994,DST Rams  FLEX Cedric Tillman QB Drake Maye RB Derrick Henry RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Ricky Pearsall,False,14.370989692543775,Loss
3674,4846224100,Hoopsman1982,0,126.880005,DST Saints  FLEX Jaxon Smith-Njigba QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tetairoa McMillan WR Hollywood Brown,False,21.84900721404871,Loss
3675,4854179047,AlexMitchell72,0,126.86001,DST Rams  FLEX Travis Etienne Jr. QB Mac Jones RB Derrick Henry RB Christian McCaffrey TE Juwan Johnson WR Garrett Wilson WR Jaxon Smith-Njigba WR Hollywood Brown,False,19.268990387222207,Loss
3676,4852821791,switchfeet21,0,126.84001,DST Rams  FLEX Harold Fannin Jr. QB Joe Burrow RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Ja'Marr Chase WR Hollywood Brown WR Chris Olave,False,22.05057102864453,Loss
3676,4854183711,pokey6744,0,126.84001,DST Saints  FLEX Mark Andrews QB Joe Burrow RB De'Von Achane RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR Tyreek Hill WR Hollywood Brown,False,14.713648177356669,Loss
3676,4852511923,thomasj020300,0,126.840004,DST Dolphins  FLEX Puka Nacua QB Trevor Lawrence RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Brian Thomas Jr. WR Chris Olave WR Calvin Ridley,False,19.591492490575526,Loss
3676,4853059637,FMGator15,0,126.840004,DST Rams  FLEX DeVonta Smith QB Joe Burrow RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Keon Coleman,False,21.08306471858459,Loss
3680,4848843363,jwalsh3032,0,126.8,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB Kyren Williams RB Travis Etienne Jr. TE Brenton Strange WR Garrett Wilson WR Tyreek Hill WR DeVonta Smith,False,16.99131928228944,Loss
3680,4849805125,klausnerkris,0,126.8,DST Saints  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR DJ Moore WR Chris Olave,False,18.68445532489433,Loss
3680,4851566884,Discount,0,126.8,DST Rams  FLEX Derrick Henry QB Drake Maye RB Javonte Williams RB Travis Etienne Jr. TE Tyler Warren WR Garrett Wilson WR Jameson Williams WR Keon Coleman,False,9.049704987214117,Loss
3680,4853925379,KellyV23,0,126.8,DST 49ers  FLEX James Cook QB Drake Maye RB Jahmyr Gibbs RB Javonte Williams TE Hunter Henry WR Brian Thomas Jr. WR Garrett Wilson WR DeMario Douglas,False,6.751877500821765,Loss
3684,4846081974,joeydowntown,0,126.76,DST Patriots  FLEX Chase Brown QB Mac Jones RB Derrick Henry RB Christian McCaffrey TE Harold Fannin Jr. WR Puka Nacua WR Chris Olave WR Calvin Ridley,False,18.603829799056005,Loss
3685,4854434220,cbutler444,0,126.73999,DST Patriots  FLEX Ja'Marr Chase QB Joe Burrow RB Jahmyr Gibbs RB D'Andre Swift TE Jake Ferguson WR Khalil Shakir WR Travis Hunter WR Calvin Ridley,False,8.223293347371254,Loss
3686,4846374591,danmilonas,0,126.72,DST Rams  FLEX James Conner QB Josh Allen RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Joshua Palmer,False,19.188364861383878,Loss
3687,4851974465,Ben2Jones,0,126.700005,DST Patriots  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Chris Olave WR JuJu Smith-Schuster,False,16.930850137910692,Loss
3687,4853451858,jcarlson7,0,126.700005,DST Titans  FLEX Breece Hall QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR DeVonta Smith WR Hollywood Brown,False,18.321640458621854,Loss
3687,4854456984,devildogdoss1969,0,126.69999,DST Broncos  FLEX Gunnar Helm QB Lamar Jackson RB James Cook RB Travis Etienne Jr. TE George Kittle WR Puka Nacua WR Jaxon Smith-Njigba WR Khalil Shakir,False,6.7115647379026,Loss
3690,4851551342,benlc,0,126.68,DST Rams  FLEX A.J. Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Chris Olave,False,20.881500903988776,Loss
3691,4849471618,bedellg,0,126.66,DST Steelers  FLEX CeeDee Lamb QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Brenton Strange WR Garrett Wilson WR Jaxon Smith-Njigba WR Hollywood Brown,False,18.503047891758094,Loss
3692,4853956980,ian.mccarthy11,0,126.619995,DST Dolphins  FLEX De'Von Achane QB Josh Allen RB Breece Hall RB Tyrone Tracy Jr. TE Dalton Kincaid WR Tee Higgins WR Davante Adams WR George Pickens,False,7.59844552212421,Loss
3693,4854272830,bigbrown1013,0,126.6,DST Giants  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Brian Thomas Jr. WR Tee Higgins WR Kayshon Boutte,False,18.120076644026035,Loss
3694,4850695941,raygo,0,126.579994,DST Seahawks  FLEX Travis Etienne Jr. QB Justin Fields RB Christian McCaffrey RB James Conner TE Tyler Warren WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,False,19.047270191166806,Loss
3695,4854195481,FordOSU,0,126.54001,DST Rams  FLEX Travis Kelce QB Joe Burrow RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Chris Olave,False,21.506348729235818,Loss
3695,4847320237,fandk,0,126.54,DST Rams  FLEX Travis Etienne Jr. QB Joe Burrow RB Christian McCaffrey RB James Conner TE Grant Calcaterra WR Ja'Marr Chase WR Stefon Diggs WR Chris Olave,False,17.434759674400244,Loss
3695,4848990034,michaelthurmond,0,126.54,DST Saints  FLEX Kayshon Boutte QB Joe Burrow RB Christian McCaffrey RB Dylan Sampson TE Juwan Johnson WR Ja'Marr Chase WR Brian Thomas Jr. WR Hollywood Brown,False,15.519903435739952,Loss
3695,4852499913,Dvisocky,0,126.54,DST Cardinals  FLEX Calvin Ridley QB Bo Nix RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Chris Olave,False,18.24101493278353,Loss
3699,4851127662,ScottB7,0,126.520004,DST 49ers  FLEX Garrett Wilson QB Aaron Rodgers RB Breece Hall RB Travis Etienne Jr. TE Trey McBride WR DK Metcalf WR George Pickens WR Rome Odunze,False,7.880634862558358,Loss
3700,4846814170,lbae,0,126.50001,DST Saints  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR DeVonta Smith WR Chris Olave,False,19.289146768681793,Loss
3700,4854068106,FFBlitz06,0,126.50001,DST Rams  FLEX Tony Pollard QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR DeVonta Smith WR Chris Olave,False,20.619467945014208,Loss
3700,4846249520,kborgognoni,0,126.5,DST Patriots  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Chris Olave,False,20.034932882686327,Loss
3700,4846611293,ziegma02,0,126.5,DST Rams  FLEX Chris Olave QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,False,20.05508926414591,Loss
3700,4848150330,p8ntbllkip,0,126.5,DST Rams  FLEX Breece Hall QB Lamar Jackson RB Christian McCaffrey RB Chuba Hubbard TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Marvin Harrison Jr. WR Ricky Pearsall,False,17.716949014834395,Loss
3700,4853047825,RedZona13,0,126.5,DST Rams  FLEX Chris Olave QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,False,20.05508926414591,Loss
3700,4853218623,ql81,0,126.5,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR A.J. Brown WR DeVonta Smith WR Hollywood Brown,False,21.707912543831636,Loss
3700,4853563473,avirgile,0,126.5,DST Titans  FLEX DK Metcalf QB Drake Maye RB Christian McCaffrey RB Jahmyr Gibbs TE Brenton Strange WR CeeDee Lamb WR Hollywood Brown WR Stefon Diggs,False,14.733804558816251,Loss
3700,4854430606,maveeder,0,126.49999,DST Browns  FLEX Ricky Pearsall QB Drake Maye RB Christian McCaffrey RB Zach Charbonnet TE Trey McBride WR Puka Nacua WR George Pickens WR Jerry Jeudy,False,13.32285785664551,Loss
3709,4852280927,pmccabe61,0,126.479996,DST Steelers  FLEX Tyreek Hill QB Justin Fields RB D'Andre Swift RB Jaylen Warren TE Trey McBride WR Amon-Ra St. Brown WR Courtland Sutton WR Joshua Palmer,False,6.348749871630123,Loss
3710,4853472110,charlietuna454,0,126.46001,DST Broncos  FLEX Breece Hall QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,False,20.55899880063546,Loss
3711,4846434117,Rhino9636,0,126.44001,DST Giants  FLEX Christian McCaffrey QB Joe Burrow RB Kyren Williams RB TreVeyon Henderson TE Harold Fannin Jr. WR Ja'Marr Chase WR Tetairoa McMillan WR Chris Olave,False,16.78975546769362,Loss
3711,4853851626,weinreich77,0,126.44,DST Cowboys  FLEX DeVonta Smith QB Jalen Hurts RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Zay Flowers WR Jaxon Smith-Njigba WR Tetairoa McMillan,False,18.039451118187703,Loss
3713,4850598317,kickinggrass,0,126.420006,DST Rams  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Kayshon Boutte,False,19.692274397873433,Loss
3713,4854065320,RemH,0,126.420006,DST Rams  FLEX Rome Odunze QB Josh Allen RB Christian McCaffrey RB Breece Hall TE Hunter Henry WR CeeDee Lamb WR Hollywood Brown WR Cedric Tillman,False,15.963343827850755,Loss
3715,4850528279,chemgeek,0,126.4,DST Cowboys  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Trey McBride WR Jaxon Smith-Njigba WR Ricky Pearsall WR Elic Ayomanor,False,19.08758295408597,Loss
3715,4852503665,jaredkrupp,0,126.4,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB Chase Brown RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Calvin Ridley WR Josh Downs,False,20.075245645605495,Loss
3715,4854176105,Lazerbeak,0,126.4,DST Panthers  FLEX Breece Hall QB Drake Maye RB Christian McCaffrey RB James Conner TE Juwan Johnson WR CeeDee Lamb WR DeVonta Smith WR Hollywood Brown,False,15.802092776174101,Loss
3718,4854335936,JTI_Gsxr,0,126.36,DST Rams  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Trey McBride WR CeeDee Lamb WR Ricky Pearsall WR Cedric Tillman,False,21.264472151720835,Loss
3719,4849189883,Jmstultz,0,126.340004,DST Steelers  FLEX Saquon Barkley QB Jalen Hurts RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Hollywood Brown WR Rome Odunze WR Kayshon Boutte,False,15.983500209310337,Loss
3719,4853365425,PutMeInCoach,0,126.340004,DST Rams  FLEX Breece Hall QB Joe Burrow RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Kayshon Boutte,False,19.833369068090505,Loss
3719,4852437071,ms3913,0,126.34,DST Cardinals  FLEX Travis Hunter QB Trevor Lawrence RB Chase Brown RB Travis Etienne Jr. TE Chig Okonkwo WR Ja'Marr Chase WR Brian Thomas Jr. WR Keon Coleman,False,11.508783525283125,Loss
3722,4853587523,markatmsum,0,126.31999,DST Rams  FLEX Jahmyr Gibbs QB Aaron Rodgers RB Javonte Williams RB Travis Etienne Jr. TE Jonnu Smith WR Puka Nacua WR Marvin Harrison Jr. WR Keon Coleman,False,9.916429389976145,Loss
3723,4854255006,bmore57,0,126.299995,DST Patriots  FLEX Zach Charbonnet QB Lamar Jackson RB Jahmyr Gibbs RB Breece Hall TE Brenton Strange WR Ja'Marr Chase WR Hollywood Brown WR Kayshon Boutte,False,9.009392224294952,Loss
3724,4847874306,jelootens,0,126.28001,DST Seahawks  FLEX Breece Hall QB Justin Fields RB Javonte Williams RB Travis Etienne Jr. TE Pat Freiermuth WR CeeDee Lamb WR Garrett Wilson WR Jaxon Smith-Njigba,False,9.8559602455974,Loss
3724,4850472398,dvjr1983,0,126.28001,DST Rams  FLEX James Conner QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Malik Nabers WR Hollywood Brown WR Chris Olave,False,21.54666149215498,Loss
3724,4854396036,tlimpert,0,126.28,DST Rams  FLEX Jake Ferguson QB Patrick Mahomes RB Chase Brown RB James Cook TE Sam LaPorta WR Brian Thomas Jr. WR Zay Flowers WR DK Metcalf,False,12.214256876368495,Loss
3724,4854475567,murugc,0,126.27999,DST Cowboys  FLEX Travis Kelce QB Caleb Williams RB De'Von Achane RB Dylan Sampson TE Evan Engram WR Puka Nacua WR Garrett Wilson WR Jaxon Smith-Njigba,False,8.908610316997043,Loss
3728,4849579347,jthuline5,0,126.26,DST Patriots  FLEX Keon Coleman QB Joe Flacco RB Christian McCaffrey RB Alvin Kamara TE Juwan Johnson WR CeeDee Lamb WR Garrett Wilson WR Jerry Jeudy,False,12.617384505560137,Loss
3728,4853701059,eohlendorf,0,126.259995,DST Cardinals  FLEX Jahmyr Gibbs QB Joe Flacco RB Saquon Barkley RB Christian McCaffrey TE Brenton Strange WR Tetairoa McMillan WR Jerry Jeudy WR Cedric Tillman,False,10.642059122521099,Loss
3730,4849777207,scratchmyjock,0,126.240005,DST Steelers  FLEX Kareem Hunt QB Bo Nix RB Jahmyr Gibbs RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR DeVonta Smith WR Jerry Jeudy,False,11.6498781955002,Loss
3731,4852398613,joshh07,0,126.22,DST Saints  FLEX Chuba Hubbard QB Josh Allen RB Christian McCaffrey RB TreVeyon Henderson TE Harold Fannin Jr. WR Puka Nacua WR Tetairoa McMillan WR Keon Coleman,False,13.988018444811718,Loss
3732,4846350825,childeroland42,0,126.200005,DST Rams  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Jaxon Smith-Njigba WR DeVonta Smith WR Cedric Tillman,False,19.470554201818032,Loss
3732,4848816765,Dr.Dre238,0,126.200005,DST Rams  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Jaxon Smith-Njigba WR DeVonta Smith WR Cedric Tillman,False,19.470554201818032,Loss
3732,4850262024,Briansarah2,0,126.200005,DST Rams  FLEX Cedric Tillman QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Jaxon Smith-Njigba WR DeVonta Smith WR Hollywood Brown,False,19.47055420181803,Loss
3732,4852332973,Orsho,0,126.200005,DST Rams  FLEX DeVonta Smith QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Tetairoa McMillan WR Hollywood Brown,False,22.51416780221492,Loss
3732,4854463621,sandoria24,0,126.2,DST Lions  FLEX Jahmyr Gibbs QB Drake Maye RB Christian McCaffrey RB Tony Pollard TE Harold Fannin Jr. WR Garrett Wilson WR Tee Higgins WR Stefon Diggs,False,15.136932188007892,Loss
3737,4846696186,ABman04,0,126.17999,DST Rams  FLEX Amon-Ra St. Brown QB Justin Fields RB D'Andre Swift RB Travis Etienne Jr. TE Trey McBride WR Garrett Wilson WR Ricky Pearsall WR Stefon Diggs,False,11.46847076236396,Loss
3738,4850598348,alexgalow,0,126.16,DST Patriots  FLEX Pat Freiermuth QB Joe Flacco RB Derrick Henry RB Saquon Barkley TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR Olamide Zaccheaus,False,7.316256181690061,Loss
3738,4854369183,gbell1975,0,126.16,DST Saints  FLEX Chase Brown QB Mac Jones RB Derrick Henry RB Christian McCaffrey TE Grant Calcaterra WR Malik Nabers WR Tee Higgins WR Hollywood Brown,False,18.220858551323946,Loss
