Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,cash_win,lineup_rating,cash_result
1194,4849892579,aspeller7575,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849902797,blackburn72419,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849913530,patmueller21,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849922288,cblackm3,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849930471,Kingsindian2200,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849935269,camk16,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849941534,000-pRiNcEsS-000,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849957077,Will678,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849961739,ztrivett21,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849969558,prezindashaus,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849979020,ak30,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849993846,TJB128,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4849995112,jdwdj2020,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850023000,cmahon23,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850025771,scottyfootball92,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850031165,alexvansoelen,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850033680,g_rock65,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850042220,joejast,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850050713,chucktaylor81,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850064291,Craig039,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850076242,Mr._Bad,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850091456,zbark2,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850106157,ss42004,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850107943,getrammed77,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850110131,ahayet1,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850139223,ArmTheNeutral,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850143377,brknets23,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850147944,colds137,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850165455,BubRub,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850166698,tmcgee09,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850187548,Mcoleman1902,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850225740,shadyx25,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850262881,Standish,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850278158,opatlion,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850322093,ChocFrogAddict,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850326529,heffleyr,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850330036,Rains,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850396884,uncjeff,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850397339,dlehigh14,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850419378,piep15,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850427366,onemoretimemx,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850427800,jdn34,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850444221,JacksonFillmore,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850447422,tarhokie3,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850486030,braden1414,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850488842,mik.h.werdna,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850518618,shiposki75,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850520486,TyChi,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850525871,ryanking1,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850540159,notadonkey,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850549036,Miek4,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850550627,drtrent,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850552622,mehta131,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850564373,allegedlegend,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850575366,DoubleW720,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850578631,wakeboarder1023,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850604775,jwelks11,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850609782,Orochi,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850612388,VChair23,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850616172,apacelli,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850642583,seanyman84,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850643604,vtieu,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850659795,MrMactober,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850663028,Bgoebert,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850671016,ccshrts,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850673599,stephenpolansky,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850682652,YoMr_757,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850691710,Austen.A,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850694828,Fry1077,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850700842,ddj1,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850734741,otatoptroy,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850751119,crclngthdrn,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850766000,Swizurk,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850812632,BoostedRS,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850813827,GordonGecko,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850815171,atriola,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850817889,mcp15,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850891027,bryanbigbets,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850915231,jzelnick1,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850915964,JADEDPICKS,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850919024,idlehands44,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850922907,allyoucanbe,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850946364,bbarks,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850964827,coreschke,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850969213,TheGrizzly10,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850985232,BigJoser82,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4850996374,St.Steven,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851000124,konen10,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851023721,T4trixx1989,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851035483,afeldhaus02,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851037646,mitchkenyon11,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851041943,Mangino69,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851053023,coachdejesus,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851057381,atriz8,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851060449,doug22176,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851081541,jutter02,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851129552,dmass,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851140795,scuz_cuz,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851142647,RickyBobby5278,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851183519,andgue21,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851219459,nickkoul,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851239955,jddowning10,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851242480,CHaufff,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851259142,CaliBadBoy,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851288497,Gronkowski69,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851327396,HeyKidMove,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851356204,kmoff77,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851379626,thewayofwade,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851380441,aidenbart123,0,145.4,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851383175,bdpga11,0,145.4,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
1194,4851387683,Jc0391,0,145.4,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,True,23.34057944205778,Win
