sum_projpts,avg_projpts,std_projpts,sum_projown,max_projown,num_chalk,num_value,sum_value,avg_salary,num_stacks,qb_wr_stacks,pos_rb,pos_wr,pos_te,pos_qb,pos_dst,avg_floor,min_floor,num_boom_bust,target_points,target_cash
141.0,15.666666666666666,4.179579989531112,173.2,31.6,0,5,25.519008498803526,5555.555555555556,0,0,0,0,0,1,1,15.25,0.0,0,189.28,1
141.0,15.666666666666666,4.179579989531112,173.2,31.6,0,5,25.519008498803526,5555.555555555556,0,0,0,0,0,1,1,15.25,0.0,0,189.28,1
141.0,15.666666666666666,4.179579989531112,173.2,31.6,0,5,25.519008498803526,5555.555555555556,0,0,0,0,0,1,1,15.25,0.0,0,189.28,1
141.0,15.666666666666666,4.179579989531112,173.2,31.6,0,5,25.519008498803526,5555.555555555556,0,0,0,0,0,1,1,15.25,0.0,0,189.28,1
141.0,15.666666666666666,4.179579989531112,173.2,31.6,0,5,25.519008498803526,5555.555555555556,0,0,0,0,0,1,1,15.25,0.0,0,189.28,1
141.0,15.666666666666666,4.179579989531112,173.2,31.6,0,5,25.519008498803526,5555.555555555556,0,0,0,0,0,1,1,15.25,0.0,0,189.28,1
141.0,15.666666666666666,4.179579989531112,173.2,31.6,0,5,25.519008498803526,5555.555555555556,0,0,0,0,0,1,1,15.25,0.0,0,189.28,1
141.0,15.666666666666666,4.179579989531112,173.2,31.6,0,5,25.519008498803526,5555.555555555556,0,0,0,0,0,1,1,15.25,0.0,0,189.28,1
139.7,15.52222222222222,4.292571821123809,174.29999999999998,38.5,0,6,25.473474848617958,5533.333333333333,0,0,0,0,0,1,1,13.216666666666667,0.0,0,189.18,1
139.7,15.52222222222222,4.292571821123809,174.29999999999998,38.5,0,6,25.473474848617958,5533.333333333333,0,0,0,0,0,1,1,13.216666666666667,0.0,0,189.18,1
139.7,15.52222222222222,4.292571821123809,174.29999999999998,38.5,0,6,25.473474848617958,5533.333333333333,0,0,0,0,0,1,1,13.216666666666667,0.0,0,189.18,1
139.7,15.52222222222222,4.292571821123809,174.29999999999998,38.5,0,6,25.473474848617958,5533.333333333333,0,0,0,0,0,1,1,13.216666666666667,0.0,0,189.18,1
139.7,15.52222222222222,4.292571821123809,174.29999999999998,38.5,0,6,25.473474848617958,5533.333333333333,0,0,0,0,0,1,1,13.216666666666667,0.0,0,189.18,1
139.7,15.52222222222222,4.292571821123809,174.29999999999998,38.5,0,6,25.473474848617958,5533.333333333333,0,0,0,0,0,1,1,13.216666666666667,0.0,0,189.18,1
139.7,15.52222222222222,4.292571821123809,174.29999999999998,38.5,0,6,25.473474848617958,5533.333333333333,0,0,0,0,0,1,1,13.216666666666667,0.0,0,189.18,1
142.5,15.833333333333334,4.505798732990881,158.7,31.6,0,5,25.756870446521482,5533.333333333333,0,0,0,0,0,1,1,18.12111111111111,7.0,0,189.02,1
142.5,15.833333333333334,4.505798732990881,158.7,31.6,0,5,25.756870446521482,5533.333333333333,0,0,0,0,0,1,1,18.12111111111111,7.0,0,189.02,1
142.5,15.833333333333334,4.505798732990881,158.7,31.6,0,5,25.756870446521482,5533.333333333333,0,0,0,0,0,1,1,18.12111111111111,7.0,0,189.02,1
146.9,16.322222222222223,5.445033981687202,165.9,31.6,0,5,26.222463109907558,5555.555555555556,0,0,0,0,0,1,1,17.481111111111108,7.15,0,188.93999,1
139.4,15.488888888888887,4.616984211568905,148.9,31.6,0,6,24.99268933457843,5555.555555555556,0,0,0,0,0,1,1,16.732222222222223,7.0,0,188.82,1
137.6,15.288888888888888,4.011218835118557,130.4,31.6,0,7,25.19566149693198,5544.444444444444,0,0,0,0,0,1,1,12.427777777777777,0.0,0,188.78001,1
135.4,15.044444444444444,3.780097327115948,129.8,31.6,0,6,24.678470220359312,5555.555555555556,0,0,0,0,0,1,1,13.56111111111111,0.0,0,188.68001,1
136.4,15.155555555555557,3.498606424503941,177.9,38.5,0,6,25.385044061222604,5422.222222222223,0,0,0,0,0,1,1,14.711111111111112,0.0,0,188.48,1
144.2,16.022222222222226,2.696820258410419,193.0,38.5,0,5,26.213399489578034,5544.444444444444,0,0,0,0,0,1,1,16.776666666666667,7.15,0,188.12,1
144.2,16.022222222222226,2.696820258410419,193.0,38.5,0,5,26.213399489578034,5544.444444444444,0,0,0,0,0,1,1,16.776666666666667,7.15,0,188.12,1
137.5,15.277777777777779,3.5558333224834864,178.29999999999998,38.5,0,6,24.989144206360486,5555.555555555556,0,0,0,0,0,1,1,14.38888888888889,0.0,0,187.92,1
137.5,15.277777777777779,3.555833322483486,178.29999999999998,38.5,0,6,24.989144206360486,5555.555555555556,0,0,0,0,0,1,1,14.38888888888889,0.0,0,187.92,1
137.3,15.255555555555556,3.0536357605360687,105.4,31.6,0,7,25.0897061710455,5555.555555555556,0,0,0,0,0,1,1,12.56777777777778,4.75,0,187.92,1
139.7,15.52222222222222,3.7852866551594735,167.7,38.5,0,6,25.409674218779593,5555.555555555556,0,0,0,0,0,1,1,15.594444444444443,0.0,0,187.78,1
139.7,15.52222222222222,3.7852866551594735,167.7,38.5,0,6,25.409674218779593,5555.555555555556,0,0,0,0,0,1,1,15.594444444444443,0.0,0,187.78,1
140.2,15.577777777777776,3.864303236829744,164.9,31.6,0,6,25.48525408117814,5555.555555555556,0,0,0,0,0,1,1,14.86111111111111,0.0,0,187.28,1
140.2,15.577777777777776,3.864303236829744,164.9,31.6,0,6,25.48525408117814,5555.555555555556,0,0,0,0,0,1,1,14.86111111111111,0.0,0,187.28,1
136.8,15.200000000000001,4.621688003316537,137.1,31.6,0,6,24.73788832340136,5544.444444444444,0,0,0,0,0,1,1,14.693333333333335,3.5,0,187.22,1
136.5,15.166666666666666,5.225152841996319,151.0,38.5,0,6,24.568592039791476,5533.333333333333,0,0,0,0,0,1,1,15.783333333333335,0.0,0,186.88,1
141.5,15.722222222222221,2.508553269550567,180.8,38.5,0,5,26.3797792930519,5511.111111111111,0,0,0,0,0,1,1,15.266666666666667,0.0,0,186.51999,1
142.5,15.833333333333334,5.000888809890586,163.4,38.5,0,6,25.520882372290572,5555.555555555556,0,0,0,0,0,1,1,16.214444444444446,7.15,0,186.43999,1
137.6,15.288888888888888,3.720347786742657,160.4,38.5,0,5,25.137371752179934,5477.777777777777,0,0,0,0,0,1,1,15.309999999999999,7.0,0,186.42,1
140.5,15.61111111111111,3.885712988899047,181.2,38.5,0,5,25.47501775016086,5544.444444444444,0,0,0,0,0,1,1,12.133333333333333,0.0,0,186.18,1
