Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,lineup_rating
2159,4853111097,asmith233,0,141.4,DST Rams  FLEX Juwan Johnson QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Hollywood Brown,144.05
2159,4853683521,chetwinn99,0,141.4,DST Rams  FLEX Juwan Johnson QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Hollywood Brown,144.05
2159,4854136914,bmcpherson,0,141.4,DST Rams  FLEX Juwan Johnson QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Hollywood Brown,144.05
2159,4854435763,JHolmes,0,141.4,DST Rams  FLEX Ricky Pearsall QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,144.85000000000002
2164,4847392028,akautza07,0,141.38,DST Patriots  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Brenton Strange WR Malik Nabers WR Jaxon Smith-Njigba WR Kayshon Boutte,126.99999999999999
2164,4850622178,chrisr0274,0,141.38,DST Panthers  FLEX Chuba Hubbard QB Justin Fields RB James Conner RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Calvin Ridley,118.95000000000002
2164,4854435328,EmPire2017,0,141.38,DST Bears  FLEX Khalil Shakir QB Patrick Mahomes RB Christian McCaffrey RB Travis Etienne Jr. TE Travis Kelce WR Puka Nacua WR Hollywood Brown WR Rome Odunze,115.7
2167,4850108440,roryf_doherty,0,141.36,DST Bears  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Jaxon Smith-Njigba,135.1
2167,4853804352,rebel141,0,141.36,DST Broncos  FLEX Kayshon Boutte QB Mac Jones RB Saquon Barkley RB James Conner TE Jake Ferguson WR Ja'Marr Chase WR Zay Flowers WR Ricky Pearsall,108.19999999999999
2167,4852582547,dannywohl,0,141.35999,DST Saints  FLEX Ja'Marr Chase QB Jared Goff RB Christian McCaffrey RB RJ Harvey TE Brenton Strange WR A.J. Brown WR Tyreek Hill WR JuJu Smith-Schuster,104.05
2170,4853459977,malvarado,0,141.34,DST Rams  FLEX Javonte Williams QB Dak Prescott RB Christian McCaffrey RB Travis Etienne Jr. TE Travis Kelce WR A.J. Brown WR Tee Higgins WR Cedric Tillman,126.65
2171,4851552204,GBux20,0,141.3,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Chris Olave,136.45000000000002
2171,4854260452,biggbenn,0,141.3,DST Titans  FLEX Brenton Strange QB Drake Maye RB Derrick Henry RB Christian McCaffrey TE Tyler Warren WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Kayshon Boutte,122.74999999999999
2173,4854450534,Swampdonkey018,0,141.28,DST Cowboys  FLEX Travis Kelce QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Jake Ferguson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,133.29999999999998
2174,4851285124,Ryenwhiskey,0,141.26,DST Saints  FLEX De'Von Achane QB Joe Flacco RB Derrick Henry RB Christian McCaffrey TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Elic Ayomanor,124.4
2175,4851883474,wjames12,0,141.24,DST Saints  FLEX Harold Fannin Jr. QB Trevor Lawrence RB Christian McCaffrey RB Breece Hall TE Brenton Strange WR Ja'Marr Chase WR CeeDee Lamb WR DeVonta Smith,125.3
2175,4854226444,TLCaskey,0,141.23999,DST Rams  FLEX Hollywood Brown QB Joe Burrow RB Breece Hall RB Travis Etienne Jr. TE Tyler Warren WR Ja'Marr Chase WR DeVonta Smith WR Rome Odunze,122.35
2177,4854382923,ffsean9809,0,141.22,DST Lions  FLEX De'Von Achane QB Josh Allen RB Chuba Hubbard RB Dylan Sampson TE Dalton Kincaid WR Jaxon Smith-Njigba WR DK Metcalf WR Davante Adams,99.05
2177,4854500621,chefbuckshot82,0,141.22,DST Rams  FLEX David Montgomery QB Aaron Rodgers RB James Cook RB Breece Hall TE Juwan Johnson WR Ja'Marr Chase WR Garrett Wilson WR Hollywood Brown,107.85000000000001
2179,4846344182,captmo49,0,141.2,DST Saints  FLEX Javonte Williams QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,136.75
2179,4847021785,Coachbox,0,141.2,DST Browns  FLEX Chuba Hubbard QB Lamar Jackson RB Jahmyr Gibbs RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Chris Olave WR Kayshon Boutte,116.3
2179,4849678120,sab389,0,141.2,DST Saints  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Grant Calcaterra WR Puka Nacua WR Tee Higgins WR Calvin Ridley,128.0
2179,4852427394,mremis,0,141.2,DST Rams  FLEX Kyren Williams QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Brian Thomas Jr. WR Jaxon Smith-Njigba WR Hollywood Brown,142.29999999999998
2183,4846326913,Lott_Lizzards8087,0,141.16,DST Colts  FLEX Travis Etienne Jr. QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Calvin Ridley,133.95000000000002
2183,4849873614,westgatejones,0,141.16,DST Seahawks  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB De'Von Achane TE Trey McBride WR Tee Higgins WR Jerry Jeudy WR Hollywood Brown,130.1
2183,4853106259,Leadpipe,0,141.16,DST Seahawks  FLEX Christian McCaffrey QB Mac Jones RB De'Von Achane RB Kyren Williams TE Trey McBride WR Tee Higgins WR Jerry Jeudy WR Hollywood Brown,130.1
2186,4854400690,mcplatinum,0,141.14,DST Cowboys  FLEX Garrett Wilson QB Dak Prescott RB Javonte Williams RB Travis Etienne Jr. TE Trey McBride WR Davante Adams WR Marvin Harrison Jr. WR Tetairoa McMillan,110.1
2187,4851931772,calebm555,0,141.09999,DST Saints  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Chris Olave,133.6
2187,4852254520,hawkeyek9,0,141.09999,DST Saints  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Chris Olave,133.6
2187,4853189755,omawyatt6,0,141.09999,DST Rams  FLEX Jaxon Smith-Njigba QB Drake Maye RB Chase Brown RB Chuba Hubbard TE Tyler Warren WR CeeDee Lamb WR Tee Higgins WR Kayshon Boutte,120.79999999999998
2187,4853527259,sam_rip47,0,141.09999,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR Puka Nacua WR Hollywood Brown WR Stefon Diggs,134.95000000000002
2191,4851520084,Edwin40hands,0,141.08,DST Rams  FLEX Rome Odunze QB Justin Fields RB Jahmyr Gibbs RB James Conner TE Jake Ferguson WR Garrett Wilson WR Tee Higgins WR Jaxon Smith-Njigba,124.15
2192,4846468060,wallow,0,141.06,DST Patriots  FLEX James Conner QB Jared Goff RB Jahmyr Gibbs RB Chuba Hubbard TE Brenton Strange WR Marvin Harrison Jr. WR Jameson Williams WR DJ Moore,95.55
2192,4854411864,mvrlaku123,0,141.05998,DST Bills  FLEX Breece Hall QB Mac Jones RB Christian McCaffrey RB Alvin Kamara TE George Kittle WR Amon-Ra St. Brown WR Ricky Pearsall WR Chris Olave,105.30000000000001
2194,4849590624,Sydemer24,0,141.04001,DST Panthers  FLEX Grant Calcaterra QB Joe Burrow RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR CeeDee Lamb WR Hollywood Brown,130.35
2194,4852429209,gopal_610,0,141.04,DST Colts  FLEX Cedric Tillman QB Dak Prescott RB Kyren Williams RB Travis Etienne Jr. TE Brenton Strange WR CeeDee Lamb WR Puka Nacua WR Jaxon Smith-Njigba,113.6
2194,4854379152,possy74,0,141.04,DST Rams  FLEX Hollywood Brown QB Jalen Hurts RB Breece Hall RB Chuba Hubbard TE Jonnu Smith WR Puka Nacua WR Tyreek Hill WR Rome Odunze,106.39999999999999
2197,4854066442,polishprince1964,0,141.02,DST Jets  FLEX Christian McCaffrey QB Josh Allen RB James Cook RB Travis Etienne Jr. TE Juwan Johnson WR Zay Flowers WR Jaxon Smith-Njigba WR Michael Pittman Jr.,116.24999999999999
2198,4846496441,Phinbad,0,141.0,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Cedric Tillman,140.95000000000002
2198,4847272928,SleepyW,0,141.0,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,141.2
2198,4848182459,muckdog11,0,141.0,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,141.2
2198,4851175698,jfine131,0,141.0,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,141.2
2198,4851724809,nyrblue,0,141.0,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,141.2
2198,4852263571,DJFresh233,0,141.0,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Cedric Tillman,140.95000000000002
2198,4852343368,Rataiczak24,0,141.0,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Cedric Tillman,140.95000000000002
2198,4852390726,Strombone1,0,141.0,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,141.2
2198,4852632521,Danglars028,0,141.0,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Cedric Tillman,140.95000000000002
2198,4852782686,immuzz34,0,141.0,DST Rams  FLEX Javonte Williams QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,139.3
2198,4853018443,DraftActionHero,0,141.0,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,141.2
2198,4853356469,bradroasting,0,141.0,DST Patriots  FLEX Garrett Wilson QB Lamar Jackson RB Chase Brown RB Travis Etienne Jr. TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Kayshon Boutte,120.35000000000001
2198,4854473490,padenb,0,141.0,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,141.2
2211,4849904699,DALLASTILL,0,140.98,DST Titans  FLEX Juwan Johnson QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Hollywood Brown,138.6
2211,4853057788,Mpaschal34,0,140.98,DST Saints  FLEX Breece Hall QB Justin Fields RB Jonathan Taylor RB Jaylen Warren TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR Kayshon Boutte,103.45
2213,4852492894,THornstein10,0,140.95999,DST Panthers  FLEX Tyreek Hill QB Mac Jones RB Christian McCaffrey RB James Conner TE Hunter Henry WR Ja'Marr Chase WR DK Metcalf WR Hollywood Brown,125.19999999999999
2214,4853483858,Thisisdblock,0,140.94,DST Seahawks  FLEX Jake Ferguson QB Joe Burrow RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Tee Higgins WR Hollywood Brown,138.85000000000002
2214,4854464517,briandawkins78,0,140.93999,DST Lions  FLEX Marvin Harrison Jr. QB Dak Prescott RB David Montgomery RB Tyrone Tracy Jr. TE Hunter Henry WR Ja'Marr Chase WR CeeDee Lamb WR KaVontae Turpin,95.05
2216,4852566707,mbaldauf,0,140.92,DST Rams  FLEX Hollywood Brown QB Josh Allen RB Christian McCaffrey RB Javonte Williams TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Joshua Palmer,130.95
2216,4854107942,Pharmjd,0,140.92,DST Rams  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Jonathan Taylor TE Jake Ferguson WR Tetairoa McMillan WR Chris Olave WR Calvin Ridley,125.45000000000002
2218,4854500099,BuckyRyan,0,140.9,DST Cardinals  FLEX Tyrone Tracy Jr. QB Sam Darnold RB Derrick Henry RB De'Von Achane TE David Njoku WR Puka Nacua WR Jaxon Smith-Njigba WR Elic Ayomanor,100.6
2219,4845396600,Tipsinah,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4846133685,The_Duke_8,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4846573747,TheRenegades,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4846910208,cub157c,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4847332116,malonej7,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4848018342,whyjaywhy3,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4848299800,sphartman24,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4848618443,djpop10,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4849879406,sheets11,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4849880284,robertdej,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4850003466,AShank,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4850045044,CXIII,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4850435472,Dewaalian,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4850927853,jjcote,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4851178120,xTRISKITx,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4851749178,Darrenc23,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4851835868,eastofethan,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4852696386,JDMurph,0,140.86,DST Rams  FLEX Chris Olave QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Brian Thomas Jr. WR DeVonta Smith,140.25
2219,4853254122,stirzman,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4853365319,EAllen081289,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4853372394,wbergland,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2219,4853647902,jj3384,0,140.86,DST Rams  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35
2219,4853789436,zachyager,0,140.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,145.35000000000002
2242,4853843601,ChongoFlex,0,140.84,DST Patriots  FLEX Troy Franklin QB Bo Nix RB Chase Brown RB Kyren Williams TE Brenton Strange WR Ja'Marr Chase WR Brian Thomas Jr. WR DK Metcalf,113.30000000000001
2243,4852133115,finchfool55,0,140.81999,DST Titans  FLEX Rome Odunze QB Josh Allen RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR DeVonta Smith WR Khalil Shakir,116.1
2244,4853011591,elitle,0,140.8,DST Rams  FLEX Chris Olave QB Lamar Jackson RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR JuJu Smith-Schuster,131.35000000000002
2244,4854373164,csant006,0,140.8,DST Broncos  FLEX Dalton Kincaid QB Lamar Jackson RB Jahmyr Gibbs RB James Cook TE Harold Fannin Jr. WR Puka Nacua WR Zay Flowers WR Keon Coleman,108.85
2244,4854358435,culee111,0,140.79999,DST Ravens  FLEX Jonnu Smith QB Drake Maye RB Jahmyr Gibbs RB Javonte Williams TE Tyler Warren WR CeeDee Lamb WR A.J. Brown WR Keon Coleman,103.94999999999999
2244,4854415921,brad242,0,140.79999,DST Cowboys  FLEX Tyler Higbee QB Lamar Jackson RB James Conner RB James Cook TE Mark Andrews WR Ja'Marr Chase WR CeeDee Lamb WR Ben Skowronek,98.0
2248,4846290241,Chrisav,0,140.76,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR DeVonta Smith WR Hollywood Brown,144.8
2249,4846455600,mike101279,0,140.74,DST Rams  FLEX Juwan Johnson QB Joe Burrow RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,146.55
2249,4851818578,wesleymmm,0,140.74,DST Rams  FLEX Juwan Johnson QB Joe Burrow RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,146.55
2251,4851765266,wikingfan,0,140.7,DST Dolphins  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Zay Flowers WR Jaxon Smith-Njigba WR Chris Olave,128.25
2252,4846259866,MrBurntToast,0,140.68001,DST Patriots  FLEX CeeDee Lamb QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Garrett Wilson WR Rome Odunze WR Kayshon Boutte,122.94999999999999
2252,4851079335,mnvikings74,0,140.68001,DST Saints  FLEX Travis Etienne Jr. QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Grant Calcaterra WR Ja'Marr Chase WR Puka Nacua WR Tyquan Thornton,127.35000000000001
2252,4853103611,bighank33,0,140.68001,DST Saints  FLEX Chuba Hubbard QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Cedric Tillman,131.35
2252,4854172406,Trollzz,0,140.68001,DST Saints  FLEX Chuba Hubbard QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Cedric Tillman,131.35
2252,4854448895,Theallstars39,0,140.68001,DST Bears  FLEX DeMario Douglas QB Patrick Mahomes RB De'Von Achane RB Alvin Kamara TE Travis Kelce WR Ja'Marr Chase WR DK Metcalf WR Cooper Kupp,99.15
2257,4852073104,jszwab11,0,140.64,DST Saints  FLEX Cedric Tillman QB Trevor Lawrence RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Ja'Marr Chase WR Brian Thomas Jr. WR Calvin Ridley,126.05000000000001
2257,4854405379,Sonicicecat,0,140.64,DST Colts  FLEX Jerry Jeudy QB Daniel Jones RB Derrick Henry RB James Cook TE Cole Kmet WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Stefon Diggs,94.75
2257,4854432459,Rogelio06,0,140.64,DST Broncos  FLEX Christian McCaffrey QB Dak Prescott RB De'Von Achane RB Travis Etienne Jr. TE Jonnu Smith WR CeeDee Lamb WR Kayshon Boutte WR Cedric Tillman,112.89999999999999
2260,4849826623,kbock1,0,140.62,DST Ravens  FLEX Chris Olave QB Josh Allen RB Chase Brown RB Travis Etienne Jr. TE Tyler Warren WR Garrett Wilson WR Jaxon Smith-Njigba WR Rome Odunze,114.89999999999999
2261,4854447955,jlbaker,0,140.57999,DST Titans  FLEX Garrett Wilson QB Patrick Mahomes RB Christian McCaffrey RB Javonte Williams TE Juwan Johnson WR Zay Flowers WR Jaxon Smith-Njigba WR Marvin Harrison Jr.,116.84999999999998
2262,4851353594,pbeidle,0,140.56,DST Rams  FLEX Travis Etienne Jr. QB Mac Jones RB Christian McCaffrey RB Breece Hall TE Tyler Warren WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,135.7
2262,4852633592,mochi22,0,140.56,DST Rams  FLEX Breece Hall QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,139.45
2264,4854435984,Slinky5942,0,140.54001,DST Cowboys  FLEX Ricky Pearsall QB Dak Prescott RB Derrick Henry RB Javonte Williams TE Noah Fant WR Malik Nabers WR Jaxon Smith-Njigba WR Jerry Jeudy,102.19999999999999
2264,4846277647,przy127,0,140.54,DST Rams  FLEX Hollywood Brown QB Jalen Hurts RB Christian McCaffrey RB Travis Etienne Jr. TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Kayshon Boutte,132.8
2266,4851400083,bad_beakers,0,140.52,DST Rams  FLEX James Conner QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Sam LaPorta WR Jaxon Smith-Njigba WR Rome Odunze WR Elic Ayomanor,131.29999999999998
2266,4849664937,Audaciter,0,140.51999,DST Patriots  FLEX Ricky Pearsall QB Josh Allen RB Javonte Williams RB TreVeyon Henderson TE Juwan Johnson WR CeeDee Lamb WR Tee Higgins WR Jameson Williams,101.74999999999999
2268,4846493094,Munsonburner28,0,140.5,DST Saints  FLEX Kayshon Boutte QB Lamar Jackson RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Chris Olave,125.05000000000001
2268,4847523595,Tgran17,0,140.5,DST Rams  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,145.95000000000002
2268,4849276824,ajhoust,0,140.5,DST Rams  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,145.95000000000002
2268,4851049147,FroggerMN,0,140.5,DST Rams  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,145.95000000000002
2268,4851122442,rsnj353,0,140.5,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB Chase Brown RB Travis Etienne Jr. TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,145.95000000000002
2268,4851778823,milk2012,0,140.5,DST Rams  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,145.95000000000002
2268,4851905492,sgilbert22,0,140.5,DST Rams  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,145.95000000000002
2268,4852192567,jacobswilliams92,0,140.5,DST Rams  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,145.95000000000002
2268,4852194370,Gimpy22,0,140.5,DST Rams  FLEX Chase Brown QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,145.95000000000002
