Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,lineup_rating
5088,4853840851,FanX,0,113.32,DST Bills  FLEX Derrick Henry QB Josh Allen RB Devin Singletary RB Jarquez Hunter TE Sam LaPorta WR Amon-Ra St. Brown WR Ricky Pearsall WR Wan'Dale Robinson,82.55
5088,4854445563,Drewdog77,0,113.31999,DST Broncos  FLEX Hollywood Brown QB Josh Allen RB Derrick Henry RB James Cook TE Dalton Kincaid WR Garrett Wilson WR Rome Odunze WR Cedric Tillman,99.84999999999998
5090,4854370429,mwravl17,0,113.299995,DST Patriots  FLEX Hollywood Brown QB Drake Maye RB Derrick Henry RB Christian McCaffrey TE Hunter Henry WR Jaxon Smith-Njigba WR Ricky Pearsall WR Kayshon Boutte,122.6
5090,4854465723,Lalakersfanforlife,0,113.299995,DST Cardinals  FLEX DK Metcalf QB Kyler Murray RB Jonathan Taylor RB Tyrone Tracy Jr. TE Mike Gesicki WR Marvin Harrison Jr. WR Stefon Diggs WR Cooper Kupp,80.10000000000001
5092,4853034151,TimTheisen,0,113.28,DST Patriots  FLEX Travis Etienne Jr. QB Justin Fields RB Breece Hall RB Chuba Hubbard TE Brenton Strange WR CeeDee Lamb WR Jaxon Smith-Njigba WR Marvin Harrison Jr.,110.64999999999999
5092,4854438405,WylieB,0,113.27999,DST 49ers  FLEX DK Metcalf QB Patrick Mahomes RB Saquon Barkley RB Jahmyr Gibbs TE Sam LaPorta WR Ricky Pearsall WR Calvin Ridley WR Tyquan Thornton,96.75
5094,4854297689,Buck1064,0,113.259995,DST Rams  FLEX Christian McCaffrey QB Joe Flacco RB James Conner RB Travis Etienne Jr. TE David Njoku WR Brian Thomas Jr. WR George Pickens WR Hollywood Brown,124.85
5095,4846401984,foresman77,0,113.240005,DST Cowboys  FLEX Christian McCaffrey QB Joe Burrow RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,136.55
5096,4853179031,chrisc324,0,113.2,DST Saints  FLEX Calvin Ridley QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Brian Thomas Jr. WR Ricky Pearsall WR Hollywood Brown,130.54999999999998
5097,4848931750,debo243,0,113.18,DST Saints  FLEX James Conner QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,136.64999999999998
5098,4850592651,drewciph,0,113.12,DST Rams  FLEX Hunter Henry QB Josh Allen RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Garrett Wilson WR Jaxon Smith-Njigba WR Ricky Pearsall,134.3
5098,4847400061,LWalker24,0,113.119995,DST Rams  FLEX Puka Nacua QB Josh Allen RB Chase Brown RB Travis Etienne Jr. TE Tyler Warren WR Jaxon Smith-Njigba WR Keon Coleman WR JuJu Smith-Schuster,117.04999999999998
5098,4847558635,Wade0203,0,113.119995,DST Rams  FLEX Jonnu Smith QB Josh Allen RB Kyren Williams RB Breece Hall TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Cedric Tillman,112.39999999999998
5098,4848269245,JRock1985,0,113.119995,DST Bears  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Breece Hall TE Trey McBride WR Hollywood Brown WR Rome Odunze WR Cedric Tillman,119.94999999999999
5102,4854432663,Ironhead9,0,113.1,DST Saints  FLEX Marvin Harrison Jr. QB Kyler Murray RB De'Von Achane RB Breece Hall TE Juwan Johnson WR CeeDee Lamb WR DeVonta Smith WR Hollywood Brown,110.85000000000001
5102,4850943563,ztweyer23,0,113.09999,DST Cardinals  FLEX Travis Etienne Jr. QB Lamar Jackson RB Derrick Henry RB Christian McCaffrey TE Harold Fannin Jr. WR Marvin Harrison Jr. WR Stefon Diggs WR Cedric Tillman,118.75
5104,4853696688,cmf20i6,0,113.08001,DST Saints  FLEX Trey McBride QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR DeVonta Smith WR Chris Olave,132.05
5104,4854274432,Goldilox22,0,113.08001,DST Saints  FLEX Garrett Wilson QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Trey McBride WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,130.75
5104,4850246853,Scottmartin37,0,113.08,DST Rams  FLEX De'Von Achane QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Garrett Wilson WR Ricky Pearsall WR Kayshon Boutte,131.95
5107,4854407331,legl76,0,113.04,DST Colts  FLEX Tyquan Thornton QB Trevor Lawrence RB James Conner RB Breece Hall TE Mark Andrews WR Ja'Marr Chase WR Brian Thomas Jr. WR Jerry Jeudy,99.94999999999999
5108,4851897151,joerodelli,0,113.020004,DST Seahawks  FLEX Chase Brown QB Josh Allen RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Chris Olave,133.5
5108,4853268825,mattatec,0,113.020004,DST Bears  FLEX Christian McCaffrey QB Josh Allen RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Calvin Ridley,133.25
5108,4846734557,TOlson21,0,113.02,DST Patriots  FLEX Chase Brown QB Josh Allen RB Derrick Henry RB Christian McCaffrey TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Elic Ayomanor,131.8
5108,4853737672,jakesmith92,0,113.02,DST Patriots  FLEX Chase Brown QB Josh Allen RB Derrick Henry RB Christian McCaffrey TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Elic Ayomanor,131.8
5112,4853770422,salhaney,0,112.98,DST Seahawks  FLEX Tetairoa McMillan QB Justin Fields RB Chase Brown RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Brian Thomas Jr. WR Hollywood Brown,127.14999999999999
5112,4854413859,DegennMike,0,112.98,DST Patriots  FLEX Javonte Williams QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Travis Kelce WR DeVonta Smith WR Hollywood Brown WR Chris Olave,126.25
5114,4852296038,DeaconBlues777,0,112.920006,DST Saints  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Chris Olave WR JuJu Smith-Schuster,121.60000000000001
5114,4853888395,jjptank,0,112.920006,DST Browns  FLEX Christian McCaffrey QB Josh Allen RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Khalil Shakir WR Chris Olave,124.80000000000001
5114,4853307534,cbailey1125,0,112.92,DST Rams  FLEX De'Von Achane QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ricky Pearsall WR Hollywood Brown WR Calvin Ridley,139.45000000000002
5117,4848195191,osubuckeyes336,0,112.880005,DST Rams  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR A.J. Brown WR Tee Higgins WR Marvin Mims Jr.,135.89999999999998
5117,4851872392,FootlongTacos,0,112.880005,DST 49ers  FLEX Brian Thomas Jr. QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Garrett Wilson WR Ricky Pearsall WR Rome Odunze,129.95
5117,4852363451,corey565,0,112.880005,DST Rams  FLEX Jaxon Smith-Njigba QB Justin Fields RB Breece Hall RB Alvin Kamara TE Hunter Henry WR Puka Nacua WR Zay Flowers WR Chris Olave,120.65
5117,4852684790,PeterSorensen112,0,112.880005,DST Bears  FLEX Kyren Williams QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,135.95
5117,4852695635,rex21023,0,112.880005,DST Rams  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR A.J. Brown WR Tee Higgins WR Marvin Mims Jr.,135.89999999999998
5117,4853419060,KellyCanuck,0,112.880005,DST Saints  FLEX James Cook QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Garrett Wilson WR DeVonta Smith WR Hollywood Brown,125.45
5117,4854451845,Spence24,0,112.880005,DST Rams  FLEX James Conner QB Justin Fields RB Chase Brown RB Travis Etienne Jr. TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,136.24999999999997
5117,4847312479,Assani,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5117,4848316368,stone1723x,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5117,4850414515,j53hunter,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5117,4850416286,asilvers34,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5117,4851376770,Kdude23,0,112.88,DST Rams  FLEX Puka Nacua QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Calvin Ridley,144.45000000000002
5117,4851638131,dmeboyz,0,112.88,DST Rams  FLEX Puka Nacua QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Calvin Ridley,144.45000000000002
5117,4851893800,focobuff,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5117,4852224162,Londeau,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5117,4852863844,GTrigga,0,112.88,DST Rams  FLEX Puka Nacua QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Calvin Ridley,144.45000000000002
5117,4853000952,Gippo,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5117,4853793477,tannerbrown,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5117,4854204806,DTClipp,0,112.88,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Calvin Ridley,144.45000000000002
5136,4846968743,nholtz13,0,112.8,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Chris Olave WR JuJu Smith-Schuster,133.45000000000002
5136,4850198810,jupeman,0,112.799995,DST Rams  FLEX Marvin Harrison Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR Jaxon Smith-Njigba WR Hollywood Brown WR Kayshon Boutte,133.25000000000003
5136,4850508472,ahwickerha,0,112.799995,DST Colts  FLEX Kayshon Boutte QB Drake Maye RB Christian McCaffrey RB Jahmyr Gibbs TE Brenton Strange WR CeeDee Lamb WR Marvin Harrison Jr. WR Khalil Shakir,113.55000000000001
5139,4852791778,zcarpenter,0,112.78001,DST Saints  FLEX CeeDee Lamb QB Justin Fields RB Chase Brown RB Travis Etienne Jr. TE Juwan Johnson WR Garrett Wilson WR Jaxon Smith-Njigba WR Hollywood Brown,123.6
5139,4854449707,CamSimm55,0,112.77999,DST Broncos  FLEX Puka Nacua QB Justin Fields RB Breece Hall RB Javonte Williams TE Dalton Kincaid WR Garrett Wilson WR Jaxon Smith-Njigba WR Chris Olave,107.35
5141,4853111026,nfspeedypur,0,112.759995,DST Rams  FLEX Chase Brown QB Mac Jones RB Jahmyr Gibbs RB Travis Etienne Jr. TE Trey McBride WR Garrett Wilson WR Ricky Pearsall WR Travis Hunter,125.55
5142,4854137256,Hakansonc,0,112.740005,DST Bears  FLEX Christian McCaffrey QB Dak Prescott RB Breece Hall RB Travis Etienne Jr. TE Brenton Strange WR CeeDee Lamb WR DeVonta Smith WR Hollywood Brown,122.7
5142,4854150749,Coachpeck24,0,112.740005,DST Steelers  FLEX Marvin Mims Jr. QB Jalen Hurts RB Breece Hall RB Javonte Williams TE Hunter Henry WR Puka Nacua WR A.J. Brown WR George Pickens,98.2
5142,4853607220,clintwood83,0,112.74,DST Rams  FLEX Derrick Henry QB Joe Burrow RB Christian McCaffrey RB Javonte Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Kayshon Boutte,133.35000000000002
5145,4850006078,bentman013,0,112.72,DST Saints  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Jake Ferguson WR Jaxon Smith-Njigba WR Hollywood Brown WR Kayshon Boutte,126.95
5145,4854433474,mttlnrd123,0,112.71999,DST Saints  FLEX Jahmyr Gibbs QB Josh Allen RB Chuba Hubbard RB Javonte Williams TE Dalton Kincaid WR Garrett Wilson WR Marvin Harrison Jr. WR Chris Olave,99.65
5147,4847115560,codyjanysek,0,112.700005,DST Colts  FLEX Breece Hall QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR DeVonta Smith WR Hollywood Brown,133.20000000000002
5147,4854399124,ROONHOP,0,112.7,DST Cowboys  FLEX Dylan Sampson QB Kyler Murray RB Breece Hall RB Travis Etienne Jr. TE Juwan Johnson WR Puka Nacua WR Zay Flowers WR Marvin Harrison Jr.,104.2
5147,4849604831,Rcher,0,112.69999,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB Derrick Henry RB Bhayshul Tuten TE Brenton Strange WR CeeDee Lamb WR Kayshon Boutte WR JuJu Smith-Schuster,115.35
5150,4845210486,jacques26,0,112.68,DST Rams  FLEX Ricky Pearsall QB Justin Fields RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Puka Nacua WR Garrett Wilson WR Chris Olave,135.85
5150,4847390487,Mikea2464,0,112.68,DST Patriots  FLEX Kyren Williams QB Justin Fields RB Christian McCaffrey RB D'Andre Swift TE Hunter Henry WR Ja'Marr Chase WR Courtland Sutton WR Olamide Zaccheaus,117.0
5150,4852206074,kwwagner1142,0,112.68,DST Rams  FLEX James Conner QB Justin Fields RB Christian McCaffrey RB Jahmyr Gibbs TE Brenton Strange WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,137.0
5150,4849710852,rileyfreeman,0,112.67999,DST Cardinals  FLEX Christian McCaffrey QB Justin Fields RB Breece Hall RB Travis Etienne Jr. TE Harold Fannin Jr. WR Puka Nacua WR Marvin Harrison Jr. WR Stefon Diggs,121.85000000000001
5154,4854411315,PositiveGAINZ,0,112.659996,DST Browns  FLEX Chase Brown QB Joe Flacco RB De'Von Achane RB Travis Etienne Jr. TE David Njoku WR CeeDee Lamb WR DK Metcalf WR Jerry Jeudy,107.64999999999998
5155,4847216949,jhoodj44,0,112.64,DST Rams  FLEX James Conner QB Dak Prescott RB TreVeyon Henderson RB Tyrone Tracy Jr. TE Trey McBride WR CeeDee Lamb WR Keon Coleman WR Kayshon Boutte,103.4
5155,4854298881,klasen04,0,112.64,DST Cowboys  FLEX Dylan Sampson QB Joe Burrow RB Chase Brown RB James Conner TE Tyler Warren WR Ja'Marr Chase WR Chris Olave WR Cedric Tillman,109.25
5157,4852897186,Lozack,0,112.6,DST Rams  FLEX Travis Etienne Jr. QB Lamar Jackson RB James Conner RB Kyren Williams TE Dalton Kincaid WR Zay Flowers WR DK Metcalf WR Keon Coleman,117.09999999999998
5157,4849903818,brockway11,0,112.59999,DST Rams  FLEX Jaxon Smith-Njigba QB Drake Maye RB Christian McCaffrey RB Breece Hall TE Jonnu Smith WR Garrett Wilson WR Keon Coleman WR Stefon Diggs,113.79999999999998
5157,4854428086,jbgiants81,0,112.59999,DST Rams  FLEX Javonte Williams QB Drake Maye RB Jahmyr Gibbs RB Kyren Williams TE David Njoku WR Garrett Wilson WR Marvin Harrison Jr. WR Khalil Shakir,109.69999999999999
5160,4849680085,jlouie30,0,112.58001,DST Rams  FLEX DeVonta Smith QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Garrett Wilson WR Tee Higgins WR Hollywood Brown,138.45
5160,4854292065,wilsonrunning,0,112.58,DST Cowboys  FLEX Chuba Hubbard QB Justin Fields RB Derrick Henry RB James Cook TE Tyler Warren WR Garrett Wilson WR Jaxon Smith-Njigba WR Tyquan Thornton,101.89999999999999
5160,4853850591,bc.jordan023,0,112.579994,DST Rams  FLEX Christian McCaffrey QB Justin Fields RB Saquon Barkley RB Travis Etienne Jr. TE Dalton Kincaid WR Jaxon Smith-Njigba WR Hollywood Brown WR Keon Coleman,127.09999999999998
5163,4854423441,amyclark516,0,112.54001,DST Rams  FLEX Trey McBride QB Jalen Hurts RB Chase Brown RB Travis Etienne Jr. TE Tyler Warren WR A.J. Brown WR Davante Adams WR Kayshon Boutte,118.14999999999999
5163,4853191902,BarkyBeak,0,112.54,DST 49ers  FLEX Josh Downs QB Joe Burrow RB Jahmyr Gibbs RB J.K. Dobbins TE Mike Gesicki WR Puka Nacua WR Zay Flowers WR Stefon Diggs,93.45
5163,4854051849,TySchwy,0,112.54,DST Rams  FLEX Travis Hunter QB Jalen Hurts RB Kyren Williams RB Kenneth Walker III TE Tyler Warren WR Tyreek Hill WR Zay Flowers WR DeVonta Smith,104.2
5163,4854267045,TLEHv2,0,112.54,DST Saints  FLEX Jahmyr Gibbs QB Bo Nix RB Christian McCaffrey RB Javonte Williams TE Cole Kmet WR Courtland Sutton WR Marvin Harrison Jr. WR Michael Pittman Jr.,106.0
5163,4848488821,dhamdeh,0,112.53999,DST Steelers  FLEX DK Metcalf QB Bo Nix RB Saquon Barkley RB Travis Etienne Jr. TE Dalton Kincaid WR Puka Nacua WR Courtland Sutton WR Olamide Zaccheaus,97.15
5168,4847982649,seaste0321,0,112.520004,DST Saints  FLEX Chuba Hubbard QB Josh Allen RB Christian McCaffrey RB Tony Pollard TE Jake Ferguson WR Brian Thomas Jr. WR Hollywood Brown WR Chris Olave,117.80000000000001
5168,4854363654,jmosel01,0,112.52,DST 49ers  FLEX Chuba Hubbard QB Josh Allen RB Christian McCaffrey RB Breece Hall TE Tyler Warren WR Jaxon Smith-Njigba WR Kayshon Boutte WR Joshua Palmer,107.25
5170,4854426234,JamieBaby24,0,112.479996,DST Rams  FLEX Calvin Austin III QB Justin Fields RB Jahmyr Gibbs RB Travis Etienne Jr. TE Hunter Henry WR CeeDee Lamb WR Davante Adams WR DeVonta Smith,116.30000000000001
5170,4854076133,Sim24,0,112.47999,DST Browns  FLEX Derrick Henry QB Justin Fields RB Alvin Kamara RB Javonte Williams TE Jonnu Smith WR Puka Nacua WR Jaxon Smith-Njigba WR Kayshon Boutte,106.55
5172,4852432577,Golden_Jew,0,112.439995,DST Saints  FLEX Javonte Williams QB Joe Burrow RB James Conner RB Breece Hall TE Brenton Strange WR Ja'Marr Chase WR Travis Hunter WR Hollywood Brown,110.85
5173,4846803344,guess4thewin,0,112.42,DST Rams  FLEX Joshua Palmer QB Josh Allen RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR CeeDee Lamb WR DeVonta Smith WR JuJu Smith-Schuster,123.25
5173,4851667468,j457murphy,0,112.42,DST Rams  FLEX Breece Hall QB Josh Allen RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Zay Flowers WR Chris Olave WR Kayshon Boutte,126.24999999999999
5173,4854447997,AW_ChrisJames,0,112.42,DST Saints  FLEX Breece Hall QB Josh Allen RB Kenneth Walker III RB TreVeyon Henderson TE Tyler Warren WR CeeDee Lamb WR Jaylen Waddle WR Jerry Jeudy,86.8
5176,4852636535,kellinator138,0,112.4,DST Cowboys  FLEX Javonte Williams QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Mark Andrews WR DeVonta Smith WR Hollywood Brown WR Cedric Tillman,121.5
5176,4852961138,stokedCT,0,112.399994,DST Saints  FLEX Jaxon Smith-Njigba QB Tua Tagovailoa RB Derrick Henry RB Chase Brown TE Jake Ferguson WR Brian Thomas Jr. WR Jaylen Waddle WR Ricky Pearsall,108.65
5178,4847210612,emoore2303,0,112.380005,DST Saints  FLEX CeeDee Lamb QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Jaxon Smith-Njigba WR DeVonta Smith WR JuJu Smith-Schuster,125.05000000000001
5178,4854222943,topgun0589,0,112.380005,DST Cardinals  FLEX Jonnu Smith QB Justin Fields RB James Conner RB Javonte Williams TE Jake Ferguson WR CeeDee Lamb WR Brian Thomas Jr. WR Courtland Sutton,104.69999999999999
5178,4852661408,BTizzWiz,0,112.37999,DST Colts  FLEX Ja'Marr Chase QB Justin Fields RB Jahmyr Gibbs RB Travis Etienne Jr. TE Jonnu Smith WR Garrett Wilson WR Marvin Harrison Jr. WR Cedric Tillman,109.14999999999999
5181,4850234946,rikkle,0,112.33999,DST Rams  FLEX Calvin Ridley QB Joe Burrow RB Chase Brown RB Breece Hall TE Brenton Strange WR Ja'Marr Chase WR Tyreek Hill WR Cedric Tillman,116.95
5182,4851956067,sckotchtape,0,112.32,DST Rams  FLEX Jaxon Smith-Njigba QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Hollywood Brown WR Chris Olave WR Calvin Ridley,134.7
5182,4852837695,Bbondsmvp,0,112.32,DST Rams  FLEX Hollywood Brown QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Jaxon Smith-Njigba WR Chris Olave WR Calvin Ridley,134.70000000000002
5184,4854459098,Royce86,0,112.3,DST Rams  FLEX Courtland Sutton QB Drake Maye RB Christian McCaffrey RB Trey Benson TE Hunter Henry WR CeeDee Lamb WR DK Metcalf WR Ricky Pearsall,122.49999999999999
5185,4854074795,Johnj580,0,112.28,DST Colts  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Puka Nacua WR Tetairoa McMillan WR Calvin Ridley,134.4
5185,4854391575,smitcards,0,112.28,DST Dolphins  FLEX Kyren Williams QB Justin Fields RB James Conner RB Javonte Williams TE Jonnu Smith WR A.J. Brown WR Tyreek Hill WR George Pickens,100.45
5187,4854372231,acerquei,0,112.240005,DST Rams  FLEX Chase Brown QB Jalen Hurts RB Travis Etienne Jr. RB TreVeyon Henderson TE Harold Fannin Jr. WR CeeDee Lamb WR DeVonta Smith WR Tetairoa McMillan,122.54999999999998
5188,4846975164,mstra999,0,112.22,DST Rams  FLEX Tyler Warren QB Josh Allen RB Breece Hall RB Travis Etienne Jr. TE Hunter Henry WR Amon-Ra St. Brown WR Garrett Wilson WR Marvin Harrison Jr.,109.75
5188,4853799296,jarvis713,0,112.22,DST Browns  FLEX Breece Hall QB Josh Allen RB Javonte Williams RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Garrett Wilson WR Keon Coleman,104.1
5190,4854432338,DarthBane-Rule-of-2,0,112.2,DST Patriots  FLEX Derrick Henry QB Sam Darnold RB Christian McCaffrey RB Jahmyr Gibbs TE Sam LaPorta WR Keon Coleman WR Chris Olave WR DeAndre Hopkins,107.99999999999999
5191,4845729200,anthonyplaygolf,0,112.18,DST Steelers  FLEX Travis Etienne Jr. QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,137.5
5191,4850083096,mchervenick64,0,112.18,DST Seahawks  FLEX Christian McCaffrey QB Justin Fields RB James Conner RB Travis Etienne Jr. TE Hunter Henry WR Garrett Wilson WR Jaxon Smith-Njigba WR Ricky Pearsall,128.8
5191,4850537413,mattmc2021,0,112.18,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR CeeDee Lamb WR Tee Higgins WR Calvin Ridley,140.55
5191,4853596022,desmine89,0,112.18,DST Patriots  FLEX Kyren Williams QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Hunter Henry WR CeeDee Lamb WR DeVonta Smith WR Cedric Tillman,123.95
5191,4851227495,Berniemayne,0,112.17999,DST Rams  FLEX Christian McCaffrey QB Justin Fields RB James Conner RB Travis Etienne Jr. TE Brenton Strange WR CeeDee Lamb WR DeVonta Smith WR Cedric Tillman,130.15
5191,4854195943,addler,0,112.17999,DST Jaguars  FLEX Khalil Shakir QB Justin Fields RB Javonte Williams RB Travis Etienne Jr. TE Trey McBride WR Garrett Wilson WR Jaxon Smith-Njigba WR DK Metcalf,107.54999999999998
5197,4850297590,Aramos080,0,112.14001,DST Bengals  FLEX DeVonta Smith QB Jalen Hurts RB Saquon Barkley RB Tyrone Tracy Jr. TE Hunter Henry WR Ja'Marr Chase WR Hollywood Brown WR Marvin Mims Jr.,98.49999999999999
5198,4854228883,DraftMiller,0,112.12,DST Colts  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,136.15
5198,4851999964,scottyh777,0,112.119995,DST Patriots  FLEX Puka Nacua QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR Hollywood Brown WR Keon Coleman WR Cedric Tillman,122.35
5198,4852463396,NJDevils1,0,112.119995,DST Rams  FLEX Christian McCaffrey QB Josh Allen RB Kyren Williams RB Travis Etienne Jr. TE Jonnu Smith WR Jaxon Smith-Njigba WR Jerry Jeudy WR Keon Coleman,122.19999999999997
5201,4852404330,jbru310,0,112.09999,DST Rams  FLEX Courtland Sutton QB Lamar Jackson RB Kyren Williams RB Chuba Hubbard TE Dalton Kincaid WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,112.05
5202,4849492943,griff_27,0,112.08001,DST Rams  FLEX De'Von Achane QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR DeVonta Smith WR Hollywood Brown,144.29999999999998
5202,4850553665,thegoodsurgeon,0,112.08001,DST Rams  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR DeVonta Smith WR Hollywood Brown,144.29999999999998
5202,4851297998,skrobo21,0,112.08001,DST Rams  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR DeVonta Smith WR Hollywood Brown,144.29999999999998
5202,4853084240,brojooo,0,112.08001,DST Rams  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tee Higgins WR DeVonta Smith WR Hollywood Brown,144.29999999999998
